date,vertical,year,month,sumOfLeads
2019-01-01,Auto,2019,1,305220.145898772
2019-01-01,Generalist,2019,1,298060.57880666
2019-01-01,Jobs,2019,1,48367.429789464
2019-01-01,Property,2019,1,218244.146617654
2019-01-01,Services,2019,1,11133.758961434
2019-01-02,Auto,2019,1,349743.066061694
2019-01-02,Generalist,2019,1,331809.030132548
2019-01-02,Jobs,2019,1,84415.20050235
2019-01-02,Property,2019,1,296733.071314092
2019-01-02,Services,2019,1,14322.126260468
2019-01-03,Auto,2019,1,359798.684361996
2019-01-03,Generalist,2019,1,356149.156209962
2019-01-03,Jobs,2019,1,78150.65569902
2019-01-03,Property,2019,1,283434.10172475
2019-01-03,Services,2019,1,16358.454341804
2019-01-04,Auto,2019,1,335229.980821542
2019-01-04,Generalist,2019,1,339901.341912514
2019-01-04,Jobs,2019,1,67363.146289884
2019-01-04,Property,2019,1,272827.455876904
2019-01-04,Services,2019,1,16397.229944472
2019-01-05,Auto,2019,1,344775.331502816
2019-01-05,Generalist,2019,1,339244.47214512
2019-01-05,Jobs,2019,1,49679.126267346
2019-01-05,Property,2019,1,237385.838442746
2019-01-05,Services,2019,1,15560.285009342
2019-01-06,,2019,1,2
2019-01-06,Auto,2019,1,346392.9890588
2019-01-06,Generalist,2019,1,322882.226961688
2019-01-06,Jobs,2019,1,49778.330202648
2019-01-06,Property,2019,1,249597.912148286
2019-01-06,Services,2019,1,15286.902255948
2019-01-07,Auto,2019,1,350647.761392284
2019-01-07,Generalist,2019,1,335560.293732162
2019-01-07,Jobs,2019,1,92178.826994688
2019-01-07,Property,2019,1,306813.84762131
2019-01-07,Services,2019,1,16403.89233625
2019-01-08,Auto,2019,1,361481.686264504
2019-01-08,Generalist,2019,1,332995.993081792
2019-01-08,Jobs,2019,1,85003.07567451
2019-01-08,Property,2019,1,284685.945734704
2019-01-08,Services,2019,1,17364.299419192
2019-01-09,Auto,2019,1,345281.66894919
2019-01-09,Generalist,2019,1,327470.83453616
2019-01-09,Jobs,2019,1,81237.00035286
2019-01-09,Property,2019,1,282130.461599588
2019-01-09,Services,2019,1,18060.68258476
2019-01-10,Auto,2019,1,339883.286408844
2019-01-10,Generalist,2019,1,330858.545928668
2019-01-10,Jobs,2019,1,73752.614567298
2019-01-10,Property,2019,1,265860.37518176
2019-01-10,Services,2019,1,16835.87526651
2019-01-11,Auto,2019,1,327982.919299706
2019-01-11,Generalist,2019,1,323087.893737912
2019-01-11,Jobs,2019,1,63336.201360588
2019-01-11,Property,2019,1,244896.40950433
2019-01-11,Services,2019,1,15285.877573728
2019-01-12,,2019,1,4
2019-01-12,Auto,2019,1,309190.56370596
2019-01-12,Generalist,2019,1,308482.115615936
2019-01-12,Jobs,2019,1,43884.881601744
2019-01-12,Property,2019,1,220583.946345508
2019-01-12,Services,2019,1,14587.073412538
2019-01-13,,2019,1,8
2019-01-13,Auto,2019,1,301621.214457414
2019-01-13,Generalist,2019,1,311221.57366098
2019-01-13,Jobs,2019,1,45108.396803802
2019-01-13,Property,2019,1,231868.60204898
2019-01-13,Services,2019,1,13478.824724274
2019-01-14,,2019,1,2
2019-01-14,Auto,2019,1,346162.128325204
2019-01-14,Generalist,2019,1,305485.128211146
2019-01-14,Jobs,2019,1,78933.264521958
2019-01-14,Property,2019,1,292430.268421708
2019-01-14,Services,2019,1,16582.466068406
2019-01-15,Auto,2019,1,334906.507134198
2019-01-15,Generalist,2019,1,314119.669564492
2019-01-15,Jobs,2019,1,74755.676579796
2019-01-15,Property,2019,1,272104.535138608
2019-01-15,Services,2019,1,16551.991003222
2019-01-16,Auto,2019,1,324007.408358068
2019-01-16,Generalist,2019,1,310017.877710054
2019-01-16,Jobs,2019,1,71985.314830992
2019-01-16,Property,2019,1,271094.869073686
2019-01-16,Services,2019,1,16311.494299798
2019-01-17,,2019,1,8
2019-01-17,Auto,2019,1,327894.728162704
2019-01-17,Generalist,2019,1,314128.83723794
2019-01-17,Jobs,2019,1,68322.11766447
2019-01-17,Property,2019,1,260421.195992324
2019-01-17,Services,2019,1,15439.98460566
2019-01-18,,2019,1,2
2019-01-18,Auto,2019,1,301632.016696046
2019-01-18,Generalist,2019,1,299681.742517704
2019-01-18,Jobs,2019,1,57501.5402769
2019-01-18,Property,2019,1,226243.51017354
2019-01-18,Services,2019,1,14621.645981566
2019-01-19,Auto,2019,1,289939.39068624
2019-01-19,Generalist,2019,1,284073.117214572
2019-01-19,Jobs,2019,1,41518.6840338
2019-01-19,Property,2019,1,194295.784277128
2019-01-19,Services,2019,1,13412.236697084
2019-01-20,Auto,2019,1,274437.819427816
2019-01-20,Generalist,2019,1,270337.63216099
2019-01-20,Jobs,2019,1,36088.187130972
2019-01-20,Property,2019,1,202461.420775232
2019-01-20,Services,2019,1,10851.672359088
2019-01-21,Auto,2019,1,310960.367247678
2019-01-21,Generalist,2019,1,281075.398859154
2019-01-21,Jobs,2019,1,51494.19086139
2019-01-21,Property,2019,1,230192.271465004
2019-01-21,Services,2019,1,14124.876894004
2019-01-22,Auto,2019,1,324294.667756884
2019-01-22,Generalist,2019,1,292413.225333394
2019-01-22,Jobs,2019,1,73017.770602098
2019-01-22,Property,2019,1,266312.192437112
2019-01-22,Services,2019,1,16114.501748868
2019-01-23,,2019,1,10
2019-01-23,Auto,2019,1,311988.493775094
2019-01-23,Generalist,2019,1,293259.313320066
2019-01-23,Jobs,2019,1,70151.879137818
2019-01-23,Property,2019,1,260728.979216274
2019-01-23,Services,2019,1,16583.22549663
2019-01-24,,2019,1,4
2019-01-24,Auto,2019,1,306496.9465581
2019-01-24,Generalist,2019,1,293728.988730722
2019-01-24,Jobs,2019,1,65397.438682974
2019-01-24,Property,2019,1,238056.70436718
2019-01-24,Services,2019,1,16238.027205552
2019-01-25,Auto,2019,1,295690.76640853
2019-01-25,Generalist,2019,1,293921.676653842
2019-01-25,Jobs,2019,1,56208.214898148
2019-01-25,Property,2019,1,212069.21643032
2019-01-25,Services,2019,1,15562.839345914
2019-01-26,,2019,1,2
2019-01-26,Auto,2019,1,282828.51026146
2019-01-26,Generalist,2019,1,285172.486939402
2019-01-26,Jobs,2019,1,38704.231647084
2019-01-26,Property,2019,1,186267.086642268
2019-01-26,Services,2019,1,11854.81639055
2019-01-27,,2019,1,8
2019-01-27,Auto,2019,1,278809.35798516
2019-01-27,Generalist,2019,1,281419.6731126
2019-01-27,Jobs,2019,1,37535.829742416
2019-01-27,Property,2019,1,193977.22540473
2019-01-27,Services,2019,1,13474.596294558
2019-01-28,,2019,1,8
2019-01-28,Auto,2019,1,322608.123263718
2019-01-28,Generalist,2019,1,312280.878346264
2019-01-28,Jobs,2019,1,71202.706008054
2019-01-28,Property,2019,1,243677.7344748
2019-01-28,Services,2019,1,17716.735804604
2019-01-29,Auto,2019,1,316285.23403407
2019-01-29,Generalist,2019,1,359224.042233694
2019-01-29,Jobs,2019,1,67131.670440846
2019-01-29,Property,2019,1,286617.494629202
2019-01-29,Services,2019,1,18187.866656114
2019-01-30,Auto,2019,1,293236.16314182
2019-01-30,Generalist,2019,1,329907.875410582
2019-01-30,Jobs,2019,1,65871.413040528
2019-01-30,Property,2019,1,228123.13319866
2019-01-30,Services,2019,1,18157.446267528
2019-01-31,,2019,1,2
2019-01-31,Auto,2019,1,300362.2850671
2019-01-31,Generalist,2019,1,337691.581148066
2019-01-31,Jobs,2019,1,59959.593340494
2019-01-31,Property,2019,1,205609.583444012
2019-01-31,Services,2019,1,17314.069055786
2019-02-01,Auto,2019,2,269681.596616152
2019-02-01,Generalist,2019,2,332778.7290315
2019-02-01,Jobs,2019,2,45152.487441714
2019-02-01,Property,2019,2,177838.643980598
2019-02-01,Services,2019,2,16283.635077172
2019-02-02,,2019,2,4
2019-02-02,Auto,2019,2,262269.957739074
2019-02-02,Generalist,2019,2,320991.497128616
2019-02-02,Jobs,2019,2,32733.624429834
2019-02-02,Property,2019,2,152360.935973868
2019-02-02,Services,2019,2,17537.676015098
2019-02-03,Auto,2019,2,249927.960839208
2019-02-03,Generalist,2019,2,307317.567906226
2019-02-03,Jobs,2019,2,28787.51233671
2019-02-03,Property,2019,2,154440.906045556
2019-02-03,Services,2019,2,16566.734022932
2019-02-04,,2019,2,4
2019-02-04,Auto,2019,2,249403.905134194
2019-02-04,Generalist,2019,2,311008.16504826
2019-02-04,Jobs,2019,2,40353.956348958
2019-02-04,Property,2019,2,157176.839094072
2019-02-04,Services,2019,2,20450.71998264
2019-02-05,,2019,2,10
2019-02-05,Auto,2019,2,210359.350029862
2019-02-05,Generalist,2019,2,297889.866124688
2019-02-05,Jobs,2019,2,29573.795379474
2019-02-05,Property,2019,2,139286.913898458
2019-02-05,Services,2019,2,20176.858234302
2019-02-06,,2019,2,12
2019-02-06,Auto,2019,2,236557.004329896
2019-02-06,Generalist,2019,2,326428.024795612
2019-02-06,Jobs,2019,2,35085.125118474
2019-02-06,Property,2019,2,158446.660438856
2019-02-06,Services,2019,2,13486.169385228
2019-02-07,,2019,2,10
2019-02-07,Auto,2019,2,293805.536155676
2019-02-07,Generalist,2019,2,346550.131469776
2019-02-07,Jobs,2019,2,60227.811387792
2019-02-07,Property,2019,2,206115.557220466
2019-02-07,Services,2019,2,16008.899049678
2019-02-08,,2019,2,8
2019-02-08,Auto,2019,2,286595.152518426
2019-02-08,Generalist,2019,2,331900.1975465
2019-02-08,Jobs,2019,2,56502.152484228
2019-02-08,Property,2019,2,209086.161457832
2019-02-08,Services,2019,2,14269.113107224
2019-02-09,,2019,2,20
2019-02-09,Auto,2019,2,281292.398685872
2019-02-09,Generalist,2019,2,319626.416716364
2019-02-09,Jobs,2019,2,40192.290676614
2019-02-09,Property,2019,2,196616.011585828
2019-02-09,Services,2019,2,11442.407698186
2019-02-10,,2019,2,10
2019-02-10,Auto,2019,2,267817.638691474
2019-02-10,Generalist,2019,2,306864.838033704
2019-02-10,Jobs,2019,2,43469.694761406
2019-02-10,Property,2019,2,208639.427245566
2019-02-10,Services,2019,2,11418.353695796
2019-02-11,,2019,2,12
2019-02-11,Auto,2019,2,326639.08206935
2019-02-11,Generalist,2019,2,324841.135223234
2019-02-11,Jobs,2019,2,87714.649906098
2019-02-11,Property,2019,2,267898.420206312
2019-02-11,Services,2019,2,15052.827850216
2019-02-12,,2019,2,6
2019-02-12,Auto,2019,2,314693.48324889
2019-02-12,Generalist,2019,2,296697.964457956
2019-02-12,Jobs,2019,2,84040.430080098
2019-02-12,Property,2019,2,267708.73317575
2019-02-12,Services,2019,2,14714.864622602
2019-02-13,,2019,2,2
2019-02-13,Auto,2019,2,310899.262169684
2019-02-13,Generalist,2019,2,309969.579962794
2019-02-13,Jobs,2019,2,79157.391931344
2019-02-13,Property,2019,2,249413.835526442
2019-02-13,Services,2019,2,15612.35686757
2019-02-14,Auto,2019,2,310945.20928747
2019-02-14,Generalist,2019,2,316187.692661178
2019-02-14,Jobs,2019,2,74013.484174944
2019-02-14,Property,2019,2,247678.096409986
2019-02-14,Services,2019,2,15434.502924926
2019-02-15,Auto,2019,2,298302.414398704
2019-02-15,Generalist,2019,2,297896.694424566
2019-02-15,Jobs,2019,2,64287.824295522
2019-02-15,Property,2019,2,232696.623371848
2019-02-15,Services,2019,2,14228.005778404
2019-02-16,Auto,2019,2,293739.147212518
2019-02-16,Generalist,2019,2,299178.737510456
2019-02-16,Jobs,2019,2,44605.02868764
2019-02-16,Property,2019,2,208753.489062644
2019-02-16,Services,2019,2,11031.803328614
2019-02-17,Auto,2019,2,275606.792841992
2019-02-17,Generalist,2019,2,296477.425440842
2019-02-17,Jobs,2019,2,44976.124890066
2019-02-17,Property,2019,2,225515.162459876
2019-02-17,Services,2019,2,11011.896098626
2019-02-18,Auto,2019,2,320683.778016498
2019-02-18,Generalist,2019,2,321284.991333336
2019-02-18,Jobs,2019,2,84907.545959034
2019-02-18,Property,2019,2,303582.899986506
2019-02-18,Services,2019,2,15482.888467998
2019-02-19,Auto,2019,2,319219.623293106
2019-02-19,Generalist,2019,2,295845.638340808
2019-02-19,Jobs,2019,2,82434.796016136
2019-02-19,Property,2019,2,288400.118766584
2019-02-19,Services,2019,2,15510.889297442
2019-02-20,Auto,2019,2,308154.369573738
2019-02-20,Generalist,2019,2,279533.932461164
2019-02-20,Jobs,2019,2,76706.687307402
2019-02-20,Property,2019,2,270296.966358266
2019-02-20,Services,2019,2,16071.121373218
2019-02-21,Auto,2019,2,315637.091463236
2019-02-21,Generalist,2019,2,275396.08531996
2019-02-21,Jobs,2019,2,73914.280239642
2019-02-21,Property,2019,2,267480.141993998
2019-02-21,Services,2019,2,14776.382471736
2019-02-22,,2019,2,2
2019-02-22,Auto,2019,2,289299.618161182
2019-02-22,Generalist,2019,2,275672.961490162
2019-02-22,Jobs,2019,2,65496.642618276
2019-02-22,Property,2019,2,239388.44825392
2019-02-22,Services,2019,2,14306.047559082
2019-02-23,Auto,2019,2,281972.25222179
2019-02-23,Generalist,2019,2,278563.906777184
2019-02-23,Jobs,2019,2,40552.364219562
2019-02-23,Property,2019,2,209238.414962342
2019-02-23,Services,2019,2,12254.980277858
2019-02-24,Auto,2019,2,265103.841615106
2019-02-24,Generalist,2019,2,288161.186934046
2019-02-24,Jobs,2019,2,43293.332209758
2019-02-24,Property,2019,2,219100.76030999
2019-02-24,Services,2019,2,11578.047611248
2019-02-25,Auto,2019,2,311741.321084926
2019-02-25,Generalist,2019,2,309219.413827138
2019-02-25,Jobs,2019,2,80006.13671115
2019-02-25,Property,2019,2,293889.58929966
2019-02-25,Services,2019,2,16638.991235194
2019-02-26,Auto,2019,2,306344.929260976
2019-02-26,Generalist,2019,2,296002.333663068
2019-02-26,Jobs,2019,2,74399.277256674
2019-02-26,Property,2019,2,283566.884865298
2019-02-26,Services,2019,2,16921.47654044
2019-02-27,Auto,2019,2,301342.782502082
2019-02-27,Generalist,2019,2,291784.32074835
2019-02-27,Jobs,2019,2,68814.463121154
2019-02-27,Property,2019,2,266732.961558934
2019-02-27,Services,2019,2,16398.992492894
2019-02-28,Auto,2019,2,294875.2367222
2019-02-28,Generalist,2019,2,300585.294278564
2019-02-28,Jobs,2019,2,66242.509242954
2019-02-28,Property,2019,2,255309.137189848
2019-02-28,Services,2019,2,14443.69146719
2019-03-01,Auto,2019,3,292643.332027722
2019-03-01,Generalist,2019,3,294840.099565104
2019-03-01,Jobs,2019,3,59360.695508856
2019-03-01,Property,2019,3,235619.092007654
2019-03-01,Services,2019,3,14737.211261802
2019-03-02,Auto,2019,3,275406.536645352
2019-03-02,Generalist,2019,3,287254.301586768
2019-03-02,Jobs,2019,3,38763.0191643
2019-03-02,Property,2019,3,210270.17940121
2019-03-02,Services,2019,3,13079.197972582
2019-03-03,Auto,2019,3,257357.341601234
2019-03-03,Generalist,2019,3,276616.495400564
2019-03-03,Jobs,2019,3,37513.78442346
2019-03-03,Property,2019,3,214245.813362512
2019-03-03,Services,2019,3,11670.270374806
2019-03-04,Auto,2019,3,301269.217992504
2019-03-04,Generalist,2019,3,287942.714265854
2019-03-04,Jobs,2019,3,75795.480790554
2019-03-04,Property,2019,3,275114.859814594
2019-03-04,Services,2019,3,15952.63123917
2019-03-05,Auto,2019,3,300739.749783406
2019-03-05,Generalist,2019,3,290036.232131696
2019-03-05,Jobs,2019,3,75145.143881352
2019-03-05,Property,2019,3,259724.935850454
2019-03-05,Services,2019,3,14509.461877256
2019-03-06,Auto,2019,3,292981.400271246
2019-03-06,Generalist,2019,3,287476.545863504
2019-03-06,Jobs,2019,3,72308.64617568
2019-03-06,Property,2019,3,262751.325309434
2019-03-06,Services,2019,3,14709.198018182
2019-03-07,,2019,3,8
2019-03-07,Auto,2019,3,302885.38130445
2019-03-07,Generalist,2019,3,289523.766573808
2019-03-07,Jobs,2019,3,71382.742779528
2019-03-07,Property,2019,3,258893.39779967
2019-03-07,Services,2019,3,15087.162460538
2019-03-08,,2019,3,2
2019-03-08,Auto,2019,3,279405.194308572
2019-03-08,Generalist,2019,3,279524.357883422
2019-03-08,Jobs,2019,3,58254.75534123
2019-03-08,Property,2019,3,229367.728415302
2019-03-08,Services,2019,3,14493.96090125
2019-03-09,Auto,2019,3,269560.746398928
2019-03-09,Generalist,2019,3,273520.157569558
2019-03-09,Jobs,2019,3,39442.74983211
2019-03-09,Property,2019,3,202832.579624182
2019-03-09,Services,2019,3,12990.930746486
2019-03-10,Auto,2019,3,263348.51947718
2019-03-10,Generalist,2019,3,265452.862807882
2019-03-10,Jobs,2019,3,41360.692581282
2019-03-10,Property,2019,3,215330.104589174
2019-03-10,Services,2019,3,12312.777153052
2019-03-11,,2019,3,8
2019-03-11,Auto,2019,3,302046.74150022
2019-03-11,Generalist,2019,3,274283.978845514
2019-03-11,Jobs,2019,3,75692.602635426
2019-03-11,Property,2019,3,281473.351425402
2019-03-11,Services,2019,3,16234.821285498
2019-03-12,,2019,3,8
2019-03-12,Auto,2019,3,300522.486544932
2019-03-12,Generalist,2019,3,270017.353637176
2019-03-12,Jobs,2019,3,73377.844145046
2019-03-12,Property,2019,3,272246.990080586
2019-03-12,Services,2019,3,16035.06777656
2019-03-13,,2019,3,2
2019-03-13,Auto,2019,3,289039.904191564
2019-03-13,Generalist,2019,3,261780.277715602
2019-03-13,Jobs,2019,3,73590.948894954
2019-03-13,Property,2019,3,262538.735663562
2019-03-13,Services,2019,3,15145.38421278
2019-03-14,,2019,3,2
2019-03-14,Auto,2019,3,288273.00548959
2019-03-14,Generalist,2019,3,248073.870610862
2019-03-14,Jobs,2019,3,68766.698263416
2019-03-14,Property,2019,3,252941.676915944
2019-03-14,Services,2019,3,14332.270191422
2019-03-15,Auto,2019,3,259838.106459514
2019-03-15,Generalist,2019,3,245044.78847008
2019-03-15,Jobs,2019,3,57655.857509592
2019-03-15,Property,2019,3,220307.008944128
2019-03-15,Services,2019,3,14535.29409105
2019-03-16,Auto,2019,3,256980.686194194
2019-03-16,Generalist,2019,3,233368.271488142
2019-03-16,Jobs,2019,3,39236.993521854
2019-03-16,Property,2019,3,200943.969794692
2019-03-16,Services,2019,3,13118.559581084
2019-03-17,,2019,3,2
2019-03-17,Auto,2019,3,261350.858028374
2019-03-17,Generalist,2019,3,239654.627266728
2019-03-17,Jobs,2019,3,39755.05851732
2019-03-17,Property,2019,3,222837.086054896
2019-03-17,Services,2019,3,13413.937060602
2019-03-18,Auto,2019,3,299985.22463599
2019-03-18,Generalist,2019,3,253000.194753148
2019-03-18,Jobs,2019,3,77022.670212438
2019-03-18,Property,2019,3,289814.529992062
2019-03-18,Services,2019,3,16835.830837174
2019-03-19,Auto,2019,3,301136.64518809
2019-03-19,Generalist,2019,3,259009.466964834
2019-03-19,Jobs,2019,3,72562.167343674
2019-03-19,Property,2019,3,282792.687861862
2019-03-19,Services,2019,3,17154.978715344
2019-03-20,Auto,2019,3,290588.448553126
2019-03-20,Generalist,2019,3,258803.723145152
2019-03-20,Jobs,2019,3,70269.45417225
2019-03-20,Property,2019,3,271105.260374748
2019-03-20,Services,2019,3,17647.008839474
2019-03-21,,2019,3,12
2019-03-21,Auto,2019,3,283671.573145526
2019-03-21,Generalist,2019,3,258824.078297246
2019-03-21,Jobs,2019,3,64614.829860036
2019-03-21,Property,2019,3,259435.011958248
2019-03-21,Services,2019,3,16430.150607926
2019-03-22,,2019,3,2
2019-03-22,Auto,2019,3,264465.983744524
2019-03-22,Generalist,2019,3,236866.113662846
2019-03-22,Jobs,2019,3,53922.850166376
2019-03-22,Property,2019,3,224033.907495404
2019-03-22,Services,2019,3,17690.600216472
2019-03-23,,2019,3,4
2019-03-23,Auto,2019,3,251615.39593126
2019-03-23,Generalist,2019,3,236016.17797166
2019-03-23,Jobs,2019,3,35823.6433035
2019-03-23,Property,2019,3,186975.75249053
2019-03-23,Services,2019,3,16409.368229126
2019-03-24,Auto,2019,3,237427.494868048
2019-03-24,Generalist,2019,3,245460.17912415
2019-03-24,Jobs,2019,3,34522.969485096
2019-03-24,Property,2019,3,201985.316107014
2019-03-24,Services,2019,3,13492.172149192
2019-03-25,Auto,2019,3,278815.938978522
2019-03-25,Generalist,2019,3,266831.850961242
2019-03-25,Jobs,2019,3,65452.551980364
2019-03-25,Property,2019,3,266027.242415092
2019-03-25,Services,2019,3,18994.126886836
2019-03-26,,2019,3,8
2019-03-26,Auto,2019,3,276506.497156216
2019-03-26,Generalist,2019,3,270998.121710656
2019-03-26,Jobs,2019,3,63861.614795706
2019-03-26,Property,2019,3,269070.251199218
2019-03-26,Services,2019,3,18270.283830162
2019-03-27,,2019,3,2
2019-03-27,Auto,2019,3,282411.724932102
2019-03-27,Generalist,2019,3,267975.541676196
2019-03-27,Jobs,2019,3,63328.852920936
2019-03-27,Property,2019,3,255600.413128908
2019-03-27,Services,2019,3,17198.47716043
2019-03-28,,2019,3,10
2019-03-28,Auto,2019,3,282640.265919912
2019-03-28,Generalist,2019,3,272959.198872466
2019-03-28,Jobs,2019,3,61466.023469154
2019-03-28,Property,2019,3,246950.263509886
2019-03-28,Services,2019,3,17043.107769792
2019-03-29,,2019,3,6
2019-03-29,Auto,2019,3,264463.805355012
2019-03-29,Generalist,2019,3,269836.934435504
2019-03-29,Jobs,2019,3,50557.26480576
2019-03-29,Property,2019,3,224762.522450936
2019-03-29,Services,2019,3,16316.367499712
2019-03-30,Auto,2019,3,240330.1998123
2019-03-30,Generalist,2019,3,251482.137768254
2019-03-30,Jobs,2019,3,34732.400015178
2019-03-30,Property,2019,3,196266.856761438
2019-03-30,Services,2019,3,11701.309316888
2019-03-31,,2019,3,6
2019-03-31,Auto,2019,3,247083.641537512
2019-03-31,Generalist,2019,3,261310.069131288
2019-03-31,Jobs,2019,3,37484.390664852
2019-03-31,Property,2019,3,205537.921739184
2019-03-31,Services,2019,3,11481.166958936
2019-04-01,Auto,2019,4,288927.96651836
2019-04-01,Generalist,2019,4,276478.795773556
2019-04-01,Jobs,2019,4,71544.408451872
2019-04-01,Property,2019,4,269425.422427856
2019-04-01,Services,2019,4,14508.293029016
2019-04-02,Auto,2019,4,289124.253523198
2019-04-02,Generalist,2019,4,278779.384191382
2019-04-02,Jobs,2019,4,70600.13395659
2019-04-02,Property,2019,4,281741.974208952
2019-04-02,Services,2019,4,14998.442798572
2019-04-03,Auto,2019,4,287737.057902822
2019-04-03,Generalist,2019,4,274360.476720658
2019-04-03,Jobs,2019,4,67521.137742402
2019-04-03,Property,2019,4,262352.0570528
2019-04-03,Services,2019,4,13869.913200056
2019-04-04,Auto,2019,4,282092.28877379
2019-04-04,Generalist,2019,4,274957.196540736
2019-04-04,Jobs,2019,4,63361.92089937
2019-04-04,Property,2019,4,252547.617792328
2019-04-04,Services,2019,4,14423.724993114
2019-04-05,Auto,2019,4,270639.426333174
2019-04-05,Generalist,2019,4,255098.990430066
2019-04-05,Jobs,2019,4,56127.382061976
2019-04-05,Property,2019,4,229270.681421082
2019-04-05,Services,2019,4,13241.282549872
2019-04-06,Auto,2019,4,258940.496161702
2019-04-06,Generalist,2019,4,255770.584091916
2019-04-06,Jobs,2019,4,35125.54153656
2019-04-06,Property,2019,4,197417.127002496
2019-04-06,Services,2019,4,11068.401460176
2019-04-07,Auto,2019,4,250607.786418132
2019-04-07,Generalist,2019,4,261296.670070682
2019-04-07,Jobs,2019,4,37568.89772085
2019-04-07,Property,2019,4,208843.183531156
2019-04-07,Services,2019,4,10856.364335166
2019-04-08,Auto,2019,4,297139.45258576
2019-04-08,Generalist,2019,4,268666.614927298
2019-04-08,Jobs,2019,4,70669.944133284
2019-04-08,Property,2019,4,275195.825125768
2019-04-08,Services,2019,4,13580.359181396
2019-04-09,Auto,2019,4,297281.15060282
2019-04-09,Generalist,2019,4,263851.714294668
2019-04-09,Jobs,2019,4,69479.49690966
2019-04-09,Property,2019,4,267110.948168152
2019-04-09,Services,2019,4,14672.465871042
2019-04-10,Auto,2019,4,287224.964512658
2019-04-10,Generalist,2019,4,251051.442660042
2019-04-10,Jobs,2019,4,69644.83680183
2019-04-10,Property,2019,4,268712.214196316
2019-04-10,Services,2019,4,13822.891665142
2019-04-11,Auto,2019,4,285358.21325082
2019-04-11,Generalist,2019,4,252299.854558996
2019-04-11,Jobs,2019,4,63868.963235358
2019-04-11,Property,2019,4,255264.158197436
2019-04-11,Services,2019,4,13952.742516954
2019-04-12,Auto,2019,4,276326.58421425
2019-04-12,Generalist,2019,4,248842.162200552
2019-04-12,Jobs,2019,4,56215.5633378
2019-04-12,Property,2019,4,227130.660933108
2019-04-12,Services,2019,4,14289.400036474
2019-04-13,Auto,2019,4,258688.56416658
2019-04-13,Generalist,2019,4,234896.157501588
2019-04-13,Jobs,2019,4,33920.397433632
2019-04-13,Property,2019,4,192408.723156136
2019-04-13,Services,2019,4,11072.414233942
2019-04-14,Auto,2019,4,256144.78949337
2019-04-14,Generalist,2019,4,248858.47513193
2019-04-14,Jobs,2019,4,34126.153743888
2019-04-14,Property,2019,4,197206.575760766
2019-04-14,Services,2019,4,9735.785644802
2019-04-15,Auto,2019,4,283047.66070142
2019-04-15,Generalist,2019,4,258533.412345518
2019-04-15,Jobs,2019,4,71834.671818126
2019-04-15,Property,2019,4,274661.161353944
2019-04-15,Services,2019,4,14636.990561352
2019-04-16,Auto,2019,4,295259.082178938
2019-04-16,Generalist,2019,4,249894.833191488
2019-04-16,Jobs,2019,4,68186.171530908
2019-04-16,Property,2019,4,268227.56554011
2019-04-16,Services,2019,4,15228.895925258
2019-04-17,Auto,2019,4,279847.690339062
2019-04-17,Generalist,2019,4,243912.74086542
2019-04-17,Jobs,2019,4,68979.803013324
2019-04-17,Property,2019,4,259263.510672666
2019-04-17,Services,2019,4,14426.95176589
2019-04-18,Auto,2019,4,279077.080098536
2019-04-18,Generalist,2019,4,243541.20873867
2019-04-18,Jobs,2019,4,60165.34965075
2019-04-18,Property,2019,4,253213.093111224
2019-04-18,Services,2019,4,14540.579109582
2019-04-19,Auto,2019,4,270895.478978916
2019-04-19,Generalist,2019,4,254245.72887145
2019-04-19,Jobs,2019,4,50197.191262812
2019-04-19,Property,2019,4,229987.026957428
2019-04-19,Services,2019,4,14841.550147088
2019-04-20,Auto,2019,4,259257.419850898
2019-04-20,Generalist,2019,4,239566.173164302
2019-04-20,Jobs,2019,4,33868.958356068
2019-04-20,Property,2019,4,193410.6568183
2019-04-20,Services,2019,4,12155.214254644
2019-04-21,Auto,2019,4,254363.216496886
2019-04-21,Generalist,2019,4,225933.667028208
2019-04-21,Jobs,2019,4,33736.686442332
2019-04-21,Property,2019,4,204085.839446294
2019-04-21,Services,2019,4,11468.756416508
2019-04-22,Auto,2019,4,292500.09140477
2019-04-22,Generalist,2019,4,256197.088687348
2019-04-22,Jobs,2019,4,69744.040737132
2019-04-22,Property,2019,4,280562.448220324
2019-04-22,Services,2019,4,16498.925739136
2019-04-23,Auto,2019,4,280167.477597396
2019-04-23,Generalist,2019,4,250519.882843562
2019-04-23,Jobs,2019,4,64769.147092728
2019-04-23,Property,2019,4,257627.798583428
2019-04-23,Services,2019,4,15357.187964694
2019-04-24,Auto,2019,4,280731.566343352
2019-04-24,Generalist,2019,4,257030.156447176
2019-04-24,Jobs,2019,4,61624.014921672
2019-04-24,Property,2019,4,250218.506491202
2019-04-24,Services,2019,4,14307.975163358
2019-04-25,Auto,2019,4,278117.548258754
2019-04-25,Generalist,2019,4,256314.204078874
2019-04-25,Jobs,2019,4,56244.957096408
2019-04-25,Property,2019,4,237269.568602724
2019-04-25,Services,2019,4,14244.073547516
2019-04-26,Auto,2019,4,263730.595705888
2019-04-26,Generalist,2019,4,255682.964524792
2019-04-26,Jobs,2019,4,45674.226657006
2019-04-26,Property,2019,4,210416.865502528
2019-04-26,Services,2019,4,13042.212670332
2019-04-27,Auto,2019,4,249693.133137392
2019-04-27,Generalist,2019,4,226959.000087188
