date,channel_grouping,year,month,sumOfLeads
2019-01-01,,2019,1,881026.060073984
2019-01-02,,2019,1,1077022.494271152
2019-01-03,,2019,1,1093891.052337532
2019-01-04,,2019,1,1031719.154845316
2019-01-05,,2019,1,986645.05336737
2019-01-06,,2019,1,983940.36062737
2019-01-07,,2019,1,1101604.622076694
2019-01-08,,2019,1,1081531.000174702
2019-01-09,,2019,1,1054180.648022558
2019-01-10,,2019,1,1027190.69735308
2019-01-11,,2019,1,974589.301476264
2019-01-12,,2019,1,896732.580681686
2019-01-13,,2019,1,903306.61169545
2019-01-14,,2019,1,1039595.255548422
2019-01-15,,2019,1,1012438.379420316
2019-01-16,,2019,1,993416.964272598
2019-01-17,,2019,1,986214.863663098
2019-01-18,,2019,1,899682.455645756
2019-01-19,,2019,1,823239.212908824
2019-01-20,,2019,1,794176.731854098
2019-01-21,,2019,1,887847.10532723
2019-01-22,,2019,1,972152.357878356
2019-01-23,,2019,1,952721.890945882
2019-01-24,,2019,1,919922.105544528
2019-01-25,,2019,1,873452.713736754
2019-01-26,,2019,1,804829.131880764
2019-01-27,,2019,1,805224.682539464
2019-01-28,,2019,1,967494.17789744
2019-01-29,,2019,1,1047446.307993926
2019-01-30,,2019,1,935296.031059118
2019-01-31,,2019,1,920939.112055458
2019-02-01,,2019,2,841735.092147136
2019-02-02,,2019,2,785897.69128649
2019-02-03,,2019,2,757040.681150632
2019-02-04,,2019,2,778397.585608124
2019-02-05,,2019,2,697296.783666784
2019-02-06,,2019,2,770014.984068066
2019-02-07,,2019,2,922717.935283388
2019-02-08,,2019,2,898360.77711421
2019-02-09,,2019,2,849189.525362864
2019-02-10,,2019,2,838219.952427946
2019-02-11,,2019,2,1022158.11525521
2019-02-12,,2019,2,977861.475585296
2019-02-13,,2019,2,965054.426457834
2019-02-14,,2019,2,964258.985458504
2019-02-15,,2019,2,907411.562269044
2019-02-16,,2019,2,857308.205801872
2019-02-17,,2019,2,853587.401731402
2019-02-18,,2019,2,1045942.103763372
2019-02-19,,2019,2,1001411.065714076
2019-02-20,,2019,2,950763.077073788
2019-02-21,,2019,2,947203.981488572
2019-02-22,,2019,2,884165.718082622
2019-02-23,,2019,2,822581.918458736
2019-02-24,,2019,2,827237.168680148
2019-02-25,,2019,2,1011495.452158068
2019-02-26,,2019,2,977234.901586456
2019-02-27,,2019,2,945073.520423414
2019-02-28,,2019,2,931455.868900756
2019-03-01,,2019,3,897200.430371138
2019-03-02,,2019,3,824773.234770212
2019-03-03,,2019,3,797403.705162576
2019-03-04,,2019,3,956074.904102676
2019-03-05,,2019,3,940155.523524164
2019-03-06,,2019,3,930227.115638046
2019-03-07,,2019,3,937780.450917994
2019-03-08,,2019,3,861047.996849776
2019-03-09,,2019,3,798347.164171264
2019-03-10,,2019,3,797804.95660857
2019-03-11,,2019,3,949739.49569206
2019-03-12,,2019,3,932207.7421843
2019-03-13,,2019,3,902097.250678462
2019-03-14,,2019,3,872389.521471234
2019-03-15,,2019,3,797381.055474364
2019-03-16,,2019,3,743648.480579966
2019-03-17,,2019,3,777013.56692792
2019-03-18,,2019,3,936658.450430812
2019-03-19,,2019,3,932655.946073804
2019-03-20,,2019,3,908413.89508475
2019-03-21,,2019,3,882987.643868982
2019-03-22,,2019,3,796981.455285622
2019-03-23,,2019,3,726844.337926076
2019-03-24,,2019,3,732888.1317335
2019-03-25,,2019,3,896121.711222056
2019-03-26,,2019,3,898714.768691958
2019-03-27,,2019,3,886517.009818572
2019-03-28,,2019,3,881068.85954121
2019-03-29,,2019,3,825942.894546924
2019-03-30,,2019,3,734512.903674058
2019-03-31,,2019,3,762903.190031772
2019-04-01,,2019,4,920884.88620066
2019-04-02,,2019,4,935244.188678694
2019-04-03,,2019,4,905840.642618738
2019-04-04,,2019,4,887382.748999338
2019-04-05,,2019,4,824377.76279617
2019-04-06,,2019,4,758322.15025285
2019-04-07,,2019,4,769172.902075986
2019-04-08,,2019,4,925252.195953506
2019-04-09,,2019,4,912395.775846342
2019-04-10,,2019,4,890456.349835988
2019-04-11,,2019,4,870743.931759564
2019-04-12,,2019,4,822804.370722184
2019-04-13,,2019,4,730986.256491878
2019-04-14,,2019,4,746071.779774756
2019-04-15,,2019,4,902713.89678036
2019-04-16,,2019,4,896796.548366702
2019-04-17,,2019,4,866430.696656362
2019-04-18,,2019,4,850537.310708762
2019-04-19,,2019,4,820166.976217694
2019-04-20,,2019,4,738258.422444212
2019-04-21,,2019,4,729588.165830228
2019-04-22,,2019,4,915502.59478871
2019-04-23,,2019,4,868441.494081808
2019-04-24,,2019,4,863912.21936676
2019-04-25,,2019,4,842190.351584276
2019-04-26,,2019,4,788546.865060546
2019-04-27,,2019,4,698747.83976137
2019-04-28,,2019,4,712760.869995172
2019-04-29,,2019,4,865736.912509048
2019-04-30,,2019,4,820017.715945812
2019-05-01,,2019,5,732306.756472438
2019-05-02,,2019,5,859484.9007023
2019-05-03,,2019,5,802101.02504591
2019-05-04,,2019,5,725485.11755978
2019-05-05,,2019,5,698652.945881468
2019-05-06,,2019,5,805389.105738352
2019-05-07,,2019,5,809301.276852046
2019-05-08,,2019,5,805412.926372274
2019-05-09,,2019,5,813542.62165889
2019-05-10,,2019,5,768062.12300428
2019-05-11,,2019,5,720526.510384144
2019-05-12,,2019,5,698010.500304388
2019-05-13,,2019,5,847198.429487172
2019-05-14,,2019,5,815017.78364729
2019-05-15,,2019,5,809384.500367886
2019-05-16,,2019,5,799101.214679248
2019-05-17,,2019,5,747257.81239427
2019-05-18,,2019,5,625776.978045212
2019-05-19,,2019,5,698944.961412314
2019-05-20,,2019,5,789730.62376598
2019-05-21,,2019,5,867722.150066934
2019-05-22,,2019,5,829438.521587396
2019-05-23,,2019,5,846385.857623426
2019-05-24,,2019,5,793037.955482364
2019-05-25,,2019,5,766373.489106998
2019-05-26,,2019,5,756981.51096402
2019-05-27,,2019,5,838603.308885694
2019-05-28,,2019,5,765821.976800202
2019-05-29,,2019,5,735220.078178274
2019-05-30,,2019,5,701197.22761557
2019-05-31,,2019,5,661509.16551208
2019-06-01,,2019,6,597700.783455738
2019-06-02,,2019,6,575859.930784602
2019-06-03,,2019,6,614385.442533986
2019-06-04,,2019,6,511561.478963154
2019-06-05,,2019,6,337426.912375386
2019-06-06,,2019,6,447705.1330763
2019-06-07,,2019,6,552382.602318948
2019-06-08,,2019,6,576536.21090279
2019-06-09,,2019,6,655523.377089362
2019-06-10,,2019,6,855812.343159044
2019-06-11,,2019,6,902305.753867478
2019-06-12,,2019,6,848561.666350898
2019-06-13,,2019,6,846063.558192922
2019-06-14,,2019,6,769227.013456182
2019-06-15,,2019,6,669168.21384119
2019-06-16,,2019,6,678856.81851146
2019-06-17,,2019,6,852581.286684438
2019-06-18,,2019,6,837291.291377134
2019-06-19,,2019,6,820575.842626874
2019-06-20,,2019,6,799707.786595058
2019-06-21,,2019,6,757117.674862462
2019-06-22,,2019,6,670557.675596054
2019-06-23,,2019,6,688143.494358392
2019-06-24,,2019,6,862639.957067996
2019-06-25,,2019,6,876908.922826568
2019-06-26,,2019,6,819741.706068394
2019-06-27,,2019,6,789314.232670996
2019-06-28,,2019,6,751664.190612616
2019-06-29,,2019,6,660312.802422384
2019-06-30,,2019,6,671412.275316274
2019-07-01,,2019,7,872546.146975644
2019-07-02,,2019,7,849720.879050928
2019-07-03,,2019,7,881868.039229254
2019-07-04,,2019,7,935079.602679232
2019-07-05,,2019,7,891547.277924356
2019-07-06,,2019,7,822452.333122202
2019-07-07,,2019,7,835533.480887742
2019-07-08,,2019,7,991784.578267792
2019-07-09,,2019,7,990674.203125094
2019-07-10,,2019,7,948507.89387072
2019-07-11,,2019,7,930715.712576174
2019-07-12,,2019,7,864849.589736202
2019-07-13,,2019,7,771041.682284534
2019-07-14,,2019,7,806607.547563096
2019-07-15,,2019,7,971802.046797554
2019-07-16,,2019,7,964584.79487903
2019-07-17,,2019,7,966450.737700114
2019-07-18,,2019,7,893209.013930344
2019-07-19,,2019,7,836363.203690376
2019-07-20,,2019,7,818555.19530443
2019-07-21,,2019,7,865504.590913862
2019-07-22,,2019,7,949648.391527292
2019-07-23,,2019,7,938950.095469328
2019-07-24,,2019,7,916184.940110298
2019-07-25,,2019,7,906615.28961315
2019-07-26,,2019,7,878654.015933826
2019-07-27,,2019,7,817587.995296634
2019-07-28,,2019,7,812458.021733384
2019-07-29,,2019,7,950160.122754794
2019-07-30,,2019,7,878598.412895238
2019-07-31,,2019,7,921054.423376204
2019-08-01,,2019,8,899695.40147685
2019-08-02,,2019,8,859451.103365058
2019-08-03,,2019,8,802366.046889182
2019-08-04,,2019,8,813762.518156902
2019-08-05,,2019,8,943469.624337386
2019-08-06,,2019,8,933165.10757238
2019-08-07,,2019,8,858132.363732848
2019-08-08,,2019,8,837370.452004426
2019-08-09,,2019,8,794182.576602186
2019-08-10,,2019,8,682108.650714082
2019-08-11,,2019,8,574242.46527537
2019-08-12,,2019,8,701712.795622836
2019-08-13,,2019,8,879083.630449822
2019-08-14,,2019,8,887934.177320754
2019-08-15,,2019,8,876827.933079202
2019-08-16,,2019,8,836038.124204412
2019-08-17,,2019,8,792373.977263534
2019-08-18,,2019,8,804950.51783743
2019-08-19,,2019,8,966048.382701548
2019-08-20,,2019,8,931183.307577156
2019-08-21,,2019,8,930810.981297414
2019-08-22,,2019,8,869325.636471782
2019-08-23,,2019,8,851864.708098076
2019-08-24,,2019,8,806209.347753052
2019-08-25,,2019,8,883083.268479076
2019-08-26,,2019,8,1000459.316426212
2019-08-27,,2019,8,1031844.958141882
2019-08-28,,2019,8,978842.241879182
2019-08-29,,2019,8,884053.508608532
2019-08-30,,2019,8,902088.435351246
2019-08-31,,2019,8,820922.874631998
2019-09-01,,2019,9,825696.131845214
2019-09-02,,2019,9,915054.965871756
2019-09-03,,2019,9,944159.010069648
2019-09-04,,2019,9,941456.050907872
2019-09-05,,2019,9,934227.462463396
2019-09-06,,2019,9,868083.36608644
2019-09-07,,2019,9,811277.2404923
2019-09-08,,2019,9,781432.001948706
2019-09-09,,2019,9,831252.95688834
2019-09-10,,2019,9,890659.215663012
2019-09-11,,2019,9,864597.927783492
2019-09-12,,2019,9,875623.769484464
2019-09-13,,2019,9,770499.725696564
2019-09-14,,2019,9,726518.18509463
2019-09-15,,2019,9,737582.609490134
2019-09-16,,2019,9,808615.59643621
2019-09-17,,2019,9,904360.048302372
2019-09-18,,2019,9,876934.541118248
2019-09-19,,2019,9,865883.41191842
2019-09-20,,2019,9,821568.579760352
2019-09-21,,2019,9,783093.066297388
2019-09-22,,2019,9,767496.90142674
2019-09-23,,2019,9,913270.796132226
2019-09-24,,2019,9,906867.201920968
2019-09-25,,2019,9,882345.689301732
2019-09-26,,2019,9,860584.918664038
2019-09-27,,2019,9,811233.49066403
2019-09-28,,2019,9,748915.370895422
2019-09-29,,2019,9,790968.228504896
2019-09-30,,2019,9,917214.098036606
2019-10-01,,2019,10,904237.548881742
2019-10-02,,2019,10,901355.776435194
2019-10-03,,2019,10,906679.889637406
2019-10-04,,2019,10,863014.42276461
2019-10-05,,2019,10,785192.872804598
2019-10-06,,2019,10,782957.008335096
2019-10-07,,2019,10,903016.161305524
2019-10-08,,2019,10,931153.021583786
2019-10-09,,2019,10,800072.501006598
2019-10-10,,2019,10,714425.854542596
2019-10-11,,2019,10,797959.276619264
2019-10-12,,2019,10,745762.991348288
2019-10-13,,2019,10,750951.081811816
2019-10-14,,2019,10,885622.043010214
2019-10-15,,2019,10,908678.790263226
2019-10-16,,2019,10,928804.108913954
2019-10-17,,2019,10,899618.354058366
2019-10-18,,2019,10,836724.060836848
2019-10-19,,2019,10,802680.25040213
2019-10-20,,2019,10,813790.237302496
2019-10-21,,2019,10,940812.132157308
2019-10-22,,2019,10,899705.174949736
2019-10-23,,2019,10,870427.110044752
2019-10-24,,2019,10,867542.920964112
2019-10-25,,2019,10,804592.168024572
2019-10-26,,2019,10,740019.97529972
2019-10-27,,2019,10,706099.016763802
2019-10-28,,2019,10,819372.500646222
2019-10-29,,2019,10,941770.354738932
2019-10-30,,2019,10,973541.95949206
2019-10-31,,2019,10,958496.354276252
2019-11-01,,2019,11,926481.037375256
2019-11-02,,2019,11,892594.546676654
2019-11-03,,2019,11,872688.794470388
2019-11-04,,2019,11,1008068.886481006
2019-11-05,,2019,11,1000920.478050724
2019-11-06,,2019,11,1007217.74417765
2019-11-07,,2019,11,913436.28205501
2019-11-08,,2019,11,855235.124338746
2019-11-09,,2019,11,790317.344875158
2019-11-10,,2019,11,813861.727768464
2019-11-11,,2019,11,907010.848908812
2019-11-12,,2019,11,864024.729142382
2019-11-13,,2019,11,828176.29390668
2019-11-14,,2019,11,725328.124725234
2019-11-15,,2019,11,665938.770829862
2019-11-16,,2019,11,593766.466613786
2019-11-17,,2019,11,590267.139004772
2019-11-17,(Other),2019,11,1661.621970102
2019-11-17,Direct,2019,11,48494.130860578
2019-11-17,Display,2019,11,58.042184488
2019-11-17,Organic Search,2019,11,46605.65018345
2019-11-17,Paid Search,2019,11,22031.969345736
2019-11-17,Referral,2019,11,7342.876397222
2019-11-17,Social,2019,11,1263.606448232
2019-11-18,,2019,11,725091.385983702
2019-11-18,(Other),2019,11,2408.743549522
2019-11-18,Direct,2019,11,71570.535656636
2019-11-18,Display,2019,11,53.957012022
2019-11-18,Organic Search,2019,11,80208.156406076
2019-11-18,Paid Search,2019,11,25216.835891484
2019-11-18,Referral,2019,11,12293.150757564
2019-11-18,Social,2019,11,1988.588593644
2019-11-19,,2019,11,680603.567978384
2019-11-19,(Other),2019,11,3338.040718732
2019-11-19,Direct,2019,11,99124.726613258
2019-11-19,Display,2019,11,221.430718954
2019-11-19,Organic Search,2019,11,114012.770753134
2019-11-19,Paid Search,2019,11,29784.003597026
2019-11-19,Referral,2019,11,14871.320414424
2019-11-19,Social,2019,11,2184.715093874
2019-11-20,,2019,11,678821.235593954
2019-11-20,(Other),2019,11,3831.86831817
2019-11-20,Direct,2019,11,94128.68116219
2019-11-20,Display,2019,11,157.008331044
2019-11-20,Organic Search,2019,11,114687.335207778
2019-11-20,Paid Search,2019,11,31485.22851385
2019-11-20,Referral,2019,11,14477.298575824
2019-11-20,Social,2019,11,2152.47225349
2019-11-21,,2019,11,647036.066826968
2019-11-21,(Other),2019,11,2963.803176834
2019-11-21,Direct,2019,11,91390.965795852
2019-11-21,Display,2019,11,155.82811142
2019-11-21,Organic Search,2019,11,108929.707125158
2019-11-21,Paid Search,2019,11,28099.218250536
2019-11-21,Referral,2019,11,14184.05661347
2019-11-21,Social,2019,11,2557.568025564
2019-11-22,,2019,11,624600.796662608
2019-11-22,(Other),2019,11,3839.909857292
2019-11-22,Direct,2019,11,83343.93377787
2019-11-22,Display,2019,11,247.85359121
2019-11-22,Organic Search,2019,11,110595.240677808
2019-11-22,Paid Search,2019,11,30135.094421362
2019-11-22,Referral,2019,11,12332.122571118
2019-11-22,Social,2019,11,2225.811415842
2019-11-23,,2019,11,576932.824962734
2019-11-23,(Other),2019,11,4001.592107574
2019-11-23,Direct,2019,11,77425.04694651
2019-11-23,Display,2019,11,186.529662564
2019-11-23,Organic Search,2019,11,107801.274666226
2019-11-23,Paid Search,2019,11,33000.606960356
2019-11-23,Referral,2019,11,12054.293764268
2019-11-23,Social,2019,11,1968.43010129
2019-11-24,,2019,11,580189.418141756
2019-11-24,(Other),2019,11,4139.982316568
2019-11-24,Direct,2019,11,64548.38409654
2019-11-24,Display,2019,11,202.288081192
2019-11-24,Organic Search,2019,11,89349.787610542
2019-11-24,Paid Search,2019,11,27343.605675206
2019-11-24,Referral,2019,11,8837.291850218
2019-11-24,Social,2019,11,2020.035052286
2019-11-25,,2019,11,698852.574936478
2019-11-25,(Other),2019,11,4089.493159514
2019-11-25,Direct,2019,11,64577.392372974
2019-11-25,Display,2019,11,167.762685964
2019-11-25,Organic Search,2019,11,95183.752374388
2019-11-25,Paid Search,2019,11,25475.07831613
2019-11-25,Referral,2019,11,10663.915041494
2019-11-25,Social,2019,11,1855.888112542
2019-11-26,,2019,11,684538.945267108
2019-11-26,(Other),2019,11,4470.479658834
2019-11-26,Direct,2019,11,88038.33536036
2019-11-26,Display,2019,11,171.565043908
2019-11-26,Organic Search,2019,11,122277.616219578
2019-11-26,Paid Search,2019,11,33683.811784858
2019-11-26,Referral,2019,11,14537.048094698
2019-11-26,Social,2019,11,2318.025078784
2019-11-27,,2019,11,561618.798469116
2019-11-27,(Other),2019,11,4115.519159448
2019-11-27,Direct,2019,11,78150.802871658
2019-11-27,Display,2019,11,243.281647932
2019-11-27,Organic Search,2019,11,110422.046179428
2019-11-27,Paid Search,2019,11,31829.950670108
2019-11-27,Referral,2019,11,12042.886631234
2019-11-27,Social,2019,11,2028.056032666
2019-11-28,,2019,11,653465.736864506
2019-11-28,(Other),2019,11,4656.73747329
2019-11-28,Direct,2019,11,88743.663349824
2019-11-28,Display,2019,11,197.216781938
2019-11-28,Organic Search,2019,11,123225.922801778
2019-11-28,Paid Search,2019,11,30541.104906526
2019-11-28,Referral,2019,11,13210.055831144
2019-11-28,Social,2019,11,2097.458397536
2019-11-29,,2019,11,608179.258119926
2019-11-29,(Other),2019,11,4042.965391542
2019-11-29,Direct,2019,11,72873.316628816
2019-11-29,Display,2019,11,151.108253084
2019-11-29,Organic Search,2019,11,108540.541995024
2019-11-29,Paid Search,2019,11,32571.391307392
2019-11-29,Referral,2019,11,11983.258750692
2019-11-29,Social,2019,11,2322.470731884
2019-11-30,,2019,11,554925.636949194
2019-11-30,(Other),2019,11,4384.784666436
2019-11-30,Direct,2019,11,73097.34644831
2019-11-30,Display,2019,11,143.106111064
2019-11-30,Organic Search,2019,11,114016.182083472
2019-11-30,Paid Search,2019,11,37940.525655942
2019-11-30,Referral,2019,11,11797.922038814
2019-11-30,Social,2019,11,2032.593428676
2019-12-01,,2019,12,556939.56142629
2019-12-01,(Other),2019,12,4384.08112986
2019-12-01,Direct,2019,12,77273.635333374
2019-12-01,Display,2019,12,316.107061468
2019-12-01,Organic Search,2019,12,116759.898323756
2019-12-01,Paid Search,2019,12,38874.442454138
2019-12-01,Referral,2019,12,13224.307894648
2019-12-01,Social,2019,12,2173.125773134
2019-12-02,,2019,12,683583.195407088
2019-12-02,(Other),2019,12,5349.463227306
2019-12-02,Direct,2019,12,80364.212527248
2019-12-02,Display,2019,12,236.98823584
2019-12-02,Organic Search,2019,12,125029.397348966
2019-12-02,Paid Search,2019,12,36762.4711772
2019-12-02,Referral,2019,12,18219.995559484
2019-12-02,Social,2019,12,2199.541417816
2019-12-03,,2019,12,672171.37113422
2019-12-03,(Other),2019,12,4596.873066216
2019-12-03,Direct,2019,12,83449.006953058
2019-12-03,Display,2019,12,227.930164962
2019-12-03,Organic Search,2019,12,125538.263188478
2019-12-03,Paid Search,2019,12,39264.507710228
2019-12-03,Referral,2019,12,15256.649167514
2019-12-03,Social,2019,12,2142.190008062
2019-12-04,,2019,12,683319.23895767
2019-12-04,(Other),2019,12,5338.13141652
2019-12-04,Direct,2019,12,81309.50571731
2019-12-04,Display,2019,12,188.774488124
2019-12-04,Organic Search,2019,12,123732.44892153
2019-12-04,Paid Search,2019,12,38844.9581852
2019-12-04,Referral,2019,12,15233.070232702
2019-12-04,Social,2019,12,2177.542118582
2019-12-05,,2019,12,656882.301275112
2019-12-05,(Other),2019,12,4683.775833776
2019-12-05,Direct,2019,12,83358.80888441
2019-12-05,Display,2019,12,371.891629788
2019-12-05,Organic Search,2019,12,117086.696244728
2019-12-05,Paid Search,2019,12,46855.624732426
2019-12-05,Referral,2019,12,12995.91620035
2019-12-05,Social,2019,12,2343.122382876
2019-12-06,,2019,12,615722.26920016
2019-12-06,(Other),2019,12,4272.281829902
2019-12-06,Direct,2019,12,72912.653854858
2019-12-06,Display,2019,12,384.317327062
2019-12-06,Organic Search,2019,12,109908.468675784
2019-12-06,Paid Search,2019,12,42651.380051434
2019-12-06,Referral,2019,12,12396.781731026
2019-12-06,Social,2019,12,2207.101583704
2019-12-07,,2019,12,543816.42855087
2019-12-07,(Other),2019,12,5018.430764348
2019-12-07,Direct,2019,12,68004.904737114
2019-12-07,Display,2019,12,326.77650192
2019-12-07,Organic Search,2019,12,110662.28679145
2019-12-07,Paid Search,2019,12,43865.542216696
2019-12-07,Referral,2019,12,11538.386732748
2019-12-07,Social,2019,12,2139.24255652
2019-12-08,,2019,12,546658.026501308
2019-12-08,(Other),2019,12,5048.008604306
2019-12-08,Direct,2019,12,70977.98204312
2019-12-08,Display,2019,12,525.331480336
2019-12-08,Organic Search,2019,12,115504.039677612
2019-12-08,Paid Search,2019,12,47194.898500734
2019-12-08,Referral,2019,12,11696.79560521
2019-12-08,Social,2019,12,2235.859885134
2019-12-09,,2019,12,672134.608246842
2019-12-09,(Other),2019,12,6028.49189361
2019-12-09,Direct,2019,12,78663.102479336
2019-12-09,Display,2019,12,411.283073698
2019-12-09,Organic Search,2019,12,124577.4348158
2019-12-09,Paid Search,2019,12,46113.185561418
2019-12-09,Referral,2019,12,15137.11994518
2019-12-09,Social,2019,12,2329.261075718
2019-12-10,,2019,12,650903.355054902
2019-12-10,(Other),2019,12,5328.440264656
2019-12-10,Direct,2019,12,82486.156529446
2019-12-10,Display,2019,12,470.586019718
2019-12-10,Organic Search,2019,12,125323.892214914
2019-12-10,Paid Search,2019,12,44754.574388424
2019-12-10,Referral,2019,12,14291.66143331
2019-12-10,Social,2019,12,2330.27327951
2019-12-11,,2019,12,649664.39127272
2019-12-11,(Other),2019,12,6992.045038472
2019-12-11,Direct,2019,12,78791.922323804
2019-12-11,Display,2019,12,531.699331368
2019-12-11,Organic Search,2019,12,121677.62440542
2019-12-11,Paid Search,2019,12,44524.582634244
2019-12-11,Referral,2019,12,13087.10513354
2019-12-11,Social,2019,12,2862.75253469
2019-12-12,,2019,12,622153.932423288
2019-12-12,(Other),2019,12,5514.493725808
2019-12-12,Direct,2019,12,71525.864801876
2019-12-12,Display,2019,12,362.423457582
2019-12-12,Organic Search,2019,12,115347.558703914
2019-12-12,Paid Search,2019,12,41163.793513666
2019-12-12,Referral,2019,12,13160.236952552
2019-12-12,Social,2019,12,2376.78401986
2019-12-13,,2019,12,591905.75539366
2019-12-13,(Other),2019,12,5975.299505762
2019-12-13,Direct,2019,12,71490.535575186
2019-12-13,Display,2019,12,568.107768034
2019-12-13,Organic Search,2019,12,114969.120757654
2019-12-13,Paid Search,2019,12,41463.54136627
2019-12-13,Referral,2019,12,12888.928631598
2019-12-13,Social,2019,12,2151.073791176
2019-12-14,,2019,12,517836.368778206
2019-12-14,(Other),2019,12,4825.459505938
2019-12-14,Direct,2019,12,68110.512844152
2019-12-14,Display,2019,12,653.273173804
2019-12-14,Organic Search,2019,12,114623.231520086
2019-12-14,Paid Search,2019,12,42656.479500702
2019-12-14,Referral,2019,12,11438.967837172
2019-12-14,Social,2019,12,2092.74678626
2019-12-15,,2019,12,560259.621251694
2019-12-15,(Other),2019,12,6036.655437604
2019-12-15,Direct,2019,12,73793.542024122
2019-12-15,Display,2019,12,993.238008362
2019-12-15,Organic Search,2019,12,118737.860479752
2019-12-15,Paid Search,2019,12,49904.267543056
2019-12-15,Referral,2019,12,10787.386396152
2019-12-15,Social,2019,12,2400.470863132
2019-12-16,,2019,12,662681.33863736
2019-12-16,(Other),2019,12,6518.824941744
2019-12-16,Direct,2019,12,79569.480496744
2019-12-16,Display,2019,12,792.8379932
2019-12-16,Organic Search,2019,12,128880.025158566
2019-12-16,Paid Search,2019,12,45198.123760294
2019-12-16,Referral,2019,12,13909.81020263
2019-12-16,Social,2019,12,2486.455608848
2019-12-17,,2019,12,657682.577844416
2019-12-17,(Other),2019,12,5240.966900016
2019-12-17,Direct,2019,12,82840.77809075
2019-12-17,Display,2019,12,536.138005844
2019-12-17,Organic Search,2019,12,128337.426596464
2019-12-17,Paid Search,2019,12,45597.3601825
2019-12-17,Referral,2019,12,13847.019129932
2019-12-17,Social,2019,12,2233.439870822
2019-12-18,,2019,12,652553.183790278
2019-12-18,(Other),2019,12,5371.122855046
2019-12-18,Direct,2019,12,77357.648263976
2019-12-18,Display,2019,12,410.161980044
2019-12-18,Organic Search,2019,12,125292.114963032
2019-12-18,Paid Search,2019,12,46484.592143634
2019-12-18,Referral,2019,12,13676.65086622
2019-12-18,Social,2019,12,2043.749582226
2019-12-19,,2019,12,635102.51248395
2019-12-19,(Other),2019,12,5610.53955759
2019-12-19,Direct,2019,12,81508.704924672
2019-12-19,Display,2019,12,581.429428848
2019-12-19,Organic Search,2019,12,122048.017489752
2019-12-19,Paid Search,2019,12,46204.660995862
2019-12-19,Referral,2019,12,13707.271358194
2019-12-19,Social,2019,12,1723.323012316
2019-12-20,,2019,12,601937.172374536
2019-12-20,(Other),2019,12,5138.642925738
2019-12-20,Direct,2019,12,74186.82267002
2019-12-20,Display,2019,12,294.45727277
2019-12-20,Organic Search,2019,12,118396.09476752
2019-12-20,Paid Search,2019,12,44874.377305046
2019-12-20,Referral,2019,12,12169.2667752
2019-12-20,Social,2019,12,1688.685868484
2019-12-21,,2019,12,549933.14165989
2019-12-21,(Other),2019,12,5363.675184212
2019-12-21,Direct,2019,12,69976.999298472
2019-12-21,Display,2019,12,350.640181346
2019-12-21,Organic Search,2019,12,119320.922532204
2019-12-21,Paid Search,2019,12,45598.401373504
2019-12-21,Referral,2019,12,10734.316293
2019-12-21,Social,2019,12,1737.348260878
2019-12-22,,2019,12,529367.041049932
2019-12-22,(Other),2019,12,5397.392836698
2019-12-22,Direct,2019,12,68511.991453778
2019-12-22,Display,2019,12,520.136461502
2019-12-22,Organic Search,2019,12,121546.237958728
2019-12-22,Paid Search,2019,12,47525.766936584
2019-12-22,Referral,2019,12,11011.251291118
2019-12-22,Social,2019,12,2005.156254496
2019-12-23,,2019,12,648328.318805032
2019-12-23,(Other),2019,12,5787.101501854
2019-12-23,Direct,2019,12,78488.304198214
2019-12-23,Display,2019,12,526.776978746
2019-12-23,Organic Search,2019,12,129170.220438474
2019-12-23,Paid Search,2019,12,44272.08293729
2019-12-23,Referral,2019,12,14138.217023818
2019-12-23,Social,2019,12,1913.721356546
2019-12-24,,2019,12,604823.873871518
2019-12-24,(Other),2019,12,5434.62129252
2019-12-24,Direct,2019,12,76367.991381768
2019-12-24,Display,2019,12,426.283944022
2019-12-24,Organic Search,2019,12,121877.467394518
2019-12-24,Paid Search,2019,12,34837.029205758
2019-12-24,Referral,2019,12,13308.820849794
2019-12-24,Social,2019,12,1752.954737394
2019-12-25,,2019,12,539952.377980166
2019-12-25,(Other),2019,12,5440.065078694
2019-12-25,Direct,2019,12,66855.86543148
2019-12-25,Display,2019,12,643.613704398
2019-12-25,Organic Search,2019,12,119411.37994151
2019-12-25,Paid Search,2019,12,37551.261424912
2019-12-25,Referral,2019,12,12222.044735856
2019-12-25,Social,2019,12,1334.254662824
2019-12-26,,2019,12,445919.429571576
2019-12-26,(Other),2019,12,7970.322148768
2019-12-26,Direct,2019,12,99304.445875074
2019-12-26,Display,2019,12,833.009939204
2019-12-26,Organic Search,2019,12,222275.39939491
2019-12-26,Paid Search,2019,12,57312.194727648
2019-12-26,Referral,2019,12,21830.531391138
2019-12-26,Social,2019,12,2571.251288042
2019-12-27,,2019,12,447789.962706234
2019-12-27,(Other),2019,12,7634.777825746
2019-12-27,Direct,2019,12,100829.15684756
2019-12-27,Display,2019,12,866.417915622
2019-12-27,Organic Search,2019,12,208332.481421904
2019-12-27,Paid Search,2019,12,53237.266762534
2019-12-27,Referral,2019,12,21035.645264994
2019-12-27,Social,2019,12,2311.938567624
2019-12-28,,2019,12,444898.340340978
2019-12-28,(Other),2019,12,6487.46106586
2019-12-28,Direct,2019,12,88671.801711478
2019-12-28,Display,2019,12,725.277032414
