date,vertical,year,month,sumOfLeads,ad_id
2019-08-03,Property,2019,8,213886.214002932,28691
2019-08-03,Services,2019,8,12542.241079188,1930
2019-08-04,Auto,2019,8,266355.72574323,33447
2019-08-04,Generalist,2019,8,271302.273879084,32604
2019-08-04,Jobs,2019,8,41819.970059532,3113
2019-08-04,Property,2019,8,222174.405421396,29730
2019-08-04,Services,2019,8,12110.14305366,1897
2019-08-05,Auto,2019,8,295781.13376683,37558
2019-08-05,Generalist,2019,8,270590.198611528,33229
2019-08-05,Jobs,2019,8,74068.597472334,3959
2019-08-05,Property,2019,8,283638.672529838,35744
2019-08-05,Services,2019,8,19391.021956856,3031
2019-08-06,Auto,2019,8,288624.531367104,36850
2019-08-06,Generalist,2019,8,271769.463018288,33664
2019-08-06,Jobs,2019,8,72797.317412538,3847
2019-08-06,Property,2019,8,277716.219012698,35573
2019-08-06,Services,2019,8,22257.576761752,3650
2019-08-07,Auto,2019,8,259285.621095268,34564
2019-08-07,Generalist,2019,8,257881.884093594,31573
2019-08-07,Jobs,2019,8,64974.903402984,3784
2019-08-07,Property,2019,8,259395.880313012,34492
2019-08-07,Services,2019,8,16594.07482799,2762
2019-08-08,Auto,2019,8,263094.282479886,34401
2019-08-08,Generalist,2019,8,258424.26088162,31725
2019-08-08,Jobs,2019,8,57457.449638988,3582
2019-08-08,Property,2019,8,242873.50838321,32274
2019-08-08,Services,2019,8,15520.950620722,2425
2019-08-09,Auto,2019,8,252877.947335412,33786
2019-08-09,Generalist,2019,8,269750.523644304,32407
2019-08-09,Jobs,2019,8,48470.307944592,3454
2019-08-09,Property,2019,8,210135.811777102,29164
2019-08-09,Services,2019,8,12947.985900776,2003
2019-08-10,Auto,2019,8,228250.240498832,31431
2019-08-10,Generalist,2019,8,252235.557458514,30820
2019-08-10,Jobs,2019,8,28379.673936024,2697
2019-08-10,Property,2019,8,162198.02088898,23870
2019-08-10,Services,2019,8,11045.157931732,1707
2019-08-11,Auto,2019,8,195243.5818105,26502
2019-08-11,Generalist,2019,8,207892.977965784,26015
2019-08-11,Jobs,2019,8,22247.40104643,2303
2019-08-11,Property,2019,8,140295.320371122,21252
2019-08-11,Services,2019,8,8563.184081534,1342
2019-08-12,Auto,2019,8,232001.628820012,30795
2019-08-12,Generalist,2019,8,229250.276268956,28969
2019-08-12,Jobs,2019,8,35588.493234636,2973
2019-08-12,Property,2019,8,192461.85585101,27383
2019-08-12,Services,2019,8,12410.541448222,1892
2019-08-13,Auto,2019,8,268877.18376525,35729
2019-08-13,Generalist,2019,8,270402.310960816,32647
2019-08-13,Jobs,2019,8,67646.061216486,3777
2019-08-13,Property,2019,8,254196.355221996,32801
2019-08-13,Services,2019,8,17961.719285274,2531
2019-08-14,Auto,2019,8,275216.5256361,35572
2019-08-14,Generalist,2019,8,260034.25083574,31488
2019-08-14,Jobs,2019,8,67025.118065892,3853
2019-08-14,Property,2019,8,268279.919260398,34515
2019-08-14,Services,2019,8,17378.363522624,2427
2019-08-15,Auto,2019,8,278143.946604724,35933
2019-08-15,Generalist,2019,8,259004.264450438,32086
2019-08-15,Jobs,2019,8,66014.707613742,3816
2019-08-15,Property,2019,8,256783.298551164,33973
2019-08-15,Services,2019,8,16881.715859134,2455
2019-08-16,Auto,2019,8,264210.283290916,35032
2019-08-16,Generalist,2019,8,260598.12577838,31141
2019-08-16,Jobs,2019,8,56472.75872562,3563
2019-08-16,Property,2019,8,239775.605641616,31958
2019-08-16,Services,2019,8,14981.35076788,2186
2019-08-17,Auto,2019,8,266138.76295153,33876
2019-08-17,Generalist,2019,8,260673.989575406,31624
2019-08-17,Jobs,2019,8,38024.500979274,2942
2019-08-17,Property,2019,8,215613.296334296,29201
2019-08-17,Services,2019,8,11923.427423028,1818
2019-08-18,Auto,2019,8,266218.36915277,33375
2019-08-18,Generalist,2019,8,254638.74928059,30774
2019-08-18,Jobs,2019,8,38627.073030738,3012
2019-08-18,Property,2019,8,232960.791172958,30487
2019-08-18,Services,2019,8,12505.535200374,1919
2019-08-19,Auto,2019,8,301175.783931848,38009
2019-08-19,Generalist,2019,8,269257.640265618,32464
2019-08-19,Jobs,2019,8,79914.2812155,4122
2019-08-19,Property,2019,8,298182.197403562,37822
2019-08-19,Services,2019,8,17518.47988502,2462
2019-08-20,Auto,2019,8,290175.466042746,36773
2019-08-20,Generalist,2019,8,271190.158753238,32209
2019-08-20,Jobs,2019,8,74932.039131444,3974
2019-08-20,Property,2019,8,279363.724153372,36043
2019-08-20,Services,2019,8,15521.919496356,2381
2019-08-21,Auto,2019,8,287319.631307578,36683
2019-08-21,Generalist,2019,8,274643.975317144,32918
2019-08-21,Jobs,2019,8,69846.91889226,3922
2019-08-21,Property,2019,8,281218.051644534,35836
2019-08-21,Services,2019,8,17782.404135898,2702
2019-08-22,Auto,2019,8,263489.99352869,34728
2019-08-22,Generalist,2019,8,273161.012064902,31696
2019-08-22,Jobs,2019,8,62031.853322358,3704
2019-08-22,Property,2019,8,254603.598505306,33357
2019-08-22,Services,2019,8,16039.179050526,2362
2019-08-23,Auto,2019,8,269989.941062836,34760
2019-08-23,Generalist,2019,8,270727.616059238,32189
2019-08-23,Jobs,2019,8,52423.768477368,3480
2019-08-23,Property,2019,8,242436.667421456,32523
2019-08-23,Services,2019,8,16286.715077178,2317
2019-08-24,Auto,2019,8,261129.903737862,34138
2019-08-24,Generalist,2019,8,276303.256281794,31946
2019-08-24,Jobs,2019,8,39174.531784812,3232
2019-08-24,Property,2019,8,214965.858423104,29198
2019-08-24,Services,2019,8,14635.79752548,2175
2019-08-25,Auto,2019,8,279455.397952044,35284
2019-08-25,Generalist,2019,8,282071.613727518,32888
2019-08-25,Jobs,2019,8,35485.615079508,2945
2019-08-25,Property,2019,8,270436.783465184,41130
2019-08-25,Services,2019,8,15633.858254822,2349
2019-08-26,Auto,2019,8,302343.124567396,37479
2019-08-26,Generalist,2019,8,294301.757913074,34484
2019-08-26,Jobs,2019,8,80740.98067635,4638
2019-08-26,Property,2019,8,305380.775020716,38686
2019-08-26,Services,2019,8,17692.678248676,2598
2019-08-27,Auto,2019,8,302230.911434682,39042
2019-08-27,Generalist,2019,8,289405.546016594,33845
2019-08-27,Jobs,2019,8,68006.134759434,3853
2019-08-27,Property,2019,8,351781.740194582,50554
2019-08-27,Services,2019,8,20420.62573659,2791
2019-08-28,Auto,2019,8,287553.568999534,36692
2019-08-28,Generalist,2019,8,297729.055483282,34344
2019-08-28,Jobs,2019,8,62281.700270526,3716
2019-08-28,Property,2019,8,310609.353283934,41280
2019-08-28,Services,2019,8,20668.563841906,2969
2019-08-29,Auto,2019,8,261254.188420094,33472
2019-08-29,Generalist,2019,8,282680.297910136,32329
2019-08-29,Jobs,2019,8,53882.43374829,3549
2019-08-29,Property,2019,8,266539.594203638,36315
2019-08-29,Services,2019,8,19696.994326374,2724
2019-08-30,Auto,2019,8,249814.861467558,32326
2019-08-30,Generalist,2019,8,282192.484698394,32703
2019-08-30,Jobs,2019,8,45200.252299452,3300
2019-08-30,Property,2019,8,303041.941651694,51030
2019-08-30,Services,2019,8,21838.895234148,2859
2019-08-31,Auto,2019,8,227374.117732594,29934
2019-08-31,Generalist,2019,8,277780.868721992,31855
2019-08-31,Jobs,2019,8,27681.572169084,2570
2019-08-31,Property,2019,8,264537.082815214,41848
2019-08-31,Services,2019,8,23549.233193114,2888
2019-09-01,Auto,2019,9,243777.460841008,31264
2019-09-01,Generalist,2019,9,299258.61181518,32949
2019-09-01,Jobs,2019,9,29970.611120682,2717
2019-09-01,Property,2019,9,239241.884950346,33514
2019-09-01,Services,2019,9,13447.563117998,1959
2019-09-02,Auto,2019,9,276748.348494286,35156
2019-09-02,Generalist,2019,9,312344.624361772,34888
2019-09-02,Jobs,2019,9,49399.88556057,3401
2019-09-02,Property,2019,9,262526.261238488,32224
2019-09-02,Services,2019,9,14035.84621664,2154
2019-09-03,Auto,2019,9,278459.18879439,35993
2019-09-03,Generalist,2019,9,281759.103720892,34132
2019-09-03,Jobs,2019,9,79054.513776216,4111
2019-09-03,Property,2019,9,287838.617741008,35614
2019-09-03,Services,2019,9,17047.586037142,2443
2019-09-04,Auto,2019,9,275960.70942667,35917
2019-09-04,Generalist,2019,9,281479.526337818,33622
2019-09-04,Jobs,2019,9,78018.383785284,3897
2019-09-04,Property,2019,9,289372.711829634,35529
2019-09-04,Services,2019,9,16624.719528466,2433
2019-09-05,Auto,2019,9,283128.650876372,35540
2019-09-05,Generalist,2019,9,281189.665950722,33422
2019-09-05,Jobs,2019,9,73330.079287308,3865
2019-09-05,Property,2019,9,278229.742541468,35156
2019-09-05,Services,2019,9,18349.323807526,2522
2019-09-06,Auto,2019,9,268085.999683266,34511
2019-09-06,Generalist,2019,9,278691.930973746,33058
2019-09-06,Jobs,2019,9,59665.655754414,3637
2019-09-06,Property,2019,9,245153.51520865,32270
2019-09-06,Services,2019,9,16486.264466364,2357
2019-09-07,Auto,2019,9,262301.296212008,33890
2019-09-07,Generalist,2019,9,282588.98258675,32795
2019-09-07,Jobs,2019,9,37102.271802948,2917
2019-09-07,Property,2019,9,215345.934685722,29157
2019-09-07,Services,2019,9,13938.755204872,2016
2019-09-08,Auto,2019,9,247925.218308464,32072
2019-09-08,Generalist,2019,9,279492.144588226,31903
2019-09-08,Jobs,2019,9,32689.533791922,2737
2019-09-08,Property,2019,9,208167.00295979,28277
2019-09-08,Services,2019,9,13158.102300304,1910
2019-09-09,Auto,2019,9,262206.079218742,33745
2019-09-09,Generalist,2019,9,280764.475444164,33224
2019-09-09,Jobs,2019,9,47052.059091756,3216
2019-09-09,Property,2019,9,227616.699492194,30317
2019-09-09,Services,2019,9,13613.643641484,2049
2019-09-10,Auto,2019,9,269307.433975084,34933
2019-09-10,Generalist,2019,9,260147.8497123,31568
2019-09-10,Jobs,2019,9,75159.840760656,3878
2019-09-10,Property,2019,9,269251.19682364,34397
2019-09-10,Services,2019,9,16792.894391332,2460
2019-09-11,Auto,2019,9,268341.392045578,34457
2019-09-11,Generalist,2019,9,257611.39041079,31189
2019-09-11,Jobs,2019,9,72099.215645598,3791
2019-09-11,Property,2019,9,248695.23255908,32866
2019-09-11,Services,2019,9,17850.697122446,2586
2019-09-12,Auto,2019,9,272377.509214848,34829
2019-09-12,Generalist,2019,9,265486.643259778,31765
2019-09-12,Jobs,2019,9,68208.216849864,3758
2019-09-12,Property,2019,9,252699.672004776,34162
2019-09-12,Services,2019,9,16851.728155198,2457
2019-09-13,Auto,2019,9,250310.300114538,32448
2019-09-13,Generalist,2019,9,246362.084038252,30357
2019-09-13,Jobs,2019,9,52607.479468668,3375
2019-09-13,Property,2019,9,205041.86538032,28661
2019-09-13,Services,2019,9,16177.996694786,2371
2019-09-14,Auto,2019,9,247410.397062718,32217
2019-09-14,Generalist,2019,9,242576.28934171,29434
2019-09-14,Jobs,2019,9,35191.677493428,2876
2019-09-14,Property,2019,9,185651.7682514,26203
2019-09-14,Services,2019,9,15688.052945374,2260
2019-09-15,Auto,2019,9,245867.738202272,30966
2019-09-15,Generalist,2019,9,251489.336305964,29872
2019-09-15,Jobs,2019,9,34276.796756754,2757
2019-09-15,Property,2019,9,193055.633827462,26944
2019-09-15,Services,2019,9,12893.104397682,1854
2019-09-16,Auto,2019,9,265621.30890642,33417
2019-09-16,Generalist,2019,9,267214.103359662,31764
2019-09-16,Jobs,2019,9,43627.686213924,3134
2019-09-16,Property,2019,9,220963.056011742,29871
2019-09-16,Services,2019,9,11189.441944462,1781
2019-09-17,Auto,2019,9,278367.083851444,35429
2019-09-17,Generalist,2019,9,256345.904280864,31597
2019-09-17,Jobs,2019,9,74502.155411802,3982
2019-09-17,Property,2019,9,277766.028619366,35260
2019-09-17,Services,2019,9,17378.876138896,2641
2019-09-18,Auto,2019,9,275917.674734814,35684
2019-09-18,Generalist,2019,9,254791.720604304,31259
2019-09-18,Jobs,2019,9,69347.224995924,3816
2019-09-18,Property,2019,9,262612.789306146,34373
2019-09-18,Services,2019,9,14265.13147706,2163
2019-09-19,Auto,2019,9,266086.702733476,34587
2019-09-19,Generalist,2019,9,260670.236709374,32116
2019-09-19,Jobs,2019,9,67021.443846066,3790
2019-09-19,Property,2019,9,257510.613486624,33942
2019-09-19,Services,2019,9,14594.41514288,2162
2019-09-20,Auto,2019,9,260640.235510364,33685
2019-09-20,Generalist,2019,9,250763.221448446,30979
2019-09-20,Jobs,2019,9,57244.34488908,3566
2019-09-20,Property,2019,9,238261.758796136,32084
2019-09-20,Services,2019,9,14659.019116326,2223
2019-09-21,Auto,2019,9,259491.050244132,33533
2019-09-21,Generalist,2019,9,258510.850660278,30965
2019-09-21,Jobs,2019,9,38373.551862744,2940
2019-09-21,Property,2019,9,214232.877205316,29118
2019-09-21,Services,2019,9,12484.736324918,1969
2019-09-22,Auto,2019,9,247879.64971005,31992
2019-09-22,Generalist,2019,9,251315.752571016,30823
2019-09-22,Jobs,2019,9,38546.240194566,2960
2019-09-22,Property,2019,9,217508.643894542,29430
2019-09-22,Services,2019,9,12246.615056566,1880
2019-09-23,Auto,2019,9,287611.60686678,36269
2019-09-23,Generalist,2019,9,259644.45903038,32022
2019-09-23,Jobs,2019,9,70761.799628934,3885
2019-09-23,Property,2019,9,279198.870257112,34950
2019-09-23,Services,2019,9,16054.06034902,2426
2019-09-24,Auto,2019,9,284125.445887702,35886
2019-09-24,Generalist,2019,9,261226.408550674,32011
2019-09-24,Jobs,2019,9,68200.868410212,3863
2019-09-24,Property,2019,9,277522.41198067,35652
2019-09-24,Services,2019,9,15792.06709171,2408
2019-09-25,Auto,2019,9,276760.467837134,35104
2019-09-25,Generalist,2019,9,271353.08230123,32385
2019-09-25,Jobs,2019,9,64372.33135152,3709
2019-09-25,Property,2019,9,255339.025883118,33180
2019-09-25,Services,2019,9,14520.78192873,2249
2019-09-26,Auto,2019,9,271284.107687874,34790
2019-09-26,Generalist,2019,9,263871.82611461,31858
2019-09-26,Jobs,2019,9,60014.706637884,3719
2019-09-26,Property,2019,9,250218.11216141,33185
2019-09-26,Services,2019,9,15196.16606226,2305
2019-09-27,Auto,2019,9,254285.15306908,33511
2019-09-27,Generalist,2019,9,267104.74475294,32167
2019-09-27,Jobs,2019,9,51538.281499302,3516
2019-09-27,Property,2019,9,224993.577734784,30153
2019-09-27,Services,2019,9,13311.733607924,2039
2019-09-28,Auto,2019,9,240443.809136308,32221
2019-09-28,Generalist,2019,9,269078.478589604,31716
2019-09-28,Jobs,2019,9,34985.921183172,2878
2019-09-28,Property,2019,9,191985.59500101,26591
2019-09-28,Services,2019,9,12421.566985328,1919
2019-09-29,Auto,2019,9,250769.214847424,31903
2019-09-29,Generalist,2019,9,280457.603194194,33142
2019-09-29,Jobs,2019,9,35937.544118106,2982
2019-09-29,Property,2019,9,212003.9576139,28469
2019-09-29,Services,2019,9,11799.908731272,1876
2019-09-30,Auto,2019,9,280445.917054958,35385
2019-09-30,Generalist,2019,9,290752.031161846,33803
2019-09-30,Jobs,2019,9,69038.59053054,3881
2019-09-30,Property,2019,9,262345.363501972,33628
2019-09-30,Services,2019,9,14632.19578729,2218
2019-10-01,Auto,2019,10,268699.99517674,34669
2019-10-01,Generalist,2019,10,289852.553380658,34173
2019-10-01,Jobs,2019,10,69325.179676968,3828
2019-10-01,Property,2019,10,260719.830458534,33789
2019-10-01,Services,2019,10,15639.990188842,2290
2019-10-02,Auto,2019,10,278687.111493916,35651
2019-10-02,Generalist,2019,10,279506.235873886,32905
2019-10-02,Jobs,2019,10,66282.92566104,3807
2019-10-02,Property,2019,10,261820.003823886,33698
2019-10-02,Services,2019,10,15059.499582466,2287
2019-10-03,Auto,2019,10,280028.285636426,35925
2019-10-03,Generalist,2019,10,281052.169082298,33374
2019-10-03,Jobs,2019,10,63868.963235358,3692
2019-10-03,Property,2019,10,266861.952319594,34507
2019-10-03,Services,2019,10,14868.51936373,2252
2019-10-04,Auto,2019,10,268956.302754512,35292
2019-10-04,Generalist,2019,10,289392.801100114,33551
2019-10-04,Jobs,2019,10,51567.67525791,3476
2019-10-04,Property,2019,10,238788.036954318,32745
2019-10-04,Services,2019,10,14309.606697756,2123
2019-10-05,Auto,2019,10,257132.411819568,33453
2019-10-05,Generalist,2019,10,274468.65355894,32061
2019-10-05,Jobs,2019,10,34306.190515362,2866
2019-10-05,Property,2019,10,206192.895958304,28906
2019-10-05,Services,2019,10,13092.720952424,1949
2019-10-06,Auto,2019,10,255784.701296894,32498
2019-10-06,Generalist,2019,10,268180.065022688,30992
2019-10-06,Jobs,2019,10,33472.14261486,2811
2019-10-06,Property,2019,10,212489.533105708,29069
2019-10-06,Services,2019,10,13030.566294946,1925
2019-10-07,Auto,2019,10,285899.435990404,36454
2019-10-07,Generalist,2019,10,280342.051539018,33057
2019-10-07,Jobs,2019,10,61646.060240628,3676
2019-10-07,Property,2019,10,257715.255340382,33190
2019-10-07,Services,2019,10,17413.358195092,2586
2019-10-08,Auto,2019,10,284303.09272965,36737
2019-10-08,Generalist,2019,10,293092.45831621,33398
2019-10-08,Jobs,2019,10,68002.460539608,3814
2019-10-08,Property,2019,10,270643.922659338,34816
2019-10-08,Services,2019,10,15111.08733898,2305
2019-10-09,Auto,2019,10,251991.40380272,33147
2019-10-09,Generalist,2019,10,252875.518209006,31009
2019-10-09,Jobs,2019,10,55612.991286336,3619
2019-10-09,Property,2019,10,225369.902449074,30468
2019-10-09,Services,2019,10,14222.685259462,2211
2019-10-10,Auto,2019,10,228167.431472986,30965
2019-10-10,Generalist,2019,10,233847.67464608,28991
2019-10-10,Jobs,2019,10,47709.74444061,3413
2019-10-10,Property,2019,10,192719.76420802,26956
2019-10-10,Services,2019,10,11981.2397749,1840
2019-10-11,Auto,2019,10,261596.032383914,34649
2019-10-11,Generalist,2019,10,256581.648837592,30858
2019-10-11,Jobs,2019,10,47654.63114322,3429
2019-10-11,Property,2019,10,219909.96959477,30345
2019-10-11,Services,2019,10,12216.994659768,1862
2019-10-12,Auto,2019,10,261646.145842602,33959
2019-10-12,Generalist,2019,10,248524.951655398,29393
2019-10-12,Jobs,2019,10,30903.862956486,2746
2019-10-12,Property,2019,10,193461.913110816,26326
2019-10-12,Services,2019,10,11226.117782986,1656
2019-10-13,Auto,2019,10,256359.652134656,32815
2019-10-13,Generalist,2019,10,251838.384588238,30141
2019-10-13,Jobs,2019,10,30903.862956486,2677
2019-10-13,Property,2019,10,199579.520909132,27172
2019-10-13,Services,2019,10,12269.661223304,1804
2019-10-14,Auto,2019,10,285911.408968082,36689
2019-10-14,Generalist,2019,10,256968.38843564,30507
2019-10-14,Jobs,2019,10,61899.581408622,3688
2019-10-14,Property,2019,10,264830.272594714,34084
2019-10-14,Services,2019,10,16012.391603156,2396
2019-10-15,Auto,2019,10,288253.847163144,37200
2019-10-15,Generalist,2019,10,277770.964237124,32182
2019-10-15,Jobs,2019,10,60128.60745249,3639
2019-10-15,Property,2019,10,266874.317541712,34528
2019-10-15,Services,2019,10,15651.053868756,2354
2019-10-16,Auto,2019,10,302613.331896538,37690
2019-10-16,Generalist,2019,10,290355.984075368,33024
2019-10-16,Jobs,2019,10,59555.429159634,3628
2019-10-16,Property,2019,10,261977.528952682,34042
2019-10-16,Services,2019,10,14301.834829732,2216
2019-10-17,Auto,2019,10,294695.350870138,37289
2019-10-17,Generalist,2019,10,278515.2460429,32145
2019-10-17,Jobs,2019,10,54874.47310131,3634
2019-10-17,Property,2019,10,255822.440981944,33774
2019-10-17,Services,2019,10,15710.843062074,2407
2019-10-18,Auto,2019,10,279377.633666112,36244
2019-10-18,Generalist,2019,10,276150.158766588,31750
2019-10-18,Jobs,2019,10,43859.162062962,3249
2019-10-18,Property,2019,10,222447.04550665,30371
2019-10-18,Services,2019,10,14890.060834536,2283
2019-10-19,Auto,2019,10,277659.974434676,35577
2019-10-19,Generalist,2019,10,274634.849580374,31813
2019-10-19,Jobs,2019,10,30356.404202412,2722
2019-10-19,Property,2019,10,207874.303279642,29229
2019-10-19,Services,2019,10,12154.718905026,1796
2019-10-20,Auto,2019,10,276289.681069688,34423
2019-10-20,Generalist,2019,10,275736.251208812,32098
2019-10-20,Jobs,2019,10,31311.701357172,2724
2019-10-20,Property,2019,10,218274.286841232,30846
2019-10-20,Services,2019,10,12178.316825592,1815
2019-10-21,Auto,2019,10,309644.347431886,39146
2019-10-21,Generalist,2019,10,280095.6771279,33407
2019-10-21,Jobs,2019,10,59911.828482756,3662
2019-10-21,Property,2019,10,274967.503013882,35364
2019-10-21,Services,2019,10,16192.776100884,2410
2019-10-22,Auto,2019,10,294876.437333792,37555
2019-10-22,Generalist,2019,10,270808.61261648,32831
2019-10-22,Jobs,2019,10,54903.866859918,3532
2019-10-22,Property,2019,10,263175.85266529,34213
2019-10-22,Services,2019,10,15940.405474256,2324
2019-10-23,Auto,2019,10,283560.643751014,36641
2019-10-23,Generalist,2019,10,265459.145826356,32040
2019-10-23,Jobs,2019,10,52166.573089548,3536
2019-10-23,Property,2019,10,254534.310078434,33011
2019-10-23,Services,2019,10,14706.4372994,2289
2019-10-24,Auto,2019,10,285718.320185848,36358
2019-10-24,Generalist,2019,10,262699.718170904,31426
2019-10-24,Jobs,2019,10,57799.152082806,4354
2019-10-24,Property,2019,10,245243.250328874,32592
2019-10-24,Services,2019,10,16082.48019568,2419
2019-10-25,Auto,2019,10,263458.964295302,34741
2019-10-25,Generalist,2019,10,272374.6356499,31153
2019-10-25,Jobs,2019,10,37928.971263798,3057
2019-10-25,Property,2019,10,214177.43818821,29383
2019-10-25,Services,2019,10,16652.158627362,2384
2019-10-26,Auto,2019,10,251096.231864088,33803
2019-10-26,Generalist,2019,10,267863.234227348,29984
2019-10-26,Jobs,2019,10,26803.43363067,2502
2019-10-26,Property,2019,10,177070.135206416,24726
2019-10-26,Services,2019,10,17186.940371198,2306
2019-10-27,Auto,2019,10,235220.729169562,31351
2019-10-27,Generalist,2019,10,259186.77968284,29087
2019-10-27,Jobs,2019,10,22908.76061511,2344
2019-10-27,Property,2019,10,176201.580940078,24230
2019-10-27,Services,2019,10,12581.166356212,1839
2019-10-28,Auto,2019,10,267039.023562298,34691
2019-10-28,Generalist,2019,10,283915.087018712,31284
2019-10-28,Jobs,2019,10,31910.59918881,2673
2019-10-28,Property,2019,10,223850.244711258,31659
2019-10-28,Services,2019,10,12657.546165144,1886
2019-10-29,Auto,2019,10,284321.498130802,36853
2019-10-29,Generalist,2019,10,268926.897416872,31426
2019-10-29,Jobs,2019,10,53184.33198135,3437
2019-10-29,Property,2019,10,320767.739892724,47668
2019-10-29,Services,2019,10,14569.887317184,2170
2019-10-30,Auto,2019,10,289411.814654194,37467
2019-10-30,Generalist,2019,10,288392.249443802,33142
2019-10-30,Jobs,2019,10,58824.25941426,3527
2019-10-30,Property,2019,10,321704.29609025,47051
2019-10-30,Services,2019,10,15209.339889554,2309
2019-10-31,Auto,2019,10,287721.265188428,37587
2019-10-31,Generalist,2019,10,283357.362928436,32065
2019-10-31,Jobs,2019,10,55297.0083813,3499
2019-10-31,Property,2019,10,317753.36074381,48682
2019-10-31,Services,2019,10,14367.357034278,2071
2019-11-01,Auto,2019,11,278888.378657118,36169
2019-11-01,Generalist,2019,11,288537.332289048,31921
2019-11-01,Jobs,2019,11,47066.75597106,3288
2019-11-01,Property,2019,11,298782.70074098,43489
2019-11-01,Services,2019,11,13205.86971705,2014
2019-11-02,Auto,2019,11,264653.057838512,34560
2019-11-02,Generalist,2019,11,293399.820739474,31658
2019-11-02,Jobs,2019,11,31925.296068114,2711
2019-11-02,Property,2019,11,290631.261434516,47666
2019-11-02,Services,2019,11,11985.110596038,1847
2019-11-03,Auto,2019,11,270019.536266762,33931
2019-11-03,Generalist,2019,11,285810.283427702,30413
2019-11-03,Jobs,2019,11,33273.734744256,2862
2019-11-03,Property,2019,11,272913.908571858,40991
2019-11-03,Services,2019,11,10671.33145981,1668
2019-11-04,Auto,2019,11,295157.016905834,37702
2019-11-04,Generalist,2019,11,297554.607030812,33706
2019-11-04,Jobs,2019,11,65228.424570978,3715
2019-11-04,Property,2019,11,334628.362172026,43659
2019-11-04,Services,2019,11,15500.475801356,2366
2019-11-05,Auto,2019,11,298272.203233854,37730
2019-11-05,Generalist,2019,11,284657.252995904,31939
2019-11-05,Jobs,2019,11,61973.065805142,3699
2019-11-05,Property,2019,11,340912.08491534,47023
2019-11-05,Services,2019,11,15105.871100484,2220
2019-11-06,Auto,2019,11,294755.950577492,37834
2019-11-06,Generalist,2019,11,293136.24287136,33034
2019-11-06,Jobs,2019,11,60077.168374926,3744
2019-11-06,Property,2019,11,344497.383258254,50905
2019-11-06,Services,2019,11,14750.999095618,2253
2019-11-07,Auto,2019,11,281182.603965146,36632
2019-11-07,Generalist,2019,11,282621.81925324,32009
2019-11-07,Jobs,2019,11,56289.04773432,3534
2019-11-07,Property,2019,11,277194.352184128,38500
2019-11-07,Services,2019,11,16148.458918176,2510
2019-11-08,Auto,2019,11,274464.831172228,35511
2019-11-08,Generalist,2019,11,279597.587617922,30882
2019-11-08,Jobs,2019,11,44421.31769634,3207
2019-11-08,Property,2019,11,243033.612101394,32487
2019-11-08,Services,2019,11,13717.775750862,2107
2019-11-09,Auto,2019,11,263788.092862008,33816
2019-11-09,Generalist,2019,11,264156.222676226,29336
2019-11-09,Jobs,2019,11,29533.378961388,2609
2019-11-09,Property,2019,11,220201.779906612,29660
2019-11-09,Services,2019,11,12637.870468924,1898
2019-11-10,Auto,2019,11,263402.828869662,33312
2019-11-10,Generalist,2019,11,276368.315376432,30546
2019-11-10,Jobs,2019,11,30812.007460836,2754
2019-11-10,Property,2019,11,232244.487967792,30490
2019-11-10,Services,2019,11,11034.088093742,1715
2019-11-11,Auto,2019,11,282517.021794468,35994
2019-11-11,Generalist,2019,11,272611.826138762,31124
2019-11-11,Jobs,2019,11,60308.644223964,3711
2019-11-11,Property,2019,11,278466.3199102,35258
2019-11-11,Services,2019,11,13107.036841418,1990
2019-11-12,Auto,2019,11,271855.321548576,35413
2019-11-12,Generalist,2019,11,256721.803674588,30031
2019-11-12,Jobs,2019,11,57685.2512682,3627
2019-11-12,Property,2019,11,263089.974643716,34094
2019-11-12,Services,2019,11,14672.378007302,2213
2019-11-13,Auto,2019,11,273738.09096412,36812
2019-11-13,Generalist,2019,11,242721.206191376,29641
2019-11-13,Jobs,2019,11,52401.723158412,3606
2019-11-13,Property,2019,11,246221.193504642,32174
2019-11-13,Services,2019,11,13094.08008813,1973
2019-11-14,Auto,2019,11,248615.026968654,33001
2019-11-14,Generalist,2019,11,214146.2659672,27700
2019-11-14,Jobs,2019,11,43917.949580178,3320
2019-11-14,Property,2019,11,208472.476306654,29188
2019-11-14,Services,2019,11,10176.405902548,1660
2019-11-15,Auto,2019,11,246096.5029347,37881
2019-11-15,Generalist,2019,11,201235.698742984,26873
2019-11-15,Jobs,2019,11,34460.507748054,2917
2019-11-15,Property,2019,11,175969.34741896,25204
2019-11-15,Services,2019,11,8176.713985164,1342
2019-11-16,Auto,2019,11,223450.695467434,32992
2019-11-16,Generalist,2019,11,192008.08651241,25393
2019-11-16,Jobs,2019,11,22262.097925734,2352
2019-11-16,Property,2019,11,149190.903935234,21630
2019-11-16,Services,2019,11,6854.682772974,1064
2019-11-17,Auto,2019,11,245870.218352754,32037
2019-11-17,Generalist,2019,11,242234.63438253,28395
2019-11-17,Jobs,2019,11,31627.684262208,2680
2019-11-17,Property,2019,11,189685.0749809,25883
2019-11-17,Services,2019,11,8307.424416188,1317
2019-11-18,Auto,2019,11,297266.74195092,38009
2019-11-18,Generalist,2019,11,262308.620346128,31037
2019-11-18,Jobs,2019,11,66892.846152156,3822
2019-11-18,Property,2019,11,279116.977887102,35675
2019-11-18,Services,2019,11,13246.167514344,2081
