date,channel_grouping,year,month,sumOfLeads,ad_id
2020-06-24,(Other),2020,6,26224.926261698,5229
2020-06-24,Direct,2020,6,110099.840927822,18761
2020-06-24,Display,2020,6,6372.967200708,1047
2020-06-24,Email,2020,6,303.474610824,49
2020-06-24,Organic Search,2020,6,266772.62770019,42832
2020-06-24,Paid Search,2020,6,55376.693574734,9384
2020-06-24,Referral,2020,6,30243.816494734,4533
2020-06-24,Social,2020,6,3995.982851656,766
2020-06-25,,2020,6,528986.63360907,68135
2020-06-25,(Other),2020,6,23368.219611218,4697
2020-06-25,Direct,2020,6,99719.444249712,17491
2020-06-25,Display,2020,6,5721.124200788,964
2020-06-25,Email,2020,6,1524.794090222,298
2020-06-25,Organic Search,2020,6,251887.132807112,40842
2020-06-25,Paid Search,2020,6,55507.923074772,9175
2020-06-25,Referral,2020,6,28708.818181484,4271
2020-06-25,Social,2020,6,3212.777633248,641
2020-06-26,,2020,6,508324.275336924,67290
2020-06-26,(Other),2020,6,20296.54436442,4061
2020-06-26,Direct,2020,6,96633.681313232,17200
2020-06-26,Display,2020,6,6555.75163846,882
2020-06-26,Email,2020,6,654.862902168,129
2020-06-26,Organic Search,2020,6,233553.471234756,38481
2020-06-26,Paid Search,2020,6,52348.073542666,8814
2020-06-26,Referral,2020,6,24830.624772664,3903
2020-06-26,Social,2020,6,3177.011776272,588
2020-06-27,,2020,6,520570.800689696,67875
2020-06-27,(Other),2020,6,18024.067100268,3560
2020-06-27,Direct,2020,6,91921.09422915,16310
2020-06-27,Display,2020,6,5762.778184708,816
2020-06-27,Email,2020,6,550.272287354,99
2020-06-27,Organic Search,2020,6,207087.87471145,34894
2020-06-27,Paid Search,2020,6,50906.984208938,8238
2020-06-27,Referral,2020,6,18417.073778932,2995
2020-06-27,Social,2020,6,2919.587074574,579
2020-06-28,,2020,6,521155.661297444,68052
2020-06-28,(Other),2020,6,17954.851120146,3535
2020-06-28,Direct,2020,6,90522.644409678,16204
2020-06-28,Display,2020,6,6403.039025762,944
2020-06-28,Email,2020,6,298.059440584,55
2020-06-28,Organic Search,2020,6,212749.067297668,35453
2020-06-28,Paid Search,2020,6,55388.1937511,8514
2020-06-28,Referral,2020,6,19669.557150578,3245
2020-06-28,Social,2020,6,2795.82341295,551
2020-06-29,,2020,6,555043.04753189,70331
2020-06-29,(Other),2020,6,25340.938016252,5019
2020-06-29,Direct,2020,6,106383.727700766,18881
2020-06-29,Display,2020,6,5851.999811304,995
2020-06-29,Email,2020,6,562.46059596,101
2020-06-29,Organic Search,2020,6,271580.786559646,43306
2020-06-29,Paid Search,2020,6,60740.674587458,9888
2020-06-29,Referral,2020,6,28132.415789506,4288
2020-06-29,Social,2020,6,3382.397108598,660
2020-06-30,,2020,6,529548.226651478,68664
2020-06-30,(Other),2020,6,24027.63107743,4840
2020-06-30,Direct,2020,6,107041.687360668,18252
2020-06-30,Display,2020,6,5790.50105534,1035
2020-06-30,Email,2020,6,540.197082766,102
2020-06-30,Organic Search,2020,6,262504.337961866,42102
2020-06-30,Paid Search,2020,6,58798.276172254,9695
2020-06-30,Referral,2020,6,29052.520921446,4382
2020-06-30,Social,2020,6,2981.717034222,599
2020-07-01,,2020,7,32786,13142
2020-07-01,(Other),2020,7,104368.210962642,22122
2020-07-01,Direct,2020,7,374216.057480603,61180
2020-07-01,Display,2020,7,5002.701626477,996
2020-07-01,Email,2020,7,593.547445396,141
2020-07-01,Organic Search,2020,7,250334.493234255,41461
2020-07-01,Paid Search,2020,7,90565.007302373,17001
2020-07-01,Referral,2020,7,28721.20972124,4461
2020-07-01,Social,2020,7,3026.350092707,644
2020-07-02,,2020,7,94134,34333
2020-07-02,(Other),2020,7,114629.031786748,23902
2020-07-02,Direct,2020,7,361560.354273221,60262
2020-07-02,Display,2020,7,5732.043040241,1023
2020-07-02,Email,2020,7,657.199034677,143
2020-07-02,Organic Search,2020,7,255817.330836549,42360
2020-07-02,Paid Search,2020,7,87200.746065618,16639
2020-07-02,Referral,2020,7,27202.530566957,4371
2020-07-02,Social,2020,7,2941.093342078,595
2020-07-03,,2020,7,84810,30964
2020-07-03,(Other),2020,7,115042.14010914,24334
2020-07-03,Direct,2020,7,352578.373175395,59183
2020-07-03,Display,2020,7,4908.514209128,951
2020-07-03,Email,2020,7,497.857448744,113
2020-07-03,Organic Search,2020,7,235917.509613203,39734
2020-07-03,Paid Search,2020,7,83819.176351804,15891
2020-07-03,Referral,2020,7,23982.964363752,3974
2020-07-03,Social,2020,7,2785.407489536,602
2020-07-04,,2020,7,81966,29970
2020-07-04,(Other),2020,7,117886.262603803,24869
2020-07-04,Direct,2020,7,343570.829414394,58475
2020-07-04,Display,2020,7,4368.824557847,865
2020-07-04,Email,2020,7,482.940696097,107
2020-07-04,Organic Search,2020,7,205331.681182117,35565
2020-07-04,Paid Search,2020,7,79020.829743782,15070
2020-07-04,Referral,2020,7,18096.231979678,3203
2020-07-04,Social,2020,7,2900.166676846,579
2020-07-05,,2020,7,85946,31199
2020-07-05,(Other),2020,7,119567.045470877,25141
2020-07-05,Direct,2020,7,347645.637352747,59624
2020-07-05,Display,2020,7,4746.094293597,974
2020-07-05,Email,2020,7,553.942944926,133
2020-07-05,Organic Search,2020,7,211361.5359931,36164
2020-07-05,Paid Search,2020,7,86410.403648248,16191
2020-07-05,Referral,2020,7,20144.609134174,3527
2020-07-05,Social,2020,7,3420.23264664,685
2020-07-06,,2020,7,82254,30461
2020-07-06,(Other),2020,7,127775.598239667,26687
2020-07-06,Direct,2020,7,371487.666476723,61718
2020-07-06,Display,2020,7,5493.045204979,1114
2020-07-06,Email,2020,7,616.09555132,125
2020-07-06,Organic Search,2020,7,266347.096863668,44040
2020-07-06,Paid Search,2020,7,86927.467234292,16797
2020-07-06,Referral,2020,7,26893.071803403,4237
2020-07-06,Social,2020,7,2905.505165304,608
2020-07-07,,2020,7,80418,29960
2020-07-07,(Other),2020,7,131513.791057529,27396
2020-07-07,Direct,2020,7,360653.955268498,60228
2020-07-07,Display,2020,7,4354.938766073,929
2020-07-07,Email,2020,7,269.416363949,58
2020-07-07,Organic Search,2020,7,260460.284852274,43142
2020-07-07,Paid Search,2020,7,73211.358622365,14764
2020-07-07,Referral,2020,7,29422.512427356,4783
2020-07-07,Social,2020,7,3266.715257596,669
2020-07-08,,2020,7,80320,29817
2020-07-08,(Other),2020,7,133947.587888754,27798
2020-07-08,Direct,2020,7,354983.175922239,59506
2020-07-08,Display,2020,7,4555.682062285,883
2020-07-08,Email,2020,7,412.985236894,95
2020-07-08,Organic Search,2020,7,263660.737569053,43938
2020-07-08,Paid Search,2020,7,74472.504684533,14806
2020-07-08,Referral,2020,7,29115.882610693,4569
2020-07-08,Social,2020,7,2907.147028085,644
2020-07-09,,2020,7,78636,29040
2020-07-09,(Other),2020,7,136164.822953075,28005
2020-07-09,Direct,2020,7,348731.126526195,58097
2020-07-09,Display,2020,7,4236.711831747,855
2020-07-09,Email,2020,7,307.425826766,78
2020-07-09,Organic Search,2020,7,261100.610243643,42872
2020-07-09,Paid Search,2020,7,74292.961058791,14573
2020-07-09,Referral,2020,7,29307.670181403,4805
2020-07-09,Social,2020,7,2718.871277168,562
2020-07-10,,2020,7,71144,26927
2020-07-10,(Other),2020,7,132758.469442464,27792
2020-07-10,Direct,2020,7,324182.820280685,55337
2020-07-10,Display,2020,7,4641.579388064,909
2020-07-10,Email,2020,7,318.359787986,70
2020-07-10,Organic Search,2020,7,241790.285944655,40778
2020-07-10,Paid Search,2020,7,71374.558441808,14467
2020-07-10,Referral,2020,7,25188.993295332,4325
2020-07-10,Social,2020,7,2842.033445373,591
2020-07-11,,2020,7,75822,28086
2020-07-11,(Other),2020,7,138391.390846537,28969
2020-07-11,Direct,2020,7,321600.015840854,55376
2020-07-11,Display,2020,7,4430.91840761,693
2020-07-11,Email,2020,7,334.103074502,80
2020-07-11,Organic Search,2020,7,209715.380906873,36747
2020-07-11,Paid Search,2020,7,69945.117972534,14148
2020-07-11,Referral,2020,7,18712.171531646,3372
2020-07-11,Social,2020,7,2618.073350511,555
2020-07-12,,2020,7,77140,28861
2020-07-12,(Other),2020,7,142037.455764848,29531
2020-07-12,Direct,2020,7,330938.12781692,56379
2020-07-12,Display,2020,7,4121.092830777,668
2020-07-12,Email,2020,7,291.298125131,66
2020-07-12,Organic Search,2020,7,215774.943859644,37181
2020-07-12,Paid Search,2020,7,75703.008161221,14894
2020-07-12,Referral,2020,7,18613.470474279,3328
2020-07-12,Social,2020,7,2800.054153767,568
2020-07-13,,2020,7,80464,29937
2020-07-13,(Other),2020,7,149386.439400144,30618
2020-07-13,Direct,2020,7,345640.321833387,58971
2020-07-13,Display,2020,7,4052.14738295,810
2020-07-13,Email,2020,7,247.130612643,66
2020-07-13,Organic Search,2020,7,270688.128819723,44411
2020-07-13,Paid Search,2020,7,77352.553216274,15438
2020-07-13,Referral,2020,7,27489.494683459,4663
2020-07-13,Social,2020,7,2754.791697327,543
2020-07-14,,2020,7,72614,27752
2020-07-14,(Other),2020,7,142225.712883138,29644
2020-07-14,Direct,2020,7,335970.154363131,56992
2020-07-14,Display,2020,7,9422.639706131,928
2020-07-14,Email,2020,7,2254.995490838,510
2020-07-14,Organic Search,2020,7,262525.377885934,43168
2020-07-14,Paid Search,2020,7,75618.329194725,15129
2020-07-14,Referral,2020,7,27656.791840603,4449
2020-07-14,Social,2020,7,2592.60050483,581
2020-07-15,,2020,7,71778,27382
2020-07-15,(Other),2020,7,141681.4609496,29489
2020-07-15,Direct,2020,7,331396.6664663,56680
2020-07-15,Display,2020,7,6772.632350684,983
2020-07-15,Email,2020,7,904.53395836,205
2020-07-15,Organic Search,2020,7,256289.832270933,42916
2020-07-15,Paid Search,2020,7,71838.108269804,14685
2020-07-15,Referral,2020,7,28420.891271998,4553
2020-07-15,Social,2020,7,2637.88391709,600
2020-07-16,,2020,7,73454,28075
2020-07-16,(Other),2020,7,141592.021637344,29458
2020-07-16,Direct,2020,7,327811.946608051,55011
2020-07-16,Display,2020,7,3014.314518701,644
2020-07-16,Email,2020,7,712.725386732,175
2020-07-16,Organic Search,2020,7,254753.562869906,42299
2020-07-16,Paid Search,2020,7,76145.13438693,15252
2020-07-16,Referral,2020,7,29080.837521668,4827
2020-07-16,Social,2020,7,2405.717685589,501
2020-07-17,,2020,7,70362,26474
2020-07-17,(Other),2020,7,136659.476632407,28514
2020-07-17,Direct,2020,7,318534.901042439,54362
2020-07-17,Display,2020,7,2371.553505976,513
2020-07-17,Email,2020,7,756.518918417,172
2020-07-17,Organic Search,2020,7,231698.691855718,39517
2020-07-17,Paid Search,2020,7,68066.650481932,14064
2020-07-17,Referral,2020,7,27301.695180416,4732
2020-07-17,Social,2020,7,2202.27197205,436
2020-07-18,,2020,7,71230,27237
2020-07-18,(Other),2020,7,140342.517082031,29520
2020-07-18,Direct,2020,7,313529.416642243,54484
2020-07-18,Display,2020,7,2293.250655954,501
2020-07-18,Email,2020,7,665.480032624,149
2020-07-18,Organic Search,2020,7,215948.399973615,37308
2020-07-18,Paid Search,2020,7,67913.474495891,13983
2020-07-18,Referral,2020,7,22683.68710155,4021
2020-07-18,Social,2020,7,1927.92559962,401
2020-07-19,,2020,7,72018,27630
2020-07-19,(Other),2020,7,134416.835085263,28780
2020-07-19,Direct,2020,7,312744.651254964,54236
2020-07-19,Display,2020,7,1876.958993446,417
2020-07-19,Email,2020,7,619.012394082,147
2020-07-19,Organic Search,2020,7,210685.5453093,36529
2020-07-19,Paid Search,2020,7,74366.641994776,14768
2020-07-19,Referral,2020,7,20805.670124491,3774
2020-07-19,Social,2020,7,1834.514115418,379
2020-07-20,,2020,7,70500,27275
2020-07-20,(Other),2020,7,139078.688031369,29216
2020-07-20,Direct,2020,7,329475.780194416,55666
2020-07-20,Display,2020,7,2556.616750568,547
2020-07-20,Email,2020,7,588.974017945,139
2020-07-20,Organic Search,2020,7,263382.753900905,43273
2020-07-20,Paid Search,2020,7,75666.023815359,15320
2020-07-20,Referral,2020,7,29637.513135733,4923
2020-07-20,Social,2020,7,2021.496374854,428
2020-07-21,,2020,7,70722,27350
2020-07-21,(Other),2020,7,138468.209894084,29473
2020-07-21,Direct,2020,7,327622.798255641,56301
2020-07-21,Display,2020,7,2440.817056639,543
2020-07-21,Email,2020,7,584.22131531,133
2020-07-21,Organic Search,2020,7,241012.0561877,40087
2020-07-21,Paid Search,2020,7,70840.702713457,14758
2020-07-21,Referral,2020,7,27587.466848565,4581
2020-07-21,Social,2020,7,1974.596526635,365
2020-07-22,,2020,7,71214,27375
2020-07-22,(Other),2020,7,141570.517733972,29742
2020-07-22,Direct,2020,7,336846.178958422,57236
2020-07-22,Display,2020,7,2043.885003446,428
2020-07-22,Email,2020,7,583.872446869,134
2020-07-22,Organic Search,2020,7,228096.845490371,38919
2020-07-22,Paid Search,2020,7,73101.720187935,14978
2020-07-22,Referral,2020,7,25828.521596563,4478
2020-07-22,Social,2020,7,1649.462320484,338
2020-07-23,,2020,7,71110,26811
2020-07-23,(Other),2020,7,139252.389366742,29378
2020-07-23,Direct,2020,7,326544.66911535,55684
2020-07-23,Display,2020,7,2062.056058402,476
2020-07-23,Email,2020,7,455.565744691,102
2020-07-23,Organic Search,2020,7,223966.409360369,38245
2020-07-23,Paid Search,2020,7,69623.057110855,14270
2020-07-23,Referral,2020,7,23916.194196615,4101
2020-07-23,Social,2020,7,1784.198271047,365
2020-07-24,,2020,7,73450,27613
2020-07-24,(Other),2020,7,142620.055193173,30122
2020-07-24,Direct,2020,7,321012.430478888,54895
2020-07-24,Display,2020,7,1976.335281299,441
2020-07-24,Email,2020,7,471.09960997,106
2020-07-24,Organic Search,2020,7,217583.11050731,37501
2020-07-24,Paid Search,2020,7,71113.756861898,14708
2020-07-24,Referral,2020,7,24385.405482138,4321
2020-07-24,Social,2020,7,1732.20229191,358
2020-07-25,,2020,7,73656,27616
2020-07-25,(Other),2020,7,151969.128531915,31128
2020-07-25,Direct,2020,7,323548.204444867,54652
2020-07-25,Display,2020,7,1959.973705532,387
2020-07-25,Email,2020,7,497.974280035,115
2020-07-25,Organic Search,2020,7,194102.079430772,33790
2020-07-25,Paid Search,2020,7,62472.600972075,12884
2020-07-25,Referral,2020,7,19364.835678232,3625
2020-07-25,Social,2020,7,1569.586309923,330
2020-07-26,,2020,7,73790,27631
2020-07-26,(Other),2020,7,144793.98664589,30111
2020-07-26,Direct,2020,7,325618.013584013,55814
2020-07-26,Display,2020,7,2052.57184814,446
2020-07-26,Email,2020,7,472.741216423,131
2020-07-26,Organic Search,2020,7,189741.052748381,33332
2020-07-26,Paid Search,2020,7,63574.42000059,13060
2020-07-26,Referral,2020,7,18779.566772485,3569
2020-07-26,Social,2020,7,1511.997404433,320
2020-07-27,,2020,7,71890,27103
2020-07-27,(Other),2020,7,150255.685824691,30971
2020-07-27,Direct,2020,7,333545.559400067,56359
2020-07-27,Display,2020,7,1896.070546254,405
2020-07-27,Email,2020,7,351.668181806,80
2020-07-27,Organic Search,2020,7,224454.478897793,38196
2020-07-27,Paid Search,2020,7,67198.100191624,13750
2020-07-27,Referral,2020,7,22656.803176051,3877
2020-07-27,Social,2020,7,1889.894097426,377
2020-07-28,,2020,7,69766,26220
2020-07-28,(Other),2020,7,141465.003668932,29580
2020-07-28,Direct,2020,7,308556.289737945,53303
2020-07-28,Display,2020,7,1866.231017216,417
2020-07-28,Email,2020,7,548.582505531,136
2020-07-28,Organic Search,2020,7,223624.989042748,37914
2020-07-28,Paid Search,2020,7,63343.816351129,13090
2020-07-28,Referral,2020,7,25242.659844,4273
2020-07-28,Social,2020,7,1972.915341594,413
2020-07-29,,2020,7,67054,25631
2020-07-29,(Other),2020,7,135528.840870829,29124
2020-07-29,Direct,2020,7,288025.243885672,50724
2020-07-29,Display,2020,7,1726.84321641,374
2020-07-29,Email,2020,7,357.578556126,90
2020-07-29,Organic Search,2020,7,208722.152865767,36306
2020-07-29,Paid Search,2020,7,61051.407240139,12602
2020-07-29,Referral,2020,7,20827.961711017,3719
2020-07-29,Social,2020,7,1829.365599173,364
2020-07-30,,2020,7,66206,24375
2020-07-30,(Other),2020,7,123499.804578207,26652
2020-07-30,Direct,2020,7,269199.521280881,47817
2020-07-30,Display,2020,7,1587.586597712,362
2020-07-30,Email,2020,7,352.65887239,80
2020-07-30,Organic Search,2020,7,174127.955905469,31000
2020-07-30,Paid Search,2020,7,54530.221083669,11484
2020-07-30,Referral,2020,7,16574.552729278,2971
2020-07-30,Social,2020,7,1479.421495051,286
2020-07-31,,2020,7,61102,22859
2020-07-31,(Other),2020,7,123780.980000458,27019
2020-07-31,Direct,2020,7,251669.581412511,44654
2020-07-31,Display,2020,7,1506.783567927,336
2020-07-31,Email,2020,7,271.451919285,66
2020-07-31,Organic Search,2020,7,140073.386154255,25710
2020-07-31,Paid Search,2020,7,51182.155941617,10741
2020-07-31,Referral,2020,7,10240.749731771,1993
2020-07-31,Social,2020,7,1192.17040701,243
2020-08-01,,2020,8,62086,23334
2020-08-01,(Other),2020,8,133867.382446479,28382
2020-08-01,Direct,2020,8,275991.14711156,47962
2020-08-01,Display,2020,8,1011.265656624,214
2020-08-01,Email,2020,8,277.384559336,70
2020-08-01,Organic Search,2020,8,159674.523609356,28621
2020-08-01,Paid Search,2020,8,59454.861588654,11764
2020-08-01,Referral,2020,8,13761.476935539,2678
2020-08-01,Social,2020,8,1068.750994453,235
2020-08-02,,2020,8,66812,25084
2020-08-02,(Other),2020,8,137756.581282936,29068
2020-08-02,Direct,2020,8,295586.361705874,50941
2020-08-02,Display,2020,8,1254.968064872,254
2020-08-02,Email,2020,8,353.026379791,78
2020-08-02,Organic Search,2020,8,168932.566468376,29895
2020-08-02,Paid Search,2020,8,64590.666238743,12950
2020-08-02,Referral,2020,8,15531.216763507,2869
2020-08-02,Social,2020,8,1327.915864597,282
2020-08-03,,2020,8,71896,27002
2020-08-03,(Other),2020,8,149515.445860477,31265
2020-08-03,Direct,2020,8,333327.894097157,56342
2020-08-03,Display,2020,8,1688.751091643,365
2020-08-03,Email,2020,8,325.555772357,78
2020-08-03,Organic Search,2020,8,234097.715904076,39056
2020-08-03,Paid Search,2020,8,73977.692909878,14806
2020-08-03,Referral,2020,8,23517.070472565,4034
2020-08-03,Social,2020,8,2154.039059706,426
2020-08-04,,2020,8,73644,27805
2020-08-04,(Other),2020,8,157924.112024806,32275
2020-08-04,Direct,2020,8,344067.798662798,57428
2020-08-04,Display,2020,8,2116.911391058,486
2020-08-04,Email,2020,8,333.439182644,86
2020-08-04,Organic Search,2020,8,244917.296023261,41140
2020-08-04,Paid Search,2020,8,73020.903164744,14775
2020-08-04,Referral,2020,8,26203.254370631,4351
2020-08-04,Social,2020,8,1615.265969864,351
2020-08-05,,2020,8,73744,27957
2020-08-05,(Other),2020,8,151754.239031685,31355
2020-08-05,Direct,2020,8,335573.036863579,56249
2020-08-05,Display,2020,8,1932.972322325,412
2020-08-05,Email,2020,8,1818.140771053,456
2020-08-05,Organic Search,2020,8,239192.609698933,40048
2020-08-05,Paid Search,2020,8,73100.587930641,14646
2020-08-05,Referral,2020,8,26500.603571708,4488
2020-08-05,Social,2020,8,1721.883456209,362
2020-08-06,,2020,8,73496,27252
2020-08-06,(Other),2020,8,157905.237071036,32193
2020-08-06,Direct,2020,8,330720.160058132,55313
2020-08-06,Display,2020,8,1787.846292012,389
2020-08-06,Email,2020,8,1485.632665518,349
2020-08-06,Organic Search,2020,8,238980.974101203,39540
2020-08-06,Paid Search,2020,8,73043.901814361,14516
2020-08-06,Referral,2020,8,26739.122326593,4526
2020-08-06,Social,2020,8,1852.750357539,371
2020-08-07,,2020,8,71694,26400
2020-08-07,(Other),2020,8,149901.525333513,31069
2020-08-07,Direct,2020,8,318380.209027265,53457
2020-08-07,Display,2020,8,1853.361778395,409
2020-08-07,Email,2020,8,861.755037324,220
2020-08-07,Organic Search,2020,8,215766.858801534,36893
2020-08-07,Paid Search,2020,8,69192.530207878,14016
2020-08-07,Referral,2020,8,23236.605117043,4053
2020-08-07,Social,2020,8,1719.906345374,350
2020-08-08,,2020,8,71138,26723
2020-08-08,(Other),2020,8,151169.884864153,31035
2020-08-08,Direct,2020,8,313057.489320187,52656
2020-08-08,Display,2020,8,1497.751228872,340
2020-08-08,Email,2020,8,781.882373164,199
2020-08-08,Organic Search,2020,8,186672.342400304,33138
2020-08-08,Paid Search,2020,8,64915.028760877,13145
2020-08-08,Referral,2020,8,19533.234022199,3452
2020-08-08,Social,2020,8,1442.281166068,286
2020-08-09,,2020,8,73650,27566
2020-08-09,(Other),2020,8,152367.584456427,32110
2020-08-09,Direct,2020,8,329186.288178531,55213
2020-08-09,Display,2020,8,1120.299322874,242
2020-08-09,Email,2020,8,764.332596607,190
2020-08-09,Organic Search,2020,8,187820.910355418,33040
2020-08-09,Paid Search,2020,8,70553.541616752,14237
2020-08-09,Referral,2020,8,19375.115498579,3495
2020-08-09,Social,2020,8,1581.733306841,348
2020-08-10,,2020,8,73158,27719
2020-08-10,(Other),2020,8,158277.096974639,32501
2020-08-10,Direct,2020,8,345424.153411974,57144
2020-08-10,Display,2020,8,1960.874720422,434
2020-08-10,Email,2020,8,842.450340722,205
2020-08-10,Organic Search,2020,8,248219.310627442,41018
2020-08-10,Paid Search,2020,8,75779.731482022,15271
2020-08-10,Referral,2020,8,28193.549890245,4637
2020-08-10,Social,2020,8,1488.607164632,330
2020-08-11,,2020,8,73816,27443
2020-08-11,(Other),2020,8,155879.180436186,32229
2020-08-11,Direct,2020,8,338981.760418169,55981
2020-08-11,Display,2020,8,2239.388433898,448
2020-08-11,Email,2020,8,749.569329297,206
2020-08-11,Organic Search,2020,8,246369.567025307,40873
2020-08-11,Paid Search,2020,8,75445.132854181,15032
2020-08-11,Referral,2020,8,29598.003848701,4788
2020-08-11,Social,2020,8,1843.817985074,378
2020-08-12,,2020,8,71160,26930
2020-08-12,(Other),2020,8,155976.355820968,31944
2020-08-12,Direct,2020,8,337355.354922381,55415
2020-08-12,Display,2020,8,2046.825915071,454
2020-08-12,Email,2020,8,642.876541926,157
2020-08-12,Organic Search,2020,8,241314.466705526,40175
2020-08-12,Paid Search,2020,8,73198.349442835,14992
2020-08-12,Referral,2020,8,28085.468596752,4622
2020-08-12,Social,2020,8,1487.144744578,327
2020-08-13,,2020,8,68478,26180
2020-08-13,(Other),2020,8,113669,32670
2020-08-13,Direct,2020,8,238688,54405
2020-08-13,Display,2020,8,1278,365
2020-08-13,Email,2020,8,402,144
2020-08-13,Organic Search,2020,8,169068,37753
2020-08-13,Paid Search,2020,8,52055,14386
2020-08-13,Referral,2020,8,19323,4347
2020-08-13,Social,2020,8,1268,362
2020-08-14,,2020,8,67442,25888
2020-08-14,(Other),2020,8,111394,32579
2020-08-14,Direct,2020,8,239937,54491
2020-08-14,Display,2020,8,1128,336
2020-08-14,Email,2020,8,435,147
2020-08-14,Organic Search,2020,8,156787,35701
2020-08-14,Paid Search,2020,8,50221,14255
2020-08-14,Referral,2020,8,17842,4132
2020-08-14,Social,2020,8,1172,320
2020-08-15,,2020,8,68212,26187
2020-08-15,(Other),2020,8,155858.304144019,32482
2020-08-15,Direct,2020,8,310350.718322483,53085
2020-08-15,Display,2020,8,1047.049590934,231
2020-08-15,Email,2020,8,612.181172836,156
2020-08-15,Organic Search,2020,8,186637.561989268,32852
2020-08-15,Paid Search,2020,8,66866.540444939,13914
2020-08-15,Referral,2020,8,19076.856603335,3504
2020-08-15,Social,2020,8,1437.869978666,288
2020-08-16,,2020,8,71724,26984
2020-08-16,(Other),2020,8,157832.653958614,32611
2020-08-16,Direct,2020,8,318726.396775297,54283
2020-08-16,Display,2020,8,1423.41699488,292
2020-08-16,Email,2020,8,516.340174957,130
2020-08-16,Organic Search,2020,8,188374.567158431,32962
2020-08-16,Paid Search,2020,8,70809.396071727,14559
2020-08-16,Referral,2020,8,18518.534698482,3411
2020-08-16,Social,2020,8,1267.78292738,256
2020-08-17,,2020,8,69976,26529
2020-08-17,(Other),2020,8,159419.232375659,32939
2020-08-17,Direct,2020,8,350219.530574867,56537
2020-08-17,Display,2020,8,1882.855141082,419
2020-08-17,Email,2020,8,609.944938595,141
2020-08-17,Organic Search,2020,8,244156.248784057,40838
2020-08-17,Paid Search,2020,8,74958.354168912,15323
2020-08-17,Referral,2020,8,27857.995103175,4599
2020-08-17,Social,2020,8,1508.308775907,339
2020-08-18,,2020,8,67090,25661
2020-08-18,(Other),2020,8,159543.986352699,32795
2020-08-18,Direct,2020,8,339309.46216145,56382
2020-08-18,Display,2020,8,1604.976152405,349
2020-08-18,Email,2020,8,493.41311349,125
2020-08-18,Organic Search,2020,8,244792.409953137,40770
2020-08-18,Paid Search,2020,8,72641.574462422,15004
2020-08-18,Referral,2020,8,27055.561121056,4486
2020-08-18,Social,2020,8,1824.973513874,383
2020-08-19,,2020,8,66434,24991
2020-08-19,(Other),2020,8,153680.221301041,31287
2020-08-19,Direct,2020,8,329494.782361003,52996
2020-08-19,Display,2020,8,2200.21510974,439
2020-08-19,Email,2020,8,536.674218807,141
2020-08-19,Organic Search,2020,8,228418.837227814,38340
2020-08-19,Paid Search,2020,8,72633.278532697,14913
2020-08-19,Referral,2020,8,26253.121863983,4287
2020-08-19,Social,2020,8,1655.74958001,337
2020-08-20,,2020,8,72460,27059
2020-08-20,(Other),2020,8,163037.623344117,33561
2020-08-20,Direct,2020,8,329015.588686455,55048
2020-08-20,Display,2020,8,3317.407198905,572
2020-08-20,Email,2020,8,664.939071761,167
2020-08-20,Organic Search,2020,8,198242.54913035,34630
2020-08-20,Paid Search,2020,8,69468.505756676,14593
2020-08-20,Referral,2020,8,21126.913987754,3712
2020-08-20,Social,2020,8,1842.588268174,378
2020-08-21,,2020,8,69320,26020
2020-08-21,(Other),2020,8,159529.126182343,33006
2020-08-21,Direct,2020,8,319027.945455324,53572
2020-08-21,Display,2020,8,2389.067779886,436
2020-08-21,Email,2020,8,515.97980836,142
2020-08-21,Organic Search,2020,8,217217.722371667,37138
2020-08-21,Paid Search,2020,8,72994.724976392,15310
2020-08-21,Referral,2020,8,23475.275173724,4094
2020-08-21,Social,2020,8,1437.597764491,302
2020-08-22,,2020,8,66194,25117
2020-08-22,(Other),2020,8,157544.674904399,32392
2020-08-22,Direct,2020,8,288356.69986145,50768
2020-08-22,Display,2020,8,3222.902766415,464
2020-08-22,Email,2020,8,511.3138443,123
2020-08-22,Organic Search,2020,8,179905.057946088,31858
2020-08-22,Paid Search,2020,8,64646.108937163,13705
2020-08-22,Referral,2020,8,17794.400836535,3262
2020-08-22,Social,2020,8,1753.358784119,378
2020-08-23,,2020,8,70332,26523
2020-08-23,(Other),2020,8,159221.667518398,32835
2020-08-23,Direct,2020,8,306454.285421747,52559
2020-08-23,Display,2020,8,3677.495855298,491
2020-08-23,Email,2020,8,401.043143839,107
2020-08-23,Organic Search,2020,8,188784.826289426,33081
2020-08-23,Paid Search,2020,8,71532.087199819,14702
2020-08-23,Referral,2020,8,19472.801683959,3572
2020-08-23,Social,2020,8,1504.136633834,323
2020-08-24,,2020,8,70320,26636
2020-08-24,(Other),2020,8,165064.995909171,33577
2020-08-24,Direct,2020,8,334751.85444708,54794
2020-08-24,Display,2020,8,3496.106591567,591
2020-08-24,Email,2020,8,597.299274196,141
2020-08-24,Organic Search,2020,8,243189.473876824,40406
2020-08-24,Paid Search,2020,8,78819.864174612,16044
2020-08-24,Referral,2020,8,28444.773818782,4832
2020-08-24,Social,2020,8,1612.916849541,359
2020-08-25,,2020,8,69076,26434
2020-08-25,(Other),2020,8,167724.18665422,34412
2020-08-25,Direct,2020,8,315725.899874043,53692
2020-08-25,Display,2020,8,6524.713523278,721
2020-08-25,Email,2020,8,1103.821747741,224
