date,region,year,month,sumOfLeads
2019-04-14,Labuan,2019,4,467.27070389
2019-04-14,Melaka,2019,4,22345.933453266
2019-04-14,N. Sembilan,2019,4,25511.211947204
2019-04-14,Pahang,2019,4,20967.719785998
2019-04-14,Penang,2019,4,52644.85213376
2019-04-14,Perak,2019,4,33142.899584596
2019-04-14,Perlis,2019,4,3223.76080451
2019-04-14,Putrajaya,2019,4,4394.713112228
2019-04-14,Sabah,2019,4,37972.060274834
2019-04-14,Sarawak,2019,4,15390.963641898
2019-04-14,Selangor,2019,4,217231.34416088
2019-04-14,Terengganu,2019,4,23428.791984724
2019-04-15,Johor,2019,4,90713.915018216
2019-04-15,Kedah,2019,4,38557.351913668
2019-04-15,Kelantan,2019,4,40560.412428054
2019-04-15,Kuala Lumpur,2019,4,168118.27919844
2019-04-15,Labuan,2019,4,616.254207032
2019-04-15,Melaka,2019,4,26100.060731552
2019-04-15,N. Sembilan,2019,4,31528.195594478
2019-04-15,Pahang,2019,4,24056.956977144
2019-04-15,Penang,2019,4,73104.0062862
2019-04-15,Perak,2019,4,34052.55731312
2019-04-15,Perlis,2019,4,2790.297966904
2019-04-15,Putrajaya,2019,4,5533.137640352
2019-04-15,Sabah,2019,4,42750.6741432
2019-04-15,Sarawak,2019,4,18980.795664952
2019-04-15,Selangor,2019,4,280667.93772502
2019-04-15,Terengganu,2019,4,24583.063972028
2019-04-16,Johor,2019,4,90029.198495358
2019-04-16,Kedah,2019,4,37352.946159296
2019-04-16,Kelantan,2019,4,42587.34666053
2019-04-16,Kuala Lumpur,2019,4,165934.516308888
2019-04-16,Labuan,2019,4,350.668624456
2019-04-16,Melaka,2019,4,28042.00745405
2019-04-16,N. Sembilan,2019,4,30339.509588838
2019-04-16,Pahang,2019,4,22145.812839406
2019-04-16,Penang,2019,4,69195.308554832
2019-04-16,Perak,2019,4,34594.866849172
2019-04-16,Perlis,2019,4,3270.077036804
2019-04-16,Putrajaya,2019,4,5693.392024502
2019-04-16,Sabah,2019,4,44178.876495916
2019-04-16,Sarawak,2019,4,18902.674684116
2019-04-16,Selangor,2019,4,281305.180856666
2019-04-16,Terengganu,2019,4,22874.165733872
2019-04-17,Johor,2019,4,84668.614538628
2019-04-17,Kedah,2019,4,37847.213130436
2019-04-17,Kelantan,2019,4,39416.756928584
2019-04-17,Kuala Lumpur,2019,4,165903.518463066
2019-04-17,Labuan,2019,4,504.493389526
2019-04-17,Melaka,2019,4,26237.009900912
2019-04-17,N. Sembilan,2019,4,28860.78910951
2019-04-17,Pahang,2019,4,21147.009459956
2019-04-17,Penang,2019,4,65389.941846228
2019-04-17,Perak,2019,4,31828.518208854
2019-04-17,Perlis,2019,4,2925.703369838
2019-04-17,Putrajaya,2019,4,5712.672464016
2019-04-17,Sabah,2019,4,44057.712712944
2019-04-17,Sarawak,2019,4,17337.356317572
2019-04-17,Selangor,2019,4,271453.716096594
2019-04-17,Terengganu,2019,4,23139.670719698
2019-04-18,Johor,2019,4,85686.890768338
2019-04-18,Kedah,2019,4,35382.600730168
2019-04-18,Kelantan,2019,4,38035.35730715
2019-04-18,Kuala Lumpur,2019,4,156537.802844248
2019-04-18,Labuan,2019,4,285.349291208
2019-04-18,Melaka,2019,4,24642.987704524
2019-04-18,N. Sembilan,2019,4,28436.389814008
2019-04-18,Pahang,2019,4,21631.3821126
2019-04-18,Penang,2019,4,67050.226339754
2019-04-18,Perak,2019,4,34473.61086982
2019-04-18,Perlis,2019,4,3264.279144316
2019-04-18,Putrajaya,2019,4,4964.76587042
2019-04-18,Sabah,2019,4,42876.977570226
2019-04-18,Sarawak,2019,4,16680.680403182
2019-04-18,Selangor,2019,4,267204.912759688
2019-04-18,Terengganu,2019,4,23383.097179112
2019-04-19,Johor,2019,4,81613.617148724
2019-04-19,Kedah,2019,4,34058.09284215
2019-04-19,Kelantan,2019,4,39014.503377184
2019-04-19,Kuala Lumpur,2019,4,152219.19097195
2019-04-19,Labuan,2019,4,423.50308635
2019-04-19,Melaka,2019,4,24713.079039074
2019-04-19,N. Sembilan,2019,4,27760.303615558
2019-04-19,Pahang,2019,4,21817.179347462
2019-04-19,Penang,2019,4,62488.265805984
2019-04-19,Perak,2019,4,32799.442484588
2019-04-19,Perlis,2019,4,2585.036080312
2019-04-19,Putrajaya,2019,4,5393.378921068
2019-04-19,Sabah,2019,4,41380.467351724
2019-04-19,Sarawak,2019,4,15417.272033776
2019-04-19,Selangor,2019,4,256587.025065744
2019-04-19,Terengganu,2019,4,21896.619046046
2019-04-20,Johor,2019,4,74970.055646316
2019-04-20,Kedah,2019,4,33194.450907934
2019-04-20,Kelantan,2019,4,39174.616251702
2019-04-20,Kuala Lumpur,2019,4,131404.83166068
2019-04-20,Labuan,2019,4,558.765313544
2019-04-20,Melaka,2019,4,22690.048812588
2019-04-20,N. Sembilan,2019,4,24244.469613914
2019-04-20,Pahang,2019,4,19891.087493454
2019-04-20,Penang,2019,4,54536.864306956
2019-04-20,Perak,2019,4,29664.831286278
2019-04-20,Perlis,2019,4,2498.53386666
2019-04-20,Putrajaya,2019,4,4358.060567032
2019-04-20,Sabah,2019,4,39632.854356458
2019-04-20,Sarawak,2019,4,15048.700813916
2019-04-20,Selangor,2019,4,224023.242580774
2019-04-20,Terengganu,2019,4,22367.008966006
2019-04-21,Johor,2019,4,79980.775876818
2019-04-21,Kedah,2019,4,33492.577215534
2019-04-21,Kelantan,2019,4,37975.626995158
2019-04-21,Kuala Lumpur,2019,4,127988.993451104
2019-04-21,Labuan,2019,4,430.749308068
2019-04-21,Melaka,2019,4,24417.993045098
2019-04-21,N. Sembilan,2019,4,24143.3424957
2019-04-21,Pahang,2019,4,18026.549343838
2019-04-21,Penang,2019,4,48270.030035736
2019-04-21,Perak,2019,4,29601.766996948
2019-04-21,Perlis,2019,4,2335.125228258
2019-04-21,Putrajaya,2019,4,4327.716384114
2019-04-21,Sabah,2019,4,37315.572494092
2019-04-21,Sarawak,2019,4,15045.559569032
2019-04-21,Selangor,2019,4,224673.539014186
2019-04-21,Terengganu,2019,4,21562.248376544
2019-04-22,Johor,2019,4,89487.150867844
2019-04-22,Kedah,2019,4,36788.43728995
2019-04-22,Kelantan,2019,4,39922.8719383
2019-04-22,Kuala Lumpur,2019,4,172222.658383698
2019-04-22,Labuan,2019,4,600.19060513
2019-04-22,Melaka,2019,4,26469.980471878
2019-04-22,N. Sembilan,2019,4,30292.742827122
2019-04-22,Pahang,2019,4,20710.993402942
2019-04-22,Penang,2019,4,71224.161277216
2019-04-22,Perak,2019,4,36195.429579486
2019-04-22,Perlis,2019,4,2488.902525386
2019-04-22,Putrajaya,2019,4,5993.66703759
2019-04-22,Sabah,2019,4,45269.24960774
2019-04-22,Sarawak,2019,4,18383.63576928
2019-04-22,Selangor,2019,4,296607.49329524
2019-04-22,Terengganu,2019,4,22845.029909908
2019-04-23,Johor,2019,4,87202.960785982
2019-04-23,Kedah,2019,4,36363.532318592
2019-04-23,Kelantan,2019,4,39565.129906648
2019-04-23,Kuala Lumpur,2019,4,156487.10565752
2019-04-23,Labuan,2019,4,590.548953178
2019-04-23,Melaka,2019,4,26779.131777668
2019-04-23,N. Sembilan,2019,4,30752.922740436
2019-04-23,Pahang,2019,4,20066.998347894
2019-04-23,Penang,2019,4,70334.355015174
2019-04-23,Perak,2019,4,33840.328302434
2019-04-23,Perlis,2019,4,3094.763827386
2019-04-23,Putrajaya,2019,4,5792.60973262
2019-04-23,Sabah,2019,4,46107.841018792
2019-04-23,Sarawak,2019,4,17953.725734464
2019-04-23,Selangor,2019,4,269127.596258154
2019-04-23,Terengganu,2019,4,24381.943704866
2019-04-24,Johor,2019,4,88097.307776514
2019-04-24,Kedah,2019,4,34394.085242142
2019-04-24,Kelantan,2019,4,40715.56314847
2019-04-24,Kuala Lumpur,2019,4,161131.534619034
2019-04-24,Labuan,2019,4,731.550394064
2019-04-24,Melaka,2019,4,25777.595017796
2019-04-24,N. Sembilan,2019,4,29367.124385416
2019-04-24,Pahang,2019,4,20528.051120938
2019-04-24,Penang,2019,4,67457.02602405
2019-04-24,Perak,2019,4,33495.89676954
2019-04-24,Perlis,2019,4,2832.882958434
2019-04-24,Putrajaya,2019,4,6215.864774516
2019-04-24,Sabah,2019,4,44968.941401726
2019-04-24,Sarawak,2019,4,19310.769537216
2019-04-24,Selangor,2019,4,266245.196383978
2019-04-24,Terengganu,2019,4,22642.829812926
2019-04-25,Johor,2019,4,81046.090064438
2019-04-25,Kedah,2019,4,33179.529623514
2019-04-25,Kelantan,2019,4,41240.025261406
2019-04-25,Kuala Lumpur,2019,4,154846.52433816
2019-04-25,Labuan,2019,4,598.497108844
2019-04-25,Melaka,2019,4,27099.99598432
2019-04-25,N. Sembilan,2019,4,27216.129759028
2019-04-25,Pahang,2019,4,21975.08611264
2019-04-25,Penang,2019,4,65530.566858762
2019-04-25,Perak,2019,4,32002.355872578
2019-04-25,Perlis,2019,4,2935.409940828
2019-04-25,Putrajaya,2019,4,4826.499478492
2019-04-25,Sabah,2019,4,43880.77679295
2019-04-25,Sarawak,2019,4,18022.153419644
2019-04-25,Selangor,2019,4,266340.08684498
2019-04-25,Terengganu,2019,4,21450.624123692
2019-04-26,Johor,2019,4,82769.592600698
2019-04-26,Kedah,2019,4,33144.119329034
2019-04-26,Kelantan,2019,4,36670.64356536
2019-04-26,Kuala Lumpur,2019,4,141880.274578814
2019-04-26,Labuan,2019,4,438.960375292
2019-04-26,Melaka,2019,4,23795.259277938
2019-04-26,N. Sembilan,2019,4,24910.37739009
2019-04-26,Pahang,2019,4,21136.283859794
2019-04-26,Penang,2019,4,60681.435723454
2019-04-26,Perak,2019,4,30337.000120586
2019-04-26,Perlis,2019,4,2428.95227414
2019-04-26,Putrajaya,2019,4,4850.350015248
2019-04-26,Sabah,2019,4,43456.72969978
2019-04-26,Sarawak,2019,4,16454.945541284
2019-04-26,Selangor,2019,4,243009.104151442
2019-04-26,Terengganu,2019,4,22582.836557592
2019-04-27,Johor,2019,4,73876.57440614
2019-04-27,Kedah,2019,4,31099.94834434
2019-04-27,Kelantan,2019,4,35891.24371804
2019-04-27,Kuala Lumpur,2019,4,123476.282265158
2019-04-27,Labuan,2019,4,354.957225736
2019-04-27,Melaka,2019,4,22620.193440086
2019-04-27,N. Sembilan,2019,4,22640.337735946
2019-04-27,Pahang,2019,4,18506.076596278
2019-04-27,Penang,2019,4,48497.403092378
2019-04-27,Perak,2019,4,31244.274270776
2019-04-27,Perlis,2019,4,2099.099249124
2019-04-27,Putrajaya,2019,4,3837.173014644
2019-04-27,Sabah,2019,4,37965.910185698
2019-04-27,Sarawak,2019,4,14118.94112654
2019-04-27,Selangor,2019,4,209484.892023432
2019-04-27,Terengganu,2019,4,23034.533067054
2019-04-28,Johor,2019,4,77185.752436246
2019-04-28,Kedah,2019,4,33000.97768653
2019-04-28,Kelantan,2019,4,38634.824811538
2019-04-28,Kuala Lumpur,2019,4,125087.597076676
2019-04-28,Labuan,2019,4,280.59646573
2019-04-28,Melaka,2019,4,23209.253015992
2019-04-28,N. Sembilan,2019,4,25331.905295048
2019-04-28,Pahang,2019,4,17879.425356032
2019-04-28,Penang,2019,4,48959.72461619
2019-04-28,Perak,2019,4,28715.841874332
2019-04-28,Perlis,2019,4,2275.701999808
2019-04-28,Putrajaya,2019,4,4588.24863572
2019-04-28,Sabah,2019,4,36199.539056496
2019-04-28,Sarawak,2019,4,15111.897387456
2019-04-28,Selangor,2019,4,212400.189791266
2019-04-28,Terengganu,2019,4,23899.394490112
2019-04-29,Johor,2019,4,87628.150352152
2019-04-29,Kedah,2019,4,33554.928177716
2019-04-29,Kelantan,2019,4,39043.174616536
2019-04-29,Kuala Lumpur,2019,4,163692.719002474
2019-04-29,Labuan,2019,4,527.298501956
2019-04-29,Melaka,2019,4,27723.366626614
2019-04-29,N. Sembilan,2019,4,30010.219476842
2019-04-29,Pahang,2019,4,20526.600414388
2019-04-29,Penang,2019,4,66823.244198074
2019-04-29,Perak,2019,4,33837.767808724
2019-04-29,Perlis,2019,4,2736.27474613
2019-04-29,Putrajaya,2019,4,4513.416625386
2019-04-29,Sabah,2019,4,43028.249634854
2019-04-29,Sarawak,2019,4,17327.18833146
2019-04-29,Selangor,2019,4,270791.231394096
2019-04-29,Terengganu,2019,4,23973.082601646
2019-04-30,Johor,2019,4,78690.710066774
2019-04-30,Kedah,2019,4,33438.769222056
2019-04-30,Kelantan,2019,4,41380.576585186
2019-04-30,Kuala Lumpur,2019,4,149540.482811444
2019-04-30,Labuan,2019,4,500.798208198
2019-04-30,Melaka,2019,4,25369.178484022
2019-04-30,N. Sembilan,2019,4,29051.822954806
2019-04-30,Pahang,2019,4,21479.402464718
2019-04-30,Penang,2019,4,65931.338511196
2019-04-30,Perak,2019,4,32579.715782038
2019-04-30,Perlis,2019,4,2721.98576142
2019-04-30,Putrajaya,2019,4,4519.899121494
2019-04-30,Sabah,2019,4,42929.980108594
2019-04-30,Sarawak,2019,4,16277.621032852
2019-04-30,Selangor,2019,4,253988.266130416
2019-04-30,Terengganu,2019,4,21617.168700598
2019-05-01,,2019,5,3.733233776
2019-05-01,Johor,2019,5,74951.483243858
2019-05-01,Kedah,2019,5,32368.660917114
2019-05-01,Kelantan,2019,5,39623.816882574
2019-05-01,Kuala Lumpur,2019,5,130537.99908846
2019-05-01,Labuan,2019,5,478.789330358
2019-05-01,Melaka,2019,5,23439.909694514
2019-05-01,N. Sembilan,2019,5,24812.691301872
2019-05-01,Pahang,2019,5,19592.914152864
2019-05-01,Penang,2019,5,54980.68178198
2019-05-01,Perak,2019,5,30306.523877256
2019-05-01,Perlis,2019,5,3631.113088394
2019-05-01,Putrajaya,2019,5,4440.834491702
2019-05-01,Sabah,2019,5,39234.657146918
2019-05-01,Sarawak,2019,5,16171.702216654
2019-05-01,Selangor,2019,5,217632.273066798
2019-05-01,Terengganu,2019,5,20098.972957346
2019-05-02,Johor,2019,5,85276.269740574
2019-05-02,Kedah,2019,5,33453.742035854
2019-05-02,Kelantan,2019,5,39384.117943612
2019-05-02,Kuala Lumpur,2019,5,159008.409749254
2019-05-02,Labuan,2019,5,388.179194988
2019-05-02,Melaka,2019,5,25499.954833888
2019-05-02,N. Sembilan,2019,5,27881.892604956
2019-05-02,Pahang,2019,5,20820.974289594
2019-05-02,Penang,2019,5,70376.700451454
2019-05-02,Perak,2019,5,34797.257402656
2019-05-02,Perlis,2019,5,2698.13693477
2019-05-02,Putrajaya,2019,5,5594.336869772
2019-05-02,Sabah,2019,5,43839.34294298
2019-05-02,Sarawak,2019,5,17265.929094288
2019-05-02,Selangor,2019,5,272016.162974726
2019-05-02,Terengganu,2019,5,21183.493638934
2019-05-03,Johor,2019,5,78899.88229932
2019-05-03,Kedah,2019,5,32554.446670432
2019-05-03,Kelantan,2019,5,39029.296307984
2019-05-03,Kuala Lumpur,2019,5,147689.782967072
2019-05-03,Labuan,2019,5,611.174761734
2019-05-03,Melaka,2019,5,24659.340159586
2019-05-03,N. Sembilan,2019,5,27179.840107944
2019-05-03,Pahang,2019,5,19183.239465908
2019-05-03,Penang,2019,5,62206.189496282
2019-05-03,Perak,2019,5,30676.30149164
2019-05-03,Perlis,2019,5,2892.715688364
2019-05-03,Putrajaya,2019,5,4850.102878918
2019-05-03,Sabah,2019,5,43290.635773386
2019-05-03,Sarawak,2019,5,16710.18363131
2019-05-03,Selangor,2019,5,248960.839953316
2019-05-03,Terengganu,2019,5,22707.053392714
2019-05-04,,2019,5,3.79945231
2019-05-04,Johor,2019,5,73576.449287702
2019-05-04,Kedah,2019,5,30988.057750136
2019-05-04,Kelantan,2019,5,37350.70966122
2019-05-04,Kuala Lumpur,2019,5,131392.605108258
2019-05-04,Labuan,2019,5,501.72806555
2019-05-04,Melaka,2019,5,21565.35857346
2019-05-04,N. Sembilan,2019,5,24712.758342464
2019-05-04,Pahang,2019,5,17437.181733366
2019-05-04,Penang,2019,5,52293.917260818
2019-05-04,Perak,2019,5,29954.97021872
2019-05-04,Perlis,2019,5,2580.515920116
2019-05-04,Putrajaya,2019,5,3905.731020466
2019-05-04,Sabah,2019,5,41239.951898452
2019-05-04,Sarawak,2019,5,15809.39997081
2019-05-04,Selangor,2019,5,220084.266778446
2019-05-04,Terengganu,2019,5,22087.716517486
2019-05-05,Johor,2019,5,74479.054305204
2019-05-05,Kedah,2019,5,30966.335099162
2019-05-05,Kelantan,2019,5,37220.591018036
2019-05-05,Kuala Lumpur,2019,5,125306.918146008
2019-05-05,Labuan,2019,5,430.257669538
2019-05-05,Melaka,2019,5,23433.093438722
2019-05-05,N. Sembilan,2019,5,24381.567434234
2019-05-05,Pahang,2019,5,16793.039438648
2019-05-05,Penang,2019,5,48879.861479776
2019-05-05,Perak,2019,5,29323.119939664
2019-05-05,Perlis,2019,5,2161.97459626
2019-05-05,Putrajaya,2019,5,3996.066527396
2019-05-05,Sabah,2019,5,38120.635948678
2019-05-05,Sarawak,2019,5,14470.266271652
2019-05-05,Selangor,2019,5,206885.648346082
2019-05-05,Terengganu,2019,5,21804.516222408
2019-05-06,Johor,2019,5,78980.111202474
2019-05-06,Kedah,2019,5,31836.419918832
2019-05-06,Kelantan,2019,5,37655.251322766
2019-05-06,Kuala Lumpur,2019,5,150195.333842508
2019-05-06,Labuan,2019,5,507.52728822
2019-05-06,Melaka,2019,5,23383.901525622
2019-05-06,N. Sembilan,2019,5,25660.56933804
2019-05-06,Pahang,2019,5,19225.860239378
2019-05-06,Penang,2019,5,64445.619184472
2019-05-06,Perak,2019,5,32808.8790191
2019-05-06,Perlis,2019,5,2510.147491848
2019-05-06,Putrajaya,2019,5,5427.933355604
2019-05-06,Sabah,2019,5,41710.45558275
2019-05-06,Sarawak,2019,5,17750.668172316
2019-05-06,Selangor,2019,5,251420.856434234
2019-05-06,Terengganu,2019,5,21869.571820188
2019-05-07,,2019,5,7.466467552
2019-05-07,Johor,2019,5,78768.0431807
2019-05-07,Kedah,2019,5,32369.543020314
2019-05-07,Kelantan,2019,5,38786.155683942
2019-05-07,Kuala Lumpur,2019,5,149697.023448474
2019-05-07,Labuan,2019,5,504.6517731
2019-05-07,Melaka,2019,5,25618.486175604
2019-05-07,N. Sembilan,2019,5,27185.869649594
2019-05-07,Pahang,2019,5,18230.824327728
2019-05-07,Penang,2019,5,63128.052884176
2019-05-07,Perak,2019,5,33099.463122182
2019-05-07,Perlis,2019,5,2553.321895838
2019-05-07,Putrajaya,2019,5,5418.868045446
2019-05-07,Sabah,2019,5,46333.947538352
2019-05-07,Sarawak,2019,5,16793.428042462
2019-05-07,Selangor,2019,5,250314.28998412
2019-05-07,Terengganu,2019,5,20491.841612462
2019-05-08,Johor,2019,5,77901.405204502
2019-05-08,Kedah,2019,5,33428.094393202
2019-05-08,Kelantan,2019,5,36907.46788286
2019-05-08,Kuala Lumpur,2019,5,147109.889362184
2019-05-08,Labuan,2019,5,450.805510616
2019-05-08,Melaka,2019,5,23335.558569486
2019-05-08,N. Sembilan,2019,5,27975.855811226
2019-05-08,Pahang,2019,5,20316.419462204
2019-05-08,Penang,2019,5,63910.31679299
2019-05-08,Perak,2019,5,32877.12727502
2019-05-08,Perlis,2019,5,2597.132010628
2019-05-08,Putrajaya,2019,5,5215.467146084
2019-05-08,Sabah,2019,5,42649.243775022
2019-05-08,Sarawak,2019,5,17212.03710459
2019-05-08,Selangor,2019,5,252767.434435134
2019-05-08,Terengganu,2019,5,20758.671636526
2019-05-09,Johor,2019,5,78599.556501436
2019-05-09,Kedah,2019,5,33094.30759716
2019-05-09,Kelantan,2019,5,35120.929414192
2019-05-09,Kuala Lumpur,2019,5,151342.170259168
2019-05-09,Labuan,2019,5,440.833416728
2019-05-09,Melaka,2019,5,24422.24878738
2019-05-09,N. Sembilan,2019,5,29089.21259524
2019-05-09,Pahang,2019,5,20399.51077433
2019-05-09,Penang,2019,5,62614.317908988
2019-05-09,Perak,2019,5,30833.013151234
2019-05-09,Perlis,2019,5,2676.680180496
2019-05-09,Putrajaya,2019,5,5450.592239532
2019-05-09,Sabah,2019,5,44001.060038512
2019-05-09,Sarawak,2019,5,16654.259040762
2019-05-09,Selangor,2019,5,256667.433589288
2019-05-09,Terengganu,2019,5,22136.496164444
2019-05-10,Johor,2019,5,76197.717154296
2019-05-10,Kedah,2019,5,33128.770057926
2019-05-10,Kelantan,2019,5,35570.094180786
2019-05-10,Kuala Lumpur,2019,5,139597.75996035
2019-05-10,Labuan,2019,5,419.503085188
2019-05-10,Melaka,2019,5,23661.589937844
2019-05-10,N. Sembilan,2019,5,25532.63993887
2019-05-10,Pahang,2019,5,20064.086337718
2019-05-10,Penang,2019,5,58119.454239
2019-05-10,Perak,2019,5,30407.237754316
2019-05-10,Perlis,2019,5,2375.365956666
2019-05-10,Putrajaya,2019,5,4763.487758616
2019-05-10,Sabah,2019,5,42834.76951798
2019-05-10,Sarawak,2019,5,15723.48852127
2019-05-10,Selangor,2019,5,239223.620508844
2019-05-10,Terengganu,2019,5,20442.53809461
2019-05-11,Johor,2019,5,77537.76527027
2019-05-11,Kedah,2019,5,33663.944596942
2019-05-11,Kelantan,2019,5,37510.38122309
2019-05-11,Kuala Lumpur,2019,5,126402.90169064
2019-05-11,Labuan,2019,5,516.068153112
2019-05-11,Melaka,2019,5,20250.570335726
2019-05-11,N. Sembilan,2019,5,24283.275986872
2019-05-11,Pahang,2019,5,19412.285413994
2019-05-11,Penang,2019,5,52580.340249326
2019-05-11,Perak,2019,5,28791.141056136
2019-05-11,Perlis,2019,5,2267.311657432
2019-05-11,Putrajaya,2019,5,4161.412566232
2019-05-11,Sabah,2019,5,39505.788523716
2019-05-11,Sarawak,2019,5,14742.736485758
2019-05-11,Selangor,2019,5,216676.432348022
2019-05-11,Terengganu,2019,5,22224.154826876
2019-05-12,Johor,2019,5,78247.95393621
2019-05-12,Kedah,2019,5,33038.74651877
2019-05-12,Kelantan,2019,5,34879.677861214
2019-05-12,Kuala Lumpur,2019,5,122690.361276774
2019-05-12,Labuan,2019,5,428.068140176
2019-05-12,Melaka,2019,5,20553.732687902
2019-05-12,N. Sembilan,2019,5,22638.753692746
2019-05-12,Pahang,2019,5,19584.327339382
2019-05-12,Penang,2019,5,48996.3134546
2019-05-12,Perak,2019,5,28072.13698302
2019-05-12,Perlis,2019,5,2136.923153242
2019-05-12,Putrajaya,2019,5,4116.949949248
2019-05-12,Sabah,2019,5,36861.550804776
2019-05-12,Sarawak,2019,5,13711.748275324
2019-05-12,Selangor,2019,5,209747.56341739
2019-05-12,Terengganu,2019,5,22305.692813614
2019-05-13,Johor,2019,5,86700.164138902
2019-05-13,Kedah,2019,5,33421.265474556
2019-05-13,Kelantan,2019,5,36546.789015874
2019-05-13,Kuala Lumpur,2019,5,157862.941545822
2019-05-13,Labuan,2019,5,498.257617812
2019-05-13,Melaka,2019,5,25165.84801739
2019-05-13,N. Sembilan,2019,5,28385.697628184
2019-05-13,Pahang,2019,5,21774.965512226
2019-05-13,Penang,2019,5,66354.584195776
2019-05-13,Perak,2019,5,33423.364920748
2019-05-13,Perlis,2019,5,1951.04697381
2019-05-13,Putrajaya,2019,5,5229.07747088
2019-05-13,Sabah,2019,5,44858.428223918
2019-05-13,Sarawak,2019,5,18163.56829037
2019-05-13,Selangor,2019,5,264689.116102006
2019-05-13,Terengganu,2019,5,22173.314358898
2019-05-14,Johor,2019,5,78762.530334442
2019-05-14,Kedah,2019,5,33281.075904524
2019-05-14,Kelantan,2019,5,36031.7510248
2019-05-14,Kuala Lumpur,2019,5,152230.067636318
2019-05-14,Labuan,2019,5,442.182906466
2019-05-14,Melaka,2019,5,24791.231108822
2019-05-14,N. Sembilan,2019,5,25565.211292916
2019-05-14,Pahang,2019,5,21086.559163024
2019-05-14,Penang,2019,5,62716.898222834
2019-05-14,Perak,2019,5,32856.738618242
2019-05-14,Perlis,2019,5,2259.540506588
2019-05-14,Putrajaya,2019,5,4867.369672034
2019-05-14,Sabah,2019,5,43925.215581176
2019-05-14,Sarawak,2019,5,17709.727994458
2019-05-14,Selangor,2019,5,257369.321782672
2019-05-14,Terengganu,2019,5,21122.361897974
2019-05-15,Johor,2019,5,77580.046430338
2019-05-15,Kedah,2019,5,32687.939785136
2019-05-15,Kelantan,2019,5,36063.772150398
2019-05-15,Kuala Lumpur,2019,5,152560.683450112
2019-05-15,Labuan,2019,5,470.086599664
2019-05-15,Melaka,2019,5,24702.75401902
2019-05-15,N. Sembilan,2019,5,25472.026961828
2019-05-15,Pahang,2019,5,21140.730075432
2019-05-15,Penang,2019,5,64111.188651426
2019-05-15,Perak,2019,5,33830.935022428
2019-05-15,Perlis,2019,5,2716.188556796
2019-05-15,Putrajaya,2019,5,4904.239628088
2019-05-15,Sabah,2019,5,45856.510128622
2019-05-15,Sarawak,2019,5,16931.597726716
2019-05-15,Selangor,2019,5,249911.289072986
2019-05-15,Terengganu,2019,5,20444.512108896
2019-05-16,Johor,2019,5,75081.959014042
2019-05-16,Kedah,2019,5,30296.39263672
2019-05-16,Kelantan,2019,5,35892.923293546
2019-05-16,Kuala Lumpur,2019,5,149949.306453064
2019-05-16,Labuan,2019,5,415.810474426
2019-05-16,Melaka,2019,5,24014.702557778
2019-05-16,N. Sembilan,2019,5,25412.047848726
2019-05-16,Pahang,2019,5,20204.708539832
2019-05-16,Penang,2019,5,69064.291578502
2019-05-16,Perak,2019,5,31905.21829955
2019-05-16,Perlis,2019,5,3000.382369672
2019-05-16,Putrajaya,2019,5,4162.976104966
2019-05-16,Sabah,2019,5,44611.151685166
2019-05-16,Sarawak,2019,5,18280.645850834
2019-05-16,Selangor,2019,5,247021.695032714
2019-05-16,Terengganu,2019,5,19787.00293971
2019-05-17,Johor,2019,5,74949.213695246
2019-05-17,Kedah,2019,5,30654.800980972
2019-05-17,Kelantan,2019,5,36435.970075968
2019-05-17,Kuala Lumpur,2019,5,139009.114895134
2019-05-17,Labuan,2019,5,470.664283732
2019-05-17,Melaka,2019,5,22564.24983871
2019-05-17,N. Sembilan,2019,5,23078.629736976
2019-05-17,Pahang,2019,5,19159.223258346
2019-05-17,Penang,2019,5,61302.009585772
2019-05-17,Perak,2019,5,30586.63054919
2019-05-17,Perlis,2019,5,2715.870943584
2019-05-17,Putrajaya,2019,5,3731.68894099
2019-05-17,Sabah,2019,5,40317.65769747
2019-05-17,Sarawak,2019,5,16676.51983687
2019-05-17,Selangor,2019,5,225332.44001877
2019-05-17,Terengganu,2019,5,20273.12805654
2019-05-18,Johor,2019,5,65645.998079566
2019-05-18,Kedah,2019,5,28952.067702764
2019-05-18,Kelantan,2019,5,36149.719685724
2019-05-18,Kuala Lumpur,2019,5,112622.438433358
2019-05-18,Labuan,2019,5,248.607268322
2019-05-18,Melaka,2019,5,19358.982108584
2019-05-18,N. Sembilan,2019,5,19659.657665696
2019-05-18,Pahang,2019,5,16475.07021856
2019-05-18,Penang,2019,5,45241.670507866
2019-05-18,Perak,2019,5,25808.275817254
2019-05-18,Perlis,2019,5,2626.117970282
2019-05-18,Putrajaya,2019,5,3504.304000308
2019-05-18,Sabah,2019,5,33423.234771068
2019-05-18,Sarawak,2019,5,12964.302786304
2019-05-18,Selangor,2019,5,185935.774978952
2019-05-18,Terengganu,2019,5,17160.756050604
2019-05-19,Johor,2019,5,75847.802411628
2019-05-19,Kedah,2019,5,32335.406686758
2019-05-19,Kelantan,2019,5,41633.608866998
2019-05-19,Kuala Lumpur,2019,5,122180.375195392
2019-05-19,Labuan,2019,5,685.22466756
2019-05-19,Melaka,2019,5,21472.211581052
2019-05-19,N. Sembilan,2019,5,25971.94803642
2019-05-19,Pahang,2019,5,18363.538260158
2019-05-19,Penang,2019,5,49454.447264556
2019-05-19,Perak,2019,5,29974.092038484
2019-05-19,Perlis,2019,5,2704.764178032
