date,region,seller_type,year,month,sumOfLeads,ad_id
2019-04-04,Sabah,Private,2019,4,31113.065411898,3512
2019-04-04,Sabah,Pro,2019,4,16847.394636296,2231
2019-04-04,Sarawak,Private,2019,4,10337.213678036,1425
2019-04-04,Sarawak,Pro,2019,4,8158.679184748,1162
2019-04-04,Selangor,Private,2019,4,113925.26564732,12923
2019-04-04,Selangor,Pro,2019,4,155813.93253602,20724
2019-04-04,Terengganu,Private,2019,4,17444.504321268,2076
2019-04-04,Terengganu,Pro,2019,4,5879.804007496,819
2019-04-05,,Pro,2019,4,3.733233776,1
2019-04-05,Johor,Private,2019,4,39829.224512548,4738
2019-04-05,Johor,Pro,2019,4,40958.895562072,5858
2019-04-05,Kedah,Private,2019,4,22191.276289582,2580
2019-04-05,Kedah,Pro,2019,4,12624.614117412,1674
2019-04-05,Kelantan,Private,2019,4,29499.284343898,3421
2019-04-05,Kelantan,Pro,2019,4,10709.100665408,1385
2019-04-05,Kuala Lumpur,Private,2019,4,67216.434389808,7215
2019-04-05,Kuala Lumpur,Pro,2019,4,83963.386767862,11460
2019-04-05,Labuan,Private,2019,4,260.351184966,35
2019-04-05,Labuan,Pro,2019,4,83.190265196,13
2019-04-05,Melaka,Private,2019,4,15122.447894876,1747
2019-04-05,Melaka,Pro,2019,4,12770.660483902,1626
2019-04-05,N. Sembilan,Private,2019,4,13685.36793222,1621
2019-04-05,N. Sembilan,Pro,2019,4,11825.994273078,1601
2019-04-05,Pahang,Private,2019,4,15051.247589082,1724
2019-04-05,Pahang,Pro,2019,4,5681.620119428,818
2019-04-05,Penang,Private,2019,4,34412.43261834,3798
2019-04-05,Penang,Pro,2019,4,28223.97386573,3837
2019-04-05,Perak,Private,2019,4,20256.340690868,2419
2019-04-05,Perak,Pro,2019,4,11870.8638276,1622
2019-04-05,Perlis,Private,2019,4,1952.53757611,279
2019-04-05,Perlis,Pro,2019,4,705.987682,107
2019-04-05,Putrajaya,Private,2019,4,3341.514944476,401
2019-04-05,Putrajaya,Pro,2019,4,1680.88721809,235
2019-04-05,Sabah,Private,2019,4,28436.18861985,3451
2019-04-05,Sabah,Pro,2019,4,15973.979334046,2142
2019-04-05,Sarawak,Private,2019,4,9844.322441088,1314
2019-04-05,Sarawak,Pro,2019,4,8247.106190316,1229
2019-04-05,Selangor,Private,2019,4,108479.865173666,12661
2019-04-05,Selangor,Pro,2019,4,146902.636191698,20134
2019-04-05,Terengganu,Private,2019,4,17600.298770478,2119
2019-04-05,Terengganu,Pro,2019,4,4971.9980267,720
2019-04-06,,Pro,2019,4,3.733233776,1
2019-04-06,Johor,Private,2019,4,38762.56942258,4294
2019-04-06,Johor,Pro,2019,4,40018.01111121,5743
2019-04-06,Kedah,Private,2019,4,24465.138309402,2602
2019-04-06,Kedah,Pro,2019,4,11935.835591976,1543
2019-04-06,Kelantan,Private,2019,4,31276.870860718,3339
2019-04-06,Kelantan,Pro,2019,4,10672.288137834,1458
2019-04-06,Kuala Lumpur,Private,2019,4,56812.544847632,6450
2019-04-06,Kuala Lumpur,Pro,2019,4,76807.847846962,10896
2019-04-06,Labuan,Private,2019,4,405.755820694,47
2019-04-06,Labuan,Pro,2019,4,123.964602454,13
2019-04-06,Melaka,Private,2019,4,16504.488761956,1838
2019-04-06,Melaka,Pro,2019,4,9631.25185839,1335
2019-04-06,N. Sembilan,Private,2019,4,11963.750553298,1529
2019-04-06,N. Sembilan,Pro,2019,4,11545.1267004,1563
2019-04-06,Pahang,Private,2019,4,15993.441254638,1810
2019-04-06,Pahang,Pro,2019,4,5541.428574042,740
2019-04-06,Penang,Private,2019,4,29621.66359196,3514
2019-04-06,Penang,Pro,2019,4,22546.326922182,3242
2019-04-06,Perak,Private,2019,4,21500.190194632,2372
2019-04-06,Perak,Pro,2019,4,10070.175722392,1472
2019-04-06,Perlis,Private,2019,4,2142.398554158,258
2019-04-06,Perlis,Pro,2019,4,714.942940928,97
2019-04-06,Putrajaya,Private,2019,4,2715.763901312,311
2019-04-06,Putrajaya,Pro,2019,4,1397.973004894,209
2019-04-06,Sabah,Private,2019,4,25634.311535016,3198
2019-04-06,Sabah,Pro,2019,4,14819.884839938,2027
2019-04-06,Sarawak,Private,2019,4,9908.691615384,1281
2019-04-06,Sarawak,Pro,2019,4,7479.19428234,1087
2019-04-06,Selangor,Private,2019,4,94974.150387332,11340
2019-04-06,Selangor,Pro,2019,4,128459.498162494,18312
2019-04-06,Terengganu,Private,2019,4,18703.151200972,2042
2019-04-06,Terengganu,Pro,2019,4,5169.785908954,720
2019-04-07,,Pro,2019,4,3.79945231,1
2019-04-07,Johor,Private,2019,4,41086.385266186,4542
2019-04-07,Johor,Pro,2019,4,44207.573529008,6122
2019-04-07,Kedah,Private,2019,4,23295.171551316,2561
2019-04-07,Kedah,Pro,2019,4,12875.343955808,1622
2019-04-07,Kelantan,Private,2019,4,30609.452831844,3495
2019-04-07,Kelantan,Pro,2019,4,11838.774214658,1559
2019-04-07,Kuala Lumpur,Private,2019,4,56844.470895712,6783
2019-04-07,Kuala Lumpur,Pro,2019,4,76070.856559572,10659
2019-04-07,Labuan,Private,2019,4,299.960433242,42
2019-04-07,Labuan,Pro,2019,4,63.74997124,11
2019-04-07,Melaka,Private,2019,4,14825.397410544,1651
2019-04-07,Melaka,Pro,2019,4,9552.156208204,1304
2019-04-07,N. Sembilan,Private,2019,4,13711.922623332,1605
2019-04-07,N. Sembilan,Pro,2019,4,12152.202819744,1589
2019-04-07,Pahang,Private,2019,4,16357.62477382,1746
2019-04-07,Pahang,Pro,2019,4,5302.386775788,759
2019-04-07,Penang,Private,2019,4,29808.744436978,3497
2019-04-07,Penang,Pro,2019,4,22729.47792456,3285
2019-04-07,Perak,Private,2019,4,20723.398968624,2373
2019-04-07,Perak,Pro,2019,4,9908.22024745,1463
2019-04-07,Perlis,Private,2019,4,2472.883936126,296
2019-04-07,Perlis,Pro,2019,4,546.613672612,91
2019-04-07,Putrajaya,Private,2019,4,2896.004392162,354
2019-04-07,Putrajaya,Pro,2019,4,1511.189278288,236
2019-04-07,Sabah,Private,2019,4,25113.50930188,3104
2019-04-07,Sabah,Pro,2019,4,13697.763172468,1908
2019-04-07,Sarawak,Private,2019,4,9451.50129768,1285
2019-04-07,Sarawak,Pro,2019,4,6813.055433566,1033
2019-04-07,Selangor,Private,2019,4,100784.247640992,11496
2019-04-07,Selangor,Pro,2019,4,126421.54752141,17431
2019-04-07,Terengganu,Private,2019,4,20463.128165134,2291
2019-04-07,Terengganu,Pro,2019,4,6734.387413728,877
2019-04-08,Johor,Private,2019,4,41826.099005252,4553
2019-04-08,Johor,Pro,2019,4,48899.007938514,6614
2019-04-08,Kedah,Private,2019,4,24373.533573346,2656
2019-04-08,Kedah,Pro,2019,4,14346.37698009,1731
2019-04-08,Kelantan,Private,2019,4,29002.03612698,3401
2019-04-08,Kelantan,Pro,2019,4,12687.240828328,1594
2019-04-08,Kuala Lumpur,Private,2019,4,71661.629474704,7634
2019-04-08,Kuala Lumpur,Pro,2019,4,99957.212712916,12436
2019-04-08,Labuan,Private,2019,4,325.984219134,43
2019-04-08,Labuan,Pro,2019,4,97.220873948,15
2019-04-08,Melaka,Private,2019,4,15646.611897554,1765
2019-04-08,Melaka,Pro,2019,4,12611.176515158,1532
2019-04-08,N. Sembilan,Private,2019,4,15447.34730995,1687
2019-04-08,N. Sembilan,Pro,2019,4,15913.434367056,1861
2019-04-08,Pahang,Private,2019,4,18128.755552068,1899
2019-04-08,Pahang,Pro,2019,4,6775.790640708,909
2019-04-08,Penang,Private,2019,4,39198.197243066,4053
2019-04-08,Penang,Pro,2019,4,30724.604161246,4139
2019-04-08,Perak,Private,2019,4,23007.972780928,2628
2019-04-08,Perak,Pro,2019,4,12858.305429332,1749
2019-04-08,Perlis,Private,2019,4,2552.379064602,323
2019-04-08,Perlis,Pro,2019,4,704.410745418,86
2019-04-08,Putrajaya,Private,2019,4,3597.389943666,398
2019-04-08,Putrajaya,Pro,2019,4,2304.451234672,297
2019-04-08,Sabah,Private,2019,4,28917.95959342,3452
2019-04-08,Sabah,Pro,2019,4,16533.815590694,2243
2019-04-08,Sarawak,Private,2019,4,11339.33155336,1454
2019-04-08,Sarawak,Pro,2019,4,7490.540068966,1168
2019-04-08,Selangor,Private,2019,4,120868.737635756,13125
2019-04-08,Selangor,Pro,2019,4,169637.678004228,22196
2019-04-08,Terengganu,Private,2019,4,21726.170954154,2210
2019-04-08,Terengganu,Pro,2019,4,6090.793934292,825
2019-04-09,Johor,Private,2019,4,43690.127416088,4649
2019-04-09,Johor,Pro,2019,4,45923.889626162,6254
2019-04-09,Kedah,Private,2019,4,24627.33704303,2752
2019-04-09,Kedah,Pro,2019,4,13902.777277158,1787
2019-04-09,Kelantan,Private,2019,4,30573.245624,3436
2019-04-09,Kelantan,Pro,2019,4,12281.881184984,1572
2019-04-09,Kuala Lumpur,Private,2019,4,68753.980549556,7414
2019-04-09,Kuala Lumpur,Pro,2019,4,95826.519931014,12221
2019-04-09,Labuan,Private,2019,4,416.4113509,52
2019-04-09,Labuan,Pro,2019,4,139.39443367,14
2019-04-09,Melaka,Private,2019,4,15943.1618544,1792
2019-04-09,Melaka,Pro,2019,4,12462.781508356,1479
2019-04-09,N. Sembilan,Private,2019,4,15650.383977772,1808
2019-04-09,N. Sembilan,Pro,2019,4,14677.376947788,1913
2019-04-09,Pahang,Private,2019,4,16211.72402119,1782
2019-04-09,Pahang,Pro,2019,4,5805.955245114,842
2019-04-09,Penang,Private,2019,4,39598.840842032,4005
2019-04-09,Penang,Pro,2019,4,32667.200022618,4395
2019-04-09,Perak,Private,2019,4,23363.362741618,2647
2019-04-09,Perak,Pro,2019,4,12823.218168356,1799
2019-04-09,Perlis,Private,2019,4,2714.952549492,343
2019-04-09,Perlis,Pro,2019,4,605.033766076,87
2019-04-09,Putrajaya,Private,2019,4,2972.195508232,347
2019-04-09,Putrajaya,Pro,2019,4,2148.854373654,312
2019-04-09,Sabah,Private,2019,4,28414.846554136,3370
2019-04-09,Sabah,Pro,2019,4,16358.225558708,2173
2019-04-09,Sarawak,Private,2019,4,11290.717374266,1460
2019-04-09,Sarawak,Pro,2019,4,9085.888731888,1232
2019-04-09,Selangor,Private,2019,4,117922.505688582,13152
2019-04-09,Selangor,Pro,2019,4,168685.437866404,22038
2019-04-09,Terengganu,Private,2019,4,20660.53555726,2150
2019-04-09,Terengganu,Pro,2019,4,6197.012551838,852
2019-04-10,Johor,Private,2019,4,41569.073968714,4662
2019-04-10,Johor,Pro,2019,4,47155.28862112,6390
2019-04-10,Kedah,Private,2019,4,22409.468564228,2668
2019-04-10,Kedah,Pro,2019,4,13654.649139214,1673
2019-04-10,Kelantan,Private,2019,4,29400.294416748,3350
2019-04-10,Kelantan,Pro,2019,4,11064.765776036,1545
2019-04-10,Kuala Lumpur,Private,2019,4,66786.668247422,7365
2019-04-10,Kuala Lumpur,Pro,2019,4,95008.17654639,12499
2019-04-10,Labuan,Private,2019,4,279.496298292,42
2019-04-10,Labuan,Pro,2019,4,52.608587304,13
2019-04-10,Melaka,Private,2019,4,16806.84670293,1897
2019-04-10,Melaka,Pro,2019,4,12226.390054736,1521
2019-04-10,N. Sembilan,Private,2019,4,14195.010776088,1701
2019-04-10,N. Sembilan,Pro,2019,4,14267.317710838,1842
2019-04-10,Pahang,Private,2019,4,16550.233365064,1811
2019-04-10,Pahang,Pro,2019,4,5465.701859764,815
2019-04-10,Penang,Private,2019,4,37313.937099354,3987
2019-04-10,Penang,Pro,2019,4,31591.958007772,4237
2019-04-10,Perak,Private,2019,4,21612.011260926,2629
2019-04-10,Perak,Pro,2019,4,12107.334668416,1697
2019-04-10,Perlis,Private,2019,4,2322.980422352,296
2019-04-10,Perlis,Pro,2019,4,687.95077043,105
2019-04-10,Putrajaya,Private,2019,4,2962.231529304,364
2019-04-10,Putrajaya,Pro,2019,4,1902.584334562,226
2019-04-10,Sabah,Private,2019,4,28547.137297952,3476
2019-04-10,Sabah,Pro,2019,4,16156.344507764,2136
2019-04-10,Sarawak,Private,2019,4,10902.488566492,1416
2019-04-10,Sarawak,Pro,2019,4,7510.263123686,1125
2019-04-10,Selangor,Private,2019,4,117269.340140388,12946
2019-04-10,Selangor,Pro,2019,4,168562.366371402,22009
2019-04-10,Terengganu,Private,2019,4,18305.216947556,2105
2019-04-10,Terengganu,Pro,2019,4,5810.214152744,812
2019-04-11,Johor,Private,2019,4,37717.952575538,4254
2019-04-11,Johor,Pro,2019,4,45677.81406929,6409
2019-04-11,Kedah,Private,2019,4,21305.90761397,2562
2019-04-11,Kedah,Pro,2019,4,13506.915723156,1722
2019-04-11,Kelantan,Private,2019,4,30732.67690928,3440
2019-04-11,Kelantan,Pro,2019,4,10653.426738888,1479
2019-04-11,Kuala Lumpur,Private,2019,4,67464.601263256,7508
2019-04-11,Kuala Lumpur,Pro,2019,4,92172.770977062,12140
2019-04-11,Labuan,Private,2019,4,396.653825902,55
2019-04-11,Labuan,Pro,2019,4,49.153578696,11
2019-04-11,Melaka,Private,2019,4,15563.519649802,1863
2019-04-11,Melaka,Pro,2019,4,12558.047332652,1567
2019-04-11,N. Sembilan,Private,2019,4,15819.41315231,1769
2019-04-11,N. Sembilan,Pro,2019,4,14202.472391572,1855
2019-04-11,Pahang,Private,2019,4,16433.102051472,1843
2019-04-11,Pahang,Pro,2019,4,5858.182422974,809
2019-04-11,Penang,Private,2019,4,34051.763499456,3813
2019-04-11,Penang,Pro,2019,4,30276.373644918,4044
2019-04-11,Perak,Private,2019,4,20404.774409984,2453
2019-04-11,Perak,Pro,2019,4,11831.207577728,1604
2019-04-11,Perlis,Private,2019,4,2082.660077542,279
2019-04-11,Perlis,Pro,2019,4,852.226978168,104
2019-04-11,Putrajaya,Private,2019,4,3217.139070374,386
2019-04-11,Putrajaya,Pro,2019,4,1996.359337614,252
2019-04-11,Sabah,Private,2019,4,28436.41966491,3388
2019-04-11,Sabah,Pro,2019,4,16340.09157104,2208
2019-04-11,Sarawak,Private,2019,4,11478.654505642,1433
2019-04-11,Sarawak,Pro,2019,4,7285.513114388,1086
2019-04-11,Selangor,Private,2019,4,116755.739116152,13294
2019-04-11,Selangor,Pro,2019,4,163099.977846234,21591
2019-04-11,Terengganu,Private,2019,4,16933.890367082,2073
2019-04-11,Terengganu,Pro,2019,4,5588.530702512,813
2019-04-12,Johor,Private,2019,4,40488.042211694,4937
2019-04-12,Johor,Pro,2019,4,43413.529883526,6037
2019-04-12,Kedah,Private,2019,4,21331.988852768,2572
2019-04-12,Kedah,Pro,2019,4,12114.084784914,1594
2019-04-12,Kelantan,Private,2019,4,29964.294239544,3352
2019-04-12,Kelantan,Pro,2019,4,9587.514450796,1326
2019-04-12,Kuala Lumpur,Private,2019,4,61221.341576198,6906
2019-04-12,Kuala Lumpur,Pro,2019,4,87587.733497456,11752
2019-04-12,Labuan,Private,2019,4,399.815123562,62
2019-04-12,Labuan,Pro,2019,4,41.361958,6
2019-04-12,Melaka,Private,2019,4,13825.547185296,1684
2019-04-12,Melaka,Pro,2019,4,11340.692518492,1565
2019-04-12,N. Sembilan,Private,2019,4,15325.99597622,1672
2019-04-12,N. Sembilan,Pro,2019,4,12607.96590949,1673
2019-04-12,Pahang,Private,2019,4,15226.865029254,1741
2019-04-12,Pahang,Pro,2019,4,5511.954303358,758
2019-04-12,Penang,Private,2019,4,34257.456704096,3757
2019-04-12,Penang,Pro,2019,4,28969.042673466,4016
2019-04-12,Perak,Private,2019,4,20212.833857282,2488
2019-04-12,Perak,Pro,2019,4,11994.534685562,1650
2019-04-12,Perlis,Private,2019,4,2430.532590048,291
2019-04-12,Perlis,Pro,2019,4,643.787393954,95
2019-04-12,Putrajaya,Private,2019,4,2534.7215187,324
2019-04-12,Putrajaya,Pro,2019,4,2028.049514514,269
2019-04-12,Sabah,Private,2019,4,28966.994433384,3367
2019-04-12,Sabah,Pro,2019,4,16239.616223478,2163
2019-04-12,Sarawak,Private,2019,4,10558.057623398,1418
2019-04-12,Sarawak,Pro,2019,4,6696.205935404,1064
2019-04-12,Selangor,Private,2019,4,105584.798703948,12055
2019-04-12,Selangor,Pro,2019,4,149354.706043596,20501
2019-04-12,Terengganu,Private,2019,4,16836.960638394,2051
2019-04-12,Terengganu,Pro,2019,4,5507.344682392,824
2019-04-13,Johor,Private,2019,4,36720.03141926,4084
2019-04-13,Johor,Pro,2019,4,37841.71483331,5422
2019-04-13,Kedah,Private,2019,4,20920.538537074,2387
2019-04-13,Kedah,Pro,2019,4,11673.15594331,1566
2019-04-13,Kelantan,Private,2019,4,27790.871964156,3189
2019-04-13,Kelantan,Pro,2019,4,10057.34748041,1375
2019-04-13,Kuala Lumpur,Private,2019,4,56665.857675218,6568
2019-04-13,Kuala Lumpur,Pro,2019,4,75283.757346846,10560
2019-04-13,Labuan,Private,2019,4,519.245496316,44
2019-04-13,Labuan,Pro,2019,4,60.11601045,6
2019-04-13,Melaka,Private,2019,4,13695.560072936,1726
2019-04-13,Melaka,Pro,2019,4,9105.48152643,1283
2019-04-13,N. Sembilan,Private,2019,4,13970.418342144,1511
2019-04-13,N. Sembilan,Pro,2019,4,10353.317282214,1532
2019-04-13,Pahang,Private,2019,4,13482.809536572,1589
2019-04-13,Pahang,Pro,2019,4,4701.696264146,686
2019-04-13,Penang,Private,2019,4,27136.031132524,3326
2019-04-13,Penang,Pro,2019,4,24398.61710323,3473
2019-04-13,Perak,Private,2019,4,18794.684867762,2251
2019-04-13,Perak,Pro,2019,4,11015.829629476,1539
2019-04-13,Perlis,Private,2019,4,1932.423545684,266
2019-04-13,Perlis,Pro,2019,4,512.718026612,74
2019-04-13,Putrajaya,Private,2019,4,2204.646021108,308
2019-04-13,Putrajaya,Pro,2019,4,1500.384128678,192
2019-04-13,Sabah,Private,2019,4,26059.130083318,3284
2019-04-13,Sabah,Pro,2019,4,14427.950308148,2040
2019-04-13,Sarawak,Private,2019,4,9243.085892538,1289
2019-04-13,Sarawak,Pro,2019,4,6992.690290502,1066
2019-04-13,Selangor,Private,2019,4,92556.527857114,10876
2019-04-13,Selangor,Pro,2019,4,129824.769815802,18565
2019-04-13,Terengganu,Private,2019,4,16520.38881879,1993
2019-04-13,Terengganu,Pro,2019,4,5024.4592398,741
2019-04-14,Johor,Private,2019,4,38334.541095236,4496
2019-04-14,Johor,Pro,2019,4,41114.58800629,5767
2019-04-14,Kedah,Private,2019,4,23343.075532682,2714
2019-04-14,Kedah,Pro,2019,4,13341.217355752,1739
2019-04-14,Kelantan,Private,2019,4,30677.026139746,3493
2019-04-14,Kelantan,Pro,2019,4,10822.974989558,1463
2019-04-14,Kuala Lumpur,Private,2019,4,54934.654715402,6284
2019-04-14,Kuala Lumpur,Pro,2019,4,76782.180352302,10448
2019-04-14,Labuan,Private,2019,4,422.657008592,55
2019-04-14,Labuan,Pro,2019,4,44.613695298,9
2019-04-14,Melaka,Private,2019,4,12825.872266588,1590
2019-04-14,Melaka,Pro,2019,4,9520.061186678,1335
2019-04-14,N. Sembilan,Private,2019,4,13959.97305013,1553
2019-04-14,N. Sembilan,Pro,2019,4,11551.238897074,1552
2019-04-14,Pahang,Private,2019,4,15969.871305662,1753
2019-04-14,Pahang,Pro,2019,4,4997.848480336,756
2019-04-14,Penang,Private,2019,4,29742.976601836,3547
2019-04-14,Penang,Pro,2019,4,22901.875531924,3335
2019-04-14,Perak,Private,2019,4,21809.292501688,2501
2019-04-14,Perak,Pro,2019,4,11333.607082908,1506
2019-04-14,Perlis,Private,2019,4,2630.042561832,296
2019-04-14,Perlis,Pro,2019,4,593.718242678,79
2019-04-14,Putrajaya,Private,2019,4,3010.439412888,320
2019-04-14,Putrajaya,Pro,2019,4,1384.27369934,195
2019-04-14,Sabah,Private,2019,4,25102.201435412,3086
2019-04-14,Sabah,Pro,2019,4,12869.858839422,1837
2019-04-14,Sarawak,Private,2019,4,9552.22669224,1248
2019-04-14,Sarawak,Pro,2019,4,5838.736949658,957
2019-04-14,Selangor,Private,2019,4,94744.27563228,11007
2019-04-14,Selangor,Pro,2019,4,122487.0685286,17461
2019-04-14,Terengganu,Private,2019,4,17854.701681742,2087
2019-04-14,Terengganu,Pro,2019,4,5574.090302982,807
2019-04-15,Johor,Private,2019,4,41875.69153717,4670
2019-04-15,Johor,Pro,2019,4,48838.223481046,6490
2019-04-15,Kedah,Private,2019,4,23796.755944402,2715
2019-04-15,Kedah,Pro,2019,4,14760.595969266,1818
2019-04-15,Kelantan,Private,2019,4,29098.551962234,3395
2019-04-15,Kelantan,Pro,2019,4,11461.86046582,1549
2019-04-15,Kuala Lumpur,Private,2019,4,69904.047355288,7449
2019-04-15,Kuala Lumpur,Pro,2019,4,98214.231843152,12542
2019-04-15,Labuan,Private,2019,4,544.948853698,66
2019-04-15,Labuan,Pro,2019,4,71.305353334,10
2019-04-15,Melaka,Private,2019,4,15507.96506262,1718
2019-04-15,Melaka,Pro,2019,4,10592.095668932,1405
2019-04-15,N. Sembilan,Private,2019,4,15913.66265128,1767
2019-04-15,N. Sembilan,Pro,2019,4,15614.532943198,1942
2019-04-15,Pahang,Private,2019,4,17254.522265008,1921
2019-04-15,Pahang,Pro,2019,4,6802.434712136,900
2019-04-15,Penang,Private,2019,4,40833.309868508,4180
2019-04-15,Penang,Pro,2019,4,32270.696417692,4368
2019-04-15,Perak,Private,2019,4,20874.004939138,2515
2019-04-15,Perak,Pro,2019,4,13178.552373982,1732
2019-04-15,Perlis,Private,2019,4,2173.952398406,273
2019-04-15,Perlis,Pro,2019,4,616.345568498,99
2019-04-15,Putrajaya,Private,2019,4,3232.557074554,360
2019-04-15,Putrajaya,Pro,2019,4,2300.580565798,303
2019-04-15,Sabah,Private,2019,4,27515.11992247,3284
2019-04-15,Sabah,Pro,2019,4,15235.55422073,2091
2019-04-15,Sarawak,Private,2019,4,11157.754242104,1460
2019-04-15,Sarawak,Pro,2019,4,7823.041422848,1181
2019-04-15,Selangor,Private,2019,4,113213.743053524,12765
2019-04-15,Selangor,Pro,2019,4,167454.194671496,22147
2019-04-15,Terengganu,Private,2019,4,18588.6120622,2131
2019-04-15,Terengganu,Pro,2019,4,5994.451909828,829
2019-04-16,Johor,Private,2019,4,41480.763934472,4601
2019-04-16,Johor,Pro,2019,4,48548.434560886,6463
2019-04-16,Kedah,Private,2019,4,23488.449672792,2619
2019-04-16,Kedah,Pro,2019,4,13864.496486504,1720
2019-04-16,Kelantan,Private,2019,4,30818.236202114,3406
2019-04-16,Kelantan,Pro,2019,4,11769.110458416,1529
2019-04-16,Kuala Lumpur,Private,2019,4,72086.83406848,7871
2019-04-16,Kuala Lumpur,Pro,2019,4,93847.682240408,12380
2019-04-16,Labuan,Private,2019,4,302.356578572,50
2019-04-16,Labuan,Pro,2019,4,48.312045884,9
2019-04-16,Melaka,Private,2019,4,15688.089794136,1832
2019-04-16,Melaka,Pro,2019,4,12353.917659914,1555
2019-04-16,N. Sembilan,Private,2019,4,16041.603209478,1791
2019-04-16,N. Sembilan,Pro,2019,4,14297.90637936,1842
2019-04-16,Pahang,Private,2019,4,16231.161317342,1762
2019-04-16,Pahang,Pro,2019,4,5914.651522064,806
2019-04-16,Penang,Private,2019,4,37580.51432561,4000
2019-04-16,Penang,Pro,2019,4,31614.794229222,4185
2019-04-16,Perak,Private,2019,4,21396.031166648,2513
2019-04-16,Perak,Pro,2019,4,13198.835682524,1731
2019-04-16,Perlis,Private,2019,4,2581.06780516,314
2019-04-16,Perlis,Pro,2019,4,689.009231644,101
2019-04-16,Putrajaya,Private,2019,4,3336.319734384,353
2019-04-16,Putrajaya,Pro,2019,4,2357.072290118,280
2019-04-16,Sabah,Private,2019,4,27514.063396414,3333
2019-04-16,Sabah,Pro,2019,4,16664.813099502,2272
2019-04-16,Sarawak,Private,2019,4,10881.264784102,1519
2019-04-16,Sarawak,Pro,2019,4,8021.409900014,1243
2019-04-16,Selangor,Private,2019,4,116341.71965551,12964
2019-04-16,Selangor,Pro,2019,4,164963.461201156,22082
2019-04-16,Terengganu,Private,2019,4,17520.932134636,2053
2019-04-16,Terengganu,Pro,2019,4,5353.233599236,774
2019-04-17,Johor,Private,2019,4,38278.937467728,4353
2019-04-17,Johor,Pro,2019,4,46389.6770709,6156
2019-04-17,Kedah,Private,2019,4,24184.87648027,2600
2019-04-17,Kedah,Pro,2019,4,13662.336650166,1774
2019-04-17,Kelantan,Private,2019,4,28042.869317056,3278
2019-04-17,Kelantan,Pro,2019,4,11373.887611528,1534
2019-04-17,Kuala Lumpur,Private,2019,4,71532.086060658,7791
2019-04-17,Kuala Lumpur,Pro,2019,4,94371.432402408,12497
2019-04-17,Labuan,Private,2019,4,455.44811248,65
2019-04-17,Labuan,Pro,2019,4,49.045277046,10
2019-04-17,Melaka,Private,2019,4,14638.20048521,1736
2019-04-17,Melaka,Pro,2019,4,11598.809415702,1497
2019-04-17,N. Sembilan,Private,2019,4,14630.84586822,1720
2019-04-17,N. Sembilan,Pro,2019,4,14229.94324129,1828
2019-04-17,Pahang,Private,2019,4,14795.432213036,1771
2019-04-17,Pahang,Pro,2019,4,6351.57724692,866
2019-04-17,Penang,Private,2019,4,35520.203981958,3952
2019-04-17,Penang,Pro,2019,4,29869.73786427,4055
2019-04-17,Perak,Private,2019,4,19172.417746608,2438
2019-04-17,Perak,Pro,2019,4,12656.100462246,1674
2019-04-17,Perlis,Private,2019,4,2281.939071552,300
2019-04-17,Perlis,Pro,2019,4,643.764298286,88
2019-04-17,Putrajaya,Private,2019,4,3527.00889129,380
2019-04-17,Putrajaya,Pro,2019,4,2185.663572726,273
2019-04-17,Sabah,Private,2019,4,27994.181649778,3449
2019-04-17,Sabah,Pro,2019,4,16063.531063166,2181
2019-04-17,Sarawak,Private,2019,4,9843.097580144,1390
2019-04-17,Sarawak,Pro,2019,4,7494.258737428,1197
2019-04-17,Selangor,Private,2019,4,109885.312155426,12764
2019-04-17,Selangor,Pro,2019,4,161568.403941168,21830
2019-04-17,Terengganu,Private,2019,4,17246.095016432,2034
2019-04-17,Terengganu,Pro,2019,4,5893.575703266,826
2019-04-18,Johor,Private,2019,4,40457.128975772,4481
2019-04-18,Johor,Pro,2019,4,45229.761792566,6164
2019-04-18,Kedah,Private,2019,4,22400.95772191,2638
2019-04-18,Kedah,Pro,2019,4,12981.643008258,1677
2019-04-18,Kelantan,Private,2019,4,27254.191709858,3214
2019-04-18,Kelantan,Pro,2019,4,10781.165597292,1458
2019-04-18,Kuala Lumpur,Private,2019,4,65048.23017351,7326
2019-04-18,Kuala Lumpur,Pro,2019,4,91489.572670738,12303
2019-04-18,Labuan,Private,2019,4,251.922317644,41
2019-04-18,Labuan,Pro,2019,4,33.426973564,6
2019-04-18,Melaka,Private,2019,4,14283.000061472,1691
2019-04-18,Melaka,Pro,2019,4,10359.987643052,1390
2019-04-18,N. Sembilan,Private,2019,4,14392.240423354,1727
2019-04-18,N. Sembilan,Pro,2019,4,14044.149390654,1835
2019-04-18,Pahang,Private,2019,4,15405.524785968,1667
2019-04-18,Pahang,Pro,2019,4,6225.857326632,861
2019-04-18,Penang,Private,2019,4,37314.881724222,3943
2019-04-18,Penang,Pro,2019,4,29735.344615532,4086
2019-04-18,Perak,Private,2019,4,21340.52633528,2553
2019-04-18,Perak,Pro,2019,4,13133.08453454,1757
2019-04-18,Perlis,Private,2019,4,2582.815262544,314
2019-04-18,Perlis,Pro,2019,4,681.463881772,105
2019-04-18,Putrajaya,Private,2019,4,2802.93748508,363
2019-04-18,Putrajaya,Pro,2019,4,2161.82838534,297
2019-04-18,Sabah,Private,2019,4,28019.451982056,3321
2019-04-18,Sabah,Pro,2019,4,14857.52558817,1988
2019-04-18,Sarawak,Private,2019,4,9839.955382114,1335
