"Year,month",vertical,seller_type,Leads_per_ad
2019-01,Jobs,Private,8.628395843041217
2019-01,Jobs,Pro,17.826417349506396
2019-02,Jobs,Private,6.776393091276036
2019-02,Jobs,Pro,18.29868116828633
2019-03,Jobs,Private,6.714703343358594
2019-03,Jobs,Pro,17.15891024061088
2019-04,Jobs,Private,6.296584895187456
2019-04,Jobs,Pro,15.686663029365953
2019-05,Jobs,Private,6.196416706260413
2019-05,Jobs,Pro,13.255509205970663
2019-06,Jobs,Private,6.159013734675326
2019-06,Jobs,Pro,12.949205466509898
2019-07,Jobs,Private,11.97840042176726
2019-07,Jobs,Pro,16.96212582762492
2019-08,Jobs,Private,9.353354249184175
2019-08,Jobs,Pro,15.449936788462063
2019-09,Jobs,Private,7.2383623778127335
2019-09,Jobs,Pro,15.846257040338553
2019-10,Jobs,Private,6.882420954553399
2019-10,Jobs,Pro,14.434405215969319
2019-11,Jobs,Private,6.241909897152552
2019-11,Jobs,Pro,14.469797357700164
2019-12,Jobs,Private,7.753994851158708
2019-12,Jobs,Pro,14.90559376650567
2020-01,Jobs,Private,7.426983900165076
2020-01,Jobs,Pro,16.0222615040964
2020-02,Jobs,Private,11.102970240142927
2020-02,Jobs,Pro,16.151648094037842
2020-03,Jobs,Private,8.862139874675956
2020-03,Jobs,Pro,12.837017756155996
2020-04,Jobs,Private,7.756568511553415
2020-04,Jobs,Pro,10.18805957204108
2020-05,Jobs,Private,8.680455908192561
2020-05,Jobs,Pro,23.776850972798435
2020-06,Jobs,Private,12.506877026140872
2020-06,Jobs,Pro,27.989851843089873
2020-07,Jobs,Private,11.799883718135886
2020-07,Jobs,Pro,19.19327707256378
2020-08,Jobs,Private,11.406463642429097
2020-08,Jobs,Pro,16.4905519606228
2020-09,Jobs,Private,11.057346534137448
2020-09,Jobs,Pro,15.967481080783818
2020-10,Jobs,Private,8.831971738671044
2020-10,Jobs,Pro,13.171271960163356
2020-11,Jobs,Private,7.351891328292486
2020-11,Jobs,Pro,13.97999005392658
2020-12,Jobs,Private,7.997956892387607
2020-12,Jobs,Pro,13.81936432984164
2021-01,Jobs,Private,7.699432908890857
2021-01,Jobs,Pro,12.751915750604677
2021-02,Jobs,Private,6.703205137426934
2021-02,Jobs,Pro,13.110963644218291
2021-03,Jobs,Private,8.046548417735494
2021-03,Jobs,Pro,12.40885349859275
